batch_number,Type,Orientation,AGGREGATED_COND_DATA_SET_ID,PART_ID,PART_NAME_LABEL,RSH_OHMSQR,T_UM,RHO_KOHMCM,RC_OHM,R_OHM,PART_NAME_LABEL.1,KIND_OF_HM_FLUTE_ID,KIND_OF_HM_STRUCT_ID,KIND_OF_HM_CONFIG_ID,KIND_OF_HM_SET_ID,PROCEDURE_TYPE,EQUIPMENT,WAITING_TIME_S,AC_FREQ_HZ,AC_AMPL_V,CORR_OPEN_PFRD,TEMP_SET_DEGC,AV_TEMP_DEGC,FILE_NAME,Location
34330,2S,WW,832784,25895,34330_005_2-S_HM_WW,63600.201,,,,14032.472658,34330_005_2-S_HM_WW,PQC3,VDP_BULK,Standard,Left,Meander,PQC_HM_POSITION 3,0.2,,,,20.0,20.0,HPK_34330_005_2-S_HM_W_flute3_L_BulckCross_4_8_2020_16h49m22s.txt,Perugia
34330,2S,WW,833306,25895,34330_005_2-S_HM_WW,64402.655,,,,14209.522638,34330_005_2-S_HM_WW,PQC3,VDP_BULK,Standard,Right,Meander,PQC_HM_POSITION 3,0.2,,,,20.0,20.0,HPK_34330_005_2-S_HM_W_flute3_R_BulckCross_4_8_2020_16h27m59s.txt,Perugia
34330,2S,EE,831023,25896,34330_006_2-S_HM_EE,63967.784,,,,14113.574475,34330_006_2-S_HM_EE,PQC3,VDP_BULK,Standard,Left,Meander,PQC_HM_POSITION 3,0.2,,,,20.0,20.0,HPK_34330_006_2-S_HM_E_flute3_L_BulckCross_5_8_2020_9h41m8s.txt,Perugia
34330,2S,EE,831224,25896,34330_006_2-S_HM_EE,63667.462,,,,14047.312709,34330_006_2-S_HM_EE,PQC3,VDP_BULK,Standard,Right,Meander,PQC_HM_POSITION 3,0.2,,,,20.0,20.0,HPK_34330_006_2-S_HM_E_flute3_R_BulckCross_5_8_2020_9h31m0s.txt,Perugia
34330,2S,WW,831650,25899,34330_006_2-S_HM_WW,63632.138,,,,14039.51899,34330_006_2-S_HM_WW,PQC3,VDP_BULK,Standard,Left,Meander,PQC_HM_POSITION 3,0.2,,,,20.0,20.0,HPK_34330_006_2-S_HM_W_flute3_L_BulckCross_5_8_2020_11h9m45s.txt,Perugia
34330,2S,EE,830819,25900,34330_007_2-S_HM_EE,64064.48,,,,14134.90919,34330_007_2-S_HM_EE,PQC3,VDP_BULK,Standard,Left,Meander,PQC_HM_POSITION 3,0.2,,,,20.0,20.0,HPK_34330_007_2-S_HM_E_flute3_L_BulckCross_10_9_2020_10h59m8s.txt,Perugia
34330,2S,EE,832298,25900,34330_007_2-S_HM_EE,63839.285,,,,14085.223003,34330_007_2-S_HM_EE,PQC3,VDP_BULK,Standard,Right,Meander,PQC_HM_POSITION 3,0.2,,,,20.0,20.0,HPK_34330_007_2-S_HM_E_flute3_R_BulckCross_10_9_2020_10h30m35s.txt,Perugia
34330,2S,WW,831236,25903,34330_007_2-S_HM_WW,63641.365,,,,14041.554751,34330_007_2-S_HM_WW,PQC3,VDP_BULK,Standard,Left,Meander,PQC_HM_POSITION 3,0.2,,,,20.0,20.0,HPK_34330_007_2-S_HM_W_flute3_L_BulckCross_11_9_2020_10h30m1s.txt,Perugia
34330,2S,WW,832145,25903,34330_007_2-S_HM_WW,63799.784,,,,14076.507672,34330_007_2-S_HM_WW,PQC3,VDP_BULK,Standard,Right,Meander,PQC_HM_POSITION 3,0.2,,,,20.0,20.0,HPK_34330_007_2-S_HM_W_flute3_R_BulckCross_11_9_2020_10h5m2s.txt,Perugia
34330,2S,EE,832151,25928,34330_015_2-S_HM_EE,63328.383,,,,13972.499886,34330_015_2-S_HM_EE,PQC3,VDP_BULK,Standard,Left,Meander,PQC_HM_POSITION 3,0.2,,,,20.0,20.0,HPK_34330_015_2-S_HM_E_flute3_L_BulckCross_11_9_2020_14h47m29s.txt,Perugia
34330,2S,EE,832799,25928,34330_015_2-S_HM_EE,63621.619,,,,14037.198164,34330_015_2-S_HM_EE,PQC3,VDP_BULK,Standard,Right,Meander,PQC_HM_POSITION 3,0.2,,,,20.0,20.0,HPK_34330_015_2-S_HM_E_flute3_R_BulckCross_11_9_2020_14h25m47s.txt,Perugia
34330,2S,WW,832037,25931,34330_015_2-S_HM_WW,64130.527,,,,14149.481332,34330_015_2-S_HM_WW,PQC3,VDP_BULK,Standard,Left,Meander,PQC_HM_POSITION 3,0.2,,,,20.0,20.0,HPK_34330_015_2-S_HM_W_flute3_L_BulckCross_11_9_2020_17h24m10s.txt,Perugia
34330,2S,WW,832763,25931,34330_015_2-S_HM_WW,64003.985,,,,14121.561691,34330_015_2-S_HM_WW,PQC3,VDP_BULK,Standard,Right,Meander,PQC_HM_POSITION 3,0.2,,,,20.0,20.0,HPK_34330_015_2-S_HM_W_flute3_R_BulckCross_11_9_2020_17h5m46s.txt,Perugia
34330,2S,EE,830996,26008,34330_038_2-S_HM_EE,63547.909,,,,14020.935054,34330_038_2-S_HM_EE,PQC3,VDP_BULK,Standard,Right,Meander,PQC_HM_POSITION 3,0.2,,,,20.0,20.0,HPK_34330_038_2-S_HM_E_flute3_R_BulckCross_9_9_2020_16h44m9s.txt,Perugia
34330,2S,EE,832022,26008,34330_038_2-S_HM_EE,63507.015,,,,14011.912528,34330_038_2-S_HM_EE,PQC3,VDP_BULK,Standard,Left,Meander,PQC_HM_POSITION 3,0.2,,,,20.0,20.0,HPK_34330_038_2-S_HM_E_flute3_L_BulckCross_9_9_2020_15h59m30s.txt,Perugia
34330,2S,WW,831008,26011,34330_038_2-S_HM_WW,63101.185,,,,13922.371817,34330_038_2-S_HM_WW,PQC3,VDP_BULK,Standard,Left,Meander,PQC_HM_POSITION 3,0.2,,,,20.0,20.0,HPK_34330_038_2-S_HM_W_flute3_L_BulckCross_9_9_2020_18h49m43s.txt,Perugia
34330,2S,WW,832655,26011,34330_038_2-S_HM_WW,64181.425,,,,14160.711342,34330_038_2-S_HM_WW,PQC3,VDP_BULK,Standard,Right,Meander,PQC_HM_POSITION 3,0.2,,,,20.0,20.0,HPK_34330_038_2-S_HM_W_flute3_R_BulckCross_9_9_2020_18h30m38s.txt,Perugia
34330,2S,EE,830324,26012,34330_039_2-S_HM_EE,63396.371,,,,13987.500489,34330_039_2-S_HM_EE,PQC3,VDP_BULK,Standard,Right,Meander,PQC_HM_POSITION 3,0.2,,,,20.0,20.0,HPK_34330_039_2-S_HM_E_flute3_R_BulckCross_9_9_2020_9h56m33s.txt,Perugia
34330,2S,EE,831905,26012,34330_039_2-S_HM_EE,63545.531,,,,14020.4104,34330_039_2-S_HM_EE,PQC3,VDP_BULK,Standard,Left,Meander,PQC_HM_POSITION 3,0.2,,,,20.0,20.0,HPK_34330_039_2-S_HM_E_flute3_L_BulckCross_9_9_2020_12h28m19s.txt,Perugia
34330,2S,WW,831419,26015,34330_039_2-S_HM_WW,63024.846,,,,13905.528666,34330_039_2-S_HM_WW,PQC3,VDP_BULK,Standard,Left,Meander,PQC_HM_POSITION 3,0.2,,,,20.0,20.0,HPK_34330_039_2-S_HM_W_flute3_L_BulckCross_8_9_2020_17h24m0s.txt,Perugia
34330,2S,EE,832016,26016,34330_041_2-S_HM_EE,63032.997,,,,13907.327189,34330_041_2-S_HM_EE,PQC3,VDP_BULK,Standard,Left,Meander,PQC_HM_POSITION 3,0.2,,,,20.0,20.0,HPK_34330_041_2-S_HM_E_flute3_L_BulckCross_8_9_2020_12h34m48s.txt,Perugia
34330,2S,EE,832397,26016,34330_041_2-S_HM_EE,63506.795,,,,14011.863971,34330_041_2-S_HM_EE,PQC3,VDP_BULK,Standard,Right,Meander,PQC_HM_POSITION 3,0.2,,,,20.0,20.0,HPK_34330_041_2-S_HM_E_flute3_R_BulckCross_8_9_2020_12h16m48s.txt,Perugia
34330,2S,WW,831782,26019,34330_041_2-S_HM_WW,64147.902,,,,14153.315032,34330_041_2-S_HM_WW,PQC3,VDP_BULK,Standard,Left,Meander,PQC_HM_POSITION 3,0.2,,,,20.0,20.0,HPK_34330_041_2-S_HM_W_flute3_L_BulckCross_8_9_2020_15h27m46s.txt,Perugia
34330,2S,WW,832622,26019,34330_041_2-S_HM_WW,63745.744,,,,14064.584483,34330_041_2-S_HM_WW,PQC3,VDP_BULK,Standard,Right,Meander,PQC_HM_POSITION 3,0.2,,,,20.0,20.0,HPK_34330_041_2-S_HM_W_flute3_R_BulckCross_8_9_2020_16h59m55s.txt,Perugia
34330,2S,WW,833051,26019,34330_041_2-S_HM_WW,62956.854,,,,13890.527314,34330_041_2-S_HM_WW,PQC3,VDP_BULK,Standard,Right,Meander,PQC_HM_POSITION 3,0.2,,,,20.0,20.0,HPK_34330_041_2-S_HM_W_flute3_R_BulckCross_8_9_2020_15h4m56s.txt,Perugia
34330,2S,EE,830660,26020,34330_042_2-S_HM_EE,52538.474,,,,11591.861083,34330_042_2-S_HM_EE,PQC3,VDP_BULK,Standard,Right,Meander,PQC_HM_POSITION 3,0.2,,,,20.0,20.0,HPK_34330_042_2-S_HM_E_flute3_R_BulckCross_8_9_2020_10h11m27s.txt,Perugia
34330,2S,EE,831266,26020,34330_042_2-S_HM_EE,52165.077,,,,11509.476509,34330_042_2-S_HM_EE,PQC3,VDP_BULK,Standard,Left,Meander,PQC_HM_POSITION 3,0.2,,,,20.0,20.0,HPK_34330_042_2-S_HM_E_flute3_L_BulckCross_8_9_2020_10h30m26s.txt,Perugia
34330,2S,WW,831734,26023,34330_042_2-S_HM_WW,52160.394,,,,11508.44315,34330_042_2-S_HM_WW,PQC3,VDP_BULK,Standard,Right,Meander,PQC_HM_POSITION 3,0.2,,,,20.0,20.0,HPK_34330_042_2-S_HM_W_flute3_R_BulckCross_7_9_2020_16h47m17s.txt,Perugia
34330,2S,WW,832235,26023,34330_042_2-S_HM_WW,52339.93,,,,11548.055193,34330_042_2-S_HM_WW,PQC3,VDP_BULK,Standard,Left,Meander,PQC_HM_POSITION 3,0.2,,,,20.0,20.0,HPK_34330_042_2-S_HM_W_flute3_L_BulckCross_7_9_2020_17h8m11s.txt,Perugia
34330,2S,EE,830327,26024,34330_043_2-S_HM_EE,52121.113,,,,11499.776323,34330_043_2-S_HM_EE,PQC3,VDP_BULK,Standard,Left,Meander,PQC_HM_POSITION 3,0.2,,,,20.0,20.0,HPK_34330_043_2-S_HM_E_flute3_L_BulckCross_7_9_2020_11h52m19s.txt,Perugia
34330,2S,EE,830453,26024,34330_043_2-S_HM_EE,52213.508,,,,11520.162111,34330_043_2-S_HM_EE,PQC3,VDP_BULK,Standard,Right,Meander,PQC_HM_POSITION 3,0.2,,,,20.0,20.0,HPK_34330_043_2-S_HM_E_flute3_R_BulckCross_7_9_2020_10h44m1s.txt,Perugia
34330,2S,WW,830501,26027,34330_043_2-S_HM_WW,53905.982,,,,11893.582249,34330_043_2-S_HM_WW,PQC3,VDP_BULK,Standard,Right,Meander,PQC_HM_POSITION 3,0.2,,,,20.0,20.0,HPK_34330_043_2-S_HM_W_flute3_R_BulckCross_7_9_2020_13h49m32s.txt,Perugia
34330,2S,WW,830756,26027,34330_043_2-S_HM_WW,52439.333,,,,11569.987072,34330_043_2-S_HM_WW,PQC3,VDP_BULK,Standard,Left,Meander,PQC_HM_POSITION 3,0.2,,,,20.0,20.0,HPK_34330_043_2-S_HM_W_flute3_L_BulckCross_7_9_2020_14h21m48s.txt,Perugia
34330,2S,EE,830732,26028,34330_044_2-S_HM_EE,52316.731,,,,11542.936685,34330_044_2-S_HM_EE,PQC3,VDP_BULK,Standard,Right,Meander,PQC_HM_POSITION 3,0.2,,,,20.0,20.0,HPK_34330_044_2-S_HM_E_flute3_R_BulckCross_19_8_2020_10h8m37s.txt,Perugia
34330,2S,EE,832748,26028,34330_044_2-S_HM_EE,52137.38,,,,11503.365403,34330_044_2-S_HM_EE,PQC3,VDP_BULK,Standard,Left,Meander,PQC_HM_POSITION 3,0.2,,,,20.0,20.0,HPK_34330_044_2-S_HM_E_flute3_L_BulckCross_19_8_2020_10h28m17s.txt,Perugia
34330,2S,WW,830363,26031,34330_044_2-S_HM_WW,53007.694,,,,11695.38782,34330_044_2-S_HM_WW,PQC3,VDP_BULK,Standard,Right,Meander,PQC_HM_POSITION 3,0.2,,,,20.0,20.0,HPK_34330_044_2-S_HM_W_flute3_R_BulckCross_19_8_2020_11h57m16s.txt,Perugia
34330,2S,WW,831998,26031,34330_044_2-S_HM_WW,52175.426,,,,11511.759874,34330_044_2-S_HM_WW,PQC3,VDP_BULK,Standard,Left,Meander,PQC_HM_POSITION 3,0.2,,,,20.0,20.0,HPK_34330_044_2-S_HM_W_flute3_L_BulckCross_19_8_2020_12h20m4s.txt,Perugia
34330,2S,EE,831185,26032,34330_045_2-S_HM_EE,52334.96,,,,11546.958636,34330_045_2-S_HM_EE,PQC3,VDP_BULK,Standard,Left,Meander,PQC_HM_POSITION 3,0.2,,,,20.0,20.0,HPK_34330_045_2-S_HM_E_flute3_L_BulckCross_18_8_2020_15h32m5s.txt,Perugia
34330,2S,EE,831617,26032,34330_045_2-S_HM_EE,52142.108,,,,11504.408727,34330_045_2-S_HM_EE,PQC3,VDP_BULK,Standard,Right,Meander,PQC_HM_POSITION 3,0.2,,,,20.0,20.0,HPK_34330_045_2-S_HM_E_flute3_R_BulckCross_18_8_2020_15h11m15s.txt,Perugia
34330,2S,WW,831356,26035,34330_045_2-S_HM_WW,52402.291,,,,11561.814241,34330_045_2-S_HM_WW,PQC3,VDP_BULK,Standard,Right,Meander,PQC_HM_POSITION 3,0.2,,,,20.0,20.0,HPK_34330_045_2-S_HM_W_flute3_R_BulckCross_18_8_2020_11h5m5s.txt,Perugia
34330,2S,WW,833348,26035,34330_045_2-S_HM_WW,52069.001,,,,11488.278656,34330_045_2-S_HM_WW,PQC3,VDP_BULK,Standard,Left,Meander,PQC_HM_POSITION 3,0.2,,,,20.0,20.0,HPK_34330_045_2-S_HM_W_flute3_L_BulckCross_18_8_2020_13h29m59s.txt,Perugia
34330,2S,EE,830426,26036,34330_046_2-S_HM_EE,52133.525,,,,11502.514815,34330_046_2-S_HM_EE,PQC3,VDP_BULK,Standard,Left,Meander,PQC_HM_POSITION 3,0.2,,,,20.0,20.0,HPK_34330_046_2-S_HM_E_flute3_L_BulckCross_6_8_2020_12h2m32s.txt,Perugia
34330,2S,EE,830531,26036,34330_046_2-S_HM_EE,52746.641,,,,11637.790097,34330_046_2-S_HM_EE,PQC3,VDP_BULK,Standard,Right,Meander,PQC_HM_POSITION 3,0.2,,,,20.0,20.0,HPK_34330_046_2-S_HM_E_flute3_R_BulckCross_6_8_2020_11h52m8s.txt,Perugia
34330,2S,WW,830435,26039,34330_046_2-S_HM_WW,52348.601,,,,11549.968381,34330_046_2-S_HM_WW,PQC3,VDP_BULK,Standard,Right,Meander,PQC_HM_POSITION 3,0.2,,,,20.0,20.0,HPK_34330_046_2-S_HM_W_flute3_R_BulckCross_6_8_2020_11h0m1s.txt,Perugia
34330,2S,WW,833126,26039,34330_046_2-S_HM_WW,52452.683,,,,11572.93253,34330_046_2-S_HM_WW,PQC3,VDP_BULK,Standard,Left,Meander,PQC_HM_POSITION 3,0.2,,,,20.0,20.0,HPK_34330_046_2-S_HM_W_flute3_L_BulckCross_6_8_2020_10h6m5s.txt,Perugia
34252,PSS,EE,2047408,26200,34252_001_PSS_HM_EE,64773.28,,,,14291.29,34252_001_PSS_HM_EE,PQC3,VDP_BULK,Rotated,Right,VdP-bulk,PQC_HM_POSITION 1,0.5,,,,20.0,20.006,Test_HPK_VPX34252_001_PSS_HM_EE_East_South_PQC3_VdP-bulk_VDPBulk_r_Run01_08_10_2020_05_41_09_PM.txt,Brown
34252,PSS,EE,2047954,26200,34252_001_PSS_HM_EE,64548.25,,,,14241.64,34252_001_PSS_HM_EE,PQC3,VDP_BULK,Standard,Left,VdP-bulk,PQC_HM_POSITION 1,0.5,,,,20.0,20.026,Test_HPK_VPX34252_001_PSS_HM_EE_East_North_PQC3_VdP-bulk_VDPBulk_s_Run01_08_12_2020_01_33_02_PM.txt,Brown
34252,PSS,EE,2050447,26200,34252_001_PSS_HM_EE,64161.02,,,,14156.21,34252_001_PSS_HM_EE,PQC3,VDP_BULK,Rotated,Left,VdP-bulk,PQC_HM_POSITION 1,0.5,,,,20.0,20.025,Test_HPK_VPX34252_001_PSS_HM_EE_East_North_PQC3_VdP-bulk_VDPBulk_r_Run01_08_12_2020_01_33_16_PM.txt,Brown
34252,PSS,WW,2046574,26205,34252_001_PSS_HM_WW,64401.88,,,,14209.35,34252_001_PSS_HM_WW,PQC3,VDP_BULK,Rotated,Right,VdP-bulk,PQC_HM_POSITION 2,0.5,,,,20.0,20.008,Test_HPK_VPX34252_001_PSS_HM_WW_West_North_PQC3_VdP-bulk_VDPBulk_r_Run01_08_11_2020_03_41_50_PM.txt,Brown
34252,PSS,WW,2048734,26205,34252_001_PSS_HM_WW,64929.46,,,,14325.75,34252_001_PSS_HM_WW,PQC3,VDP_BULK,Standard,Right,VdP-bulk,PQC_HM_POSITION 2,0.5,,,,20.0,20.007,Test_HPK_VPX34252_001_PSS_HM_WW_West_North_PQC3_VdP-bulk_VDPBulk_s_Run01_08_11_2020_03_41_36_PM.txt,Brown
34252,PSS,WW,2048845,26205,34252_001_PSS_HM_WW,64021.57,,,,14125.44,34252_001_PSS_HM_WW,PQC3,VDP_BULK,Rotated,Left,VdP-bulk,PQC_HM_POSITION 2,0.5,,,,20.0,20.06,Test_HPK_VPX34252_001_PSS_HM_WW_West_South_PQC3_VdP-bulk_VDPBulk_r_Run01_08_12_2020_02_59_38_PM.txt,Brown
34252,PSS,WW,2049919,26205,34252_001_PSS_HM_WW,64202.33,,,,14165.32,34252_001_PSS_HM_WW,PQC3,VDP_BULK,Standard,Left,VdP-bulk,PQC_HM_POSITION 2,0.5,,,,20.0,20.061,Test_HPK_VPX34252_001_PSS_HM_WW_West_South_PQC3_VdP-bulk_VDPBulk_s_Run01_08_12_2020_02_59_25_PM.txt,Brown
34252,PSS,EE,2045824,26206,34252_002_PSS_HM_EE,64230.06,,,,14171.44,34252_002_PSS_HM_EE,PQC3,VDP_BULK,Rotated,Right,VdP-bulk,PQC_HM_POSITION 3,0.5,,,,20.0,20.045,Test_HPK_VPX34252_002_PSS_HM_EE_East_South_PQC3_VdP-bulk_VDPBulk_r_Run01_08_11_2020_05_29_28_PM.txt,Brown
34252,PSS,EE,2047984,26206,34252_002_PSS_HM_EE,64303.3,,,,14187.6,34252_002_PSS_HM_EE,PQC3,VDP_BULK,Standard,Right,VdP-bulk,PQC_HM_POSITION 3,0.5,,,,20.0,20.038,Test_HPK_VPX34252_002_PSS_HM_EE_East_South_PQC3_VdP-bulk_VDPBulk_s_Run02_08_11_2020_05_30_24_PM.txt,Brown
34252,PSS,EE,2049742,26206,34252_002_PSS_HM_EE,39415.01,,,,8696.355,34252_002_PSS_HM_EE,PQC3,VDP_BULK,Standard,Left,VdP-bulk,PQC_HM_POSITION 3,0.5,,,,20.0,20.036,Test_HPK_VPX34252_002_PSS_HM_EE_East_North_PQC3_VdP-bulk_VDPBulk_s_Run01_08_12_2020_04_56_08_PM.txt,Brown
34252,PSS,EE,2049757,26206,34252_002_PSS_HM_EE,39155.02,,,,8638.99,34252_002_PSS_HM_EE,PQC3,VDP_BULK,Rotated,Left,VdP-bulk,PQC_HM_POSITION 3,0.5,,,,20.0,20.031,Test_HPK_VPX34252_002_PSS_HM_EE_East_North_PQC3_VdP-bulk_VDPBulk_r_Run01_08_12_2020_04_56_22_PM.txt,Brown
34252,PSS,WW,2046655,26211,34252_002_PSS_HM_WW,65604.11,,,,14474.6,34252_002_PSS_HM_WW,PQC3,VDP_BULK,Rotated,Left,VdP-bulk,PQC_HM_POSITION 4,0.5,,,,20.0,20.028,Test_HPK_VPX34252_002_PSS_HM_WW_West_South_PQC3_VdP-bulk_VDPBulk_r_Run03_08_12_2020_07_25_46_PM.txt,Brown
34252,PSS,WW,2046778,26211,34252_002_PSS_HM_WW,64066.7,,,,14135.39,34252_002_PSS_HM_WW,PQC3,VDP_BULK,Standard,Left,VdP-bulk,PQC_HM_POSITION 4,0.5,,,,20.0,20.0,Test_HPK_VPX34252_002_PSS_HM_WW_West_South_PQC3_VdP-bulk_VDPBulk_s_Run02_08_12_2020_07_25_00_PM.txt,Brown
34252,PSS,WW,2047279,26211,34252_002_PSS_HM_WW,64223.63,,,,14170.02,34252_002_PSS_HM_WW,PQC3,VDP_BULK,Standard,Right,VdP-bulk,PQC_HM_POSITION 4,0.5,,,,20.0,20.001,Test_HPK_VPX34252_002_PSS_HM_WW_West_North_PQC3_VdP-bulk_VDPBulk_s_Run02_08_12_2020_11_40_49_AM.txt,Brown
34252,PSS,WW,2047573,26211,34252_002_PSS_HM_WW,63869.16,,,,14091.81,34252_002_PSS_HM_WW,PQC3,VDP_BULK,Rotated,Right,VdP-bulk,PQC_HM_POSITION 4,0.5,,,,20.0,20.002,Test_HPK_VPX34252_002_PSS_HM_WW_West_North_PQC3_VdP-bulk_VDPBulk_r_Run02_08_12_2020_11_41_03_AM.txt,Brown
34252,PSS,EE,2049283,26212,34252_003_PSS_HM_EE,63792.1,,,,14074.81,34252_003_PSS_HM_EE,PQC3,VDP_BULK,Standard,Left,VdP-bulk,PQC_HM_POSITION 1,0.5,,,,20.0,20.003,Test_HPK_VPX34252_003_PSS_HM_EE_East_North_PQC3_VdP-bulk_VDPBulk_s_Run01_08_17_2020_11_02_13_AM.txt,Brown
34252,PSS,EE,2050309,26212,34252_003_PSS_HM_EE,64416.53,,,,14212.58,34252_003_PSS_HM_EE,PQC3,VDP_BULK,Rotated,Right,VdP-bulk,PQC_HM_POSITION 1,0.5,,,,20.0,20.005,Test_HPK_VPX34252_003_PSS_HM_EE_East_South_PQC3_VdP-bulk_VDPBulk_r_Run01_08_13_2020_05_31_58_PM.txt,Brown
34252,PSS,EE,2050546,26212,34252_003_PSS_HM_EE,63756.24,,,,14066.9,34252_003_PSS_HM_EE,PQC3,VDP_BULK,Rotated,Left,VdP-bulk,PQC_HM_POSITION 1,0.5,,,,20.0,19.999,Test_HPK_VPX34252_003_PSS_HM_EE_East_North_PQC3_VdP-bulk_VDPBulk_r_Run01_08_17_2020_11_02_27_AM.txt,Brown
34252,PSS,WW,2046658,26217,34252_003_PSS_HM_WW,63965.58,,,,14113.08,34252_003_PSS_HM_WW,PQC3,VDP_BULK,Standard,Right,VdP-bulk,PQC_HM_POSITION 2,0.5,,,,20.0,20.002,Test_HPK_VPX34252_003_PSS_HM_WW_West_North_PQC3_VdP-bulk_VDPBulk_s_Run01_08_13_2020_07_58_02_PM.txt,Brown
34252,PSS,WW,2046988,26217,34252_003_PSS_HM_WW,63678.16,,,,14049.67,34252_003_PSS_HM_WW,PQC3,VDP_BULK,Rotated,Right,VdP-bulk,PQC_HM_POSITION 2,0.5,,,,20.0,20.004,Test_HPK_VPX34252_003_PSS_HM_WW_West_North_PQC3_VdP-bulk_VDPBulk_r_Run01_08_13_2020_07_58_15_PM.txt,Brown
34252,PSS,WW,2047267,26217,34252_003_PSS_HM_WW,64599.8,,,,14253.02,34252_003_PSS_HM_WW,PQC3,VDP_BULK,Standard,Left,VdP-bulk,PQC_HM_POSITION 2,0.5,,,,20.0,20.02,Test_HPK_VPX34252_003_PSS_HM_WW_West_South_PQC3_VdP-bulk_VDPBulk_s_Run01_08_17_2020_12_59_51_PM.txt,Brown
34252,PSS,WW,2049226,26217,34252_003_PSS_HM_WW,64551.69,,,,14242.4,34252_003_PSS_HM_WW,PQC3,VDP_BULK,Rotated,Left,VdP-bulk,PQC_HM_POSITION 2,0.5,,,,20.0,20.021,Test_HPK_VPX34252_003_PSS_HM_WW_West_South_PQC3_VdP-bulk_VDPBulk_r_Run01_08_17_2020_01_00_05_PM.txt,Brown
