batch_number,Type,Orientation,Location,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,RHO_KOHMCM
34346,2S,EE,Perugia,Right,20.0,20.0,3.171
34346,2S,EE,Perugia,Left,20.0,20.0,3.308
34346,2S,WW,Perugia,Left,20.0,20.0,3.453
34346,2S,WW,Perugia,Right,20.0,20.0,3.079
34346,2S,EE,Perugia,Right,20.0,20.0,2.439
34346,2S,EE,Perugia,Left,20.0,20.0,3.357
34346,2S,WW,Perugia,Right,20.0,20.0,3.539
34346,2S,WW,Perugia,Left,20.0,20.0,3.43
34348,2S,EE,Perugia,Left,20.0,20.0,3.41
34348,2S,WW,Perugia,Left,20.0,20.0,2.567
34348,2S,EE,Perugia,Left,20.0,20.0,3.489
34348,2S,WW,Perugia,Left,20.0,20.0,3.485
34348,2S,EE,Perugia,Left,20.0,20.0,3.493
34348,2S,WW,Perugia,Left,20.0,20.0,3.148
34348,2S,EE,Perugia,Left,20.0,20.0,3.343
34348,2S,WW,Perugia,Left,20.0,20.0,3.329
34348,2S,EE,Perugia,Left,20.0,20.0,3.48
34348,2S,WW,Perugia,Left,20.0,20.0,2.926
34348,2S,EE,Perugia,Left,20.0,20.0,3.342
34348,2S,EE,Perugia,Left,20.0,20.0,3.397
34348,2S,EE,Perugia,Left,20.0,20.0,3.464
34348,2S,WW,Perugia,Left,20.0,20.0,2.697
34348,2S,EE,Perugia,Left,20.0,20.0,3.134
34348,2S,WW,Perugia,Left,20.0,20.0,2.832
34348,2S,EE,Perugia,Left,20.0,20.0,3.495
34348,2S,WW,Perugia,Left,20.0,20.0,2.739
34348,2S,EE,Perugia,Left,20.0,20.0,3.085
34348,2S,WW,Perugia,Left,20.0,20.0,2.78
34348,2S,EE,Perugia,Left,20.0,20.0,3.366
34348,2S,EE,Perugia,Left,20.0,20.0,3.366
34348,2S,WW,Perugia,Left,20.0,20.0,3.477
34348,2S,EE,Perugia,Left,20.0,20.0,3.382
34348,2S,EE,Perugia,Left,20.0,20.0,3.43
34352,2S,WW,Perugia,Left,20.0,20.0,4.647860594097127
34352,2S,WW,Perugia,Left,20.0,20.0,3.275
34352,2S,WW,Perugia,Left,20.0,20.0,3.275
34352,2S,WW,Perugia,Left,20.0,20.0,3.275
34352,2S,WW,Perugia,Left,20.0,20.0,3.275
34352,2S,WW,Perugia,Left,20.0,20.0,3.275
34352,2S,WW,Perugia,Left,20.0,20.0,3.275
34352,2S,WW,Perugia,Left,20.0,20.0,3.275
34353,2S,EE,Brown,Right,20.0,20.004,3.045
34353,2S,EE,Brown,Right,20.0,20.002,3.023
34353,2S,WW,Brown,Right,20.0,20.03,3.026
34353,2S,WW,Brown,Right,20.0,20.031,3.011
34353,2S,EE,Brown,Right,20.0,20.09,3.043
34353,2S,EE,Brown,Right,20.0,20.089,3.026
34353,2S,WW,Brown,Right,20.0,20.041,3.038
34353,2S,WW,Brown,Right,20.0,20.041,3.061
34353,2S,EE,Brown,Right,20.0,20.004,3.076
34353,2S,EE,Brown,Right,20.0,20.006,3.095
34353,2S,WW,Brown,Right,20.0,20.043,3.076
34353,2S,WW,Brown,Right,20.0,20.042,3.095
34353,2S,EE,Brown,Right,20.0,20.104,3.036
34353,2S,EE,Brown,Right,20.0,20.102,3.027
34353,2S,WW,Brown,Right,20.0,20.063,3.031
34353,2S,WW,Brown,Right,20.0,20.054,3.038
34353,2S,EE,Brown,Right,20.0,20.018,3.067
34353,2S,EE,Brown,Right,20.0,20.02,3.069
34353,2S,WW,Brown,Right,20.0,20.059,3.077
34353,2S,WW,Brown,Right,20.0,20.06,3.091
34353,2S,EE,Brown,Right,20.0,20.101,3.073
34353,2S,EE,Brown,Right,20.0,20.101,3.098
34353,2S,WW,Brown,Right,20.0,20.044,3.095
34353,2S,WW,Brown,Right,20.0,20.043,3.084
34353,2S,EE,Brown,Left,20.0,20.083,3.007
34353,2S,EE,Brown,Left,20.0,20.077,3.025
34353,2S,WW,Brown,Right,20.0,20.03,3.054
34353,2S,WW,Brown,Right,20.0,20.029,3.036
34353,2S,EE,Brown,Right,20.0,20.091,3.062
34353,2S,EE,Brown,Right,20.0,20.091,3.059
34353,2S,WW,Brown,Left,20.0,20.13,3.055
34353,2S,WW,Brown,Left,20.0,20.128,3.019
34353,2S,EE,Brown,Right,20.0,20.006,3.043
34353,2S,EE,Brown,Right,20.0,20.007,3.039
34353,2S,WW,Brown,Right,20.0,20.041,3.081
34353,2S,WW,Brown,Right,20.0,20.042,3.09
34353,2S,EE,Brown,Right,20.0,20.089,3.081
34353,2S,EE,Brown,Right,20.0,20.091,3.094
34353,2S,WW,Brown,Right,20.0,20.033,3.073
34353,2S,WW,Brown,Right,20.0,20.033,3.044
34353,2S,EE,Brown,Right,20.0,19.999,3.081
34353,2S,EE,Brown,Right,20.0,20.002,3.049
34353,2S,WW,Brown,Right,20.0,20.004,3.06
34353,2S,WW,Brown,Right,20.0,20.003,3.063
34353,2S,EE,Brown,Right,20.0,20.013,3.045
34353,2S,EE,Brown,Right,20.0,20.014,3.081
34353,2S,WW,Brown,Right,20.0,20.002,3.001
34353,2S,WW,Brown,Right,20.0,20.004,3.046
34353,2S,EE,Brown,Right,20.0,20.005,3.075
34353,2S,EE,Brown,Right,20.0,20.001,3.097
34353,2S,WW,Brown,Right,20.0,20.003,3.091
34353,2S,WW,Brown,Right,20.0,20.003,3.104
34353,2S,EE,Brown,Right,20.0,20.017,3.075
34353,2S,EE,Brown,Right,20.0,20.016,3.079
34353,2S,WW,Brown,Right,20.0,20.003,3.08
34353,2S,WW,Brown,Right,20.0,20.003,3.107
34353,2S,EE,Brown,Right,20.0,20.005,3.076
34353,2S,EE,Brown,Right,20.0,20.157,3.029
34353,2S,WW,Brown,Right,20.0,19.999,3.072
34353,2S,WW,Brown,Right,20.0,19.999,3.063
34353,2S,EE,Brown,Right,20.0,20.012,3.074
34353,2S,EE,Brown,Right,20.0,20.013,3.058
34353,2S,WW,Brown,Right,20.0,20.002,3.043
34353,2S,WW,Brown,Right,20.0,20.001,3.026
34359,2S,EE,Brown,Right,20.0,20.001,3.134
34359,2S,EE,Brown,Right,20.0,20.003,3.147
34359,2S,WW,Brown,Right,20.0,20.001,3.134
34359,2S,WW,Brown,Right,20.0,20.004,3.137
34359,2S,EE,Brown,Right,20.0,20.008,3.178
34359,2S,EE,Brown,Right,20.0,20.006,3.154
34359,2S,WW,Brown,Right,20.0,20.001,3.145
34359,2S,WW,Brown,Right,20.0,19.999,3.145
34359,2S,EE,Brown,Right,20.0,20.002,3.162
34359,2S,EE,Brown,Right,20.0,19.999,3.142
34359,2S,WW,Brown,Right,20.0,20.0,3.156
34359,2S,WW,Brown,Right,20.0,20.0,3.155
34359,2S,EE,Brown,Right,20.0,20.01,3.159
34359,2S,EE,Brown,Right,20.0,20.008,3.146
34359,2S,WW,Brown,Right,20.0,20.137,3.136
34359,2S,WW,Brown,Right,20.0,20.002,3.173
34359,2S,EE,Brown,Right,20.0,20.0,3.122
34359,2S,EE,Brown,Right,20.0,20.0,3.125
34359,2S,WW,Brown,Right,20.0,20.24,3.146
34359,2S,WW,Brown,Right,20.0,19.949,3.12
34359,2S,EE,Brown,Right,20.0,20.009,3.125
34359,2S,EE,Brown,Right,20.0,20.01,3.154
34359,2S,WW,Brown,Right,20.0,20.002,3.154
34359,2S,WW,Brown,Right,20.0,20.002,3.152
34359,2S,EE,Brown,Right,20.0,20.001,3.151
34359,2S,EE,Brown,Right,20.0,20.002,3.17
34359,2S,WW,Brown,Right,20.0,20.001,3.158
34359,2S,WW,Brown,Right,20.0,20.001,3.16
34359,2S,EE,Brown,Right,20.0,20.009,3.164
34359,2S,EE,Brown,Right,20.0,20.009,3.159
34359,2S,WW,Brown,Right,20.0,20.0,3.174
34359,2S,WW,Brown,Right,20.0,20.0,3.175
34359,2S,EE,Brown,Right,20.0,20.001,3.181
34359,2S,EE,Brown,Right,20.0,20.0,3.168
34359,2S,WW,Brown,Right,20.0,20.004,3.157
34359,2S,WW,Brown,Right,20.0,20.004,3.153
34359,2S,EE,Brown,Right,20.0,20.012,3.18
34359,2S,EE,Brown,Right,20.0,20.014,3.134
34359,2S,WW,Brown,Right,20.0,20.003,3.147
34359,2S,WW,Brown,Right,20.0,20.0,3.156
34359,2S,EE,Brown,Right,20.0,20.004,3.165
34359,2S,EE,Brown,Right,20.0,20.003,3.176
34359,2S,WW,Brown,Right,20.0,20.002,3.138
34359,2S,WW,Brown,Right,20.0,20.0,3.145
34359,2S,EE,Brown,Right,20.0,20.009,3.134
34359,2S,EE,Brown,Right,20.0,20.01,3.157
34359,2S,WW,Brown,Right,20.0,19.999,3.154
34359,2S,WW,Brown,Right,20.0,20.001,3.137
34359,2S,EE,Brown,Right,20.0,20.002,3.183
34359,2S,EE,Brown,Right,20.0,20.003,3.159
34359,2S,WW,Brown,Right,20.0,20.008,3.161
34359,2S,WW,Brown,Right,20.0,20.005,3.148
34359,2S,EE,Brown,Right,20.0,20.008,3.132
34359,2S,EE,Brown,Right,20.0,20.006,3.143
34359,2S,WW,Brown,Left,20.0,20.018,3.161
34359,2S,WW,Brown,Left,20.0,20.019,3.146
34341,PSS,EE,Brown,Right,20.0,20.0,3.293
34341,PSS,EE,Brown,Right,20.0,20.002,3.262
34341,PSS,EE,Brown,Right,20.0,20.005,3.27
34341,PSS,WW,Brown,Right,20.0,20.019,3.277
34341,PSS,WW,Brown,Right,20.0,20.018,3.298
34341,PSS,EE,Brown,Right,20.0,20.077,3.326
34341,PSS,EE,Brown,Right,20.0,20.075,3.341
34341,PSS,WW,Brown,Right,20.0,20.026,3.326
34341,PSS,WW,Brown,Right,20.0,20.027,3.343
34341,PSS,EE,Brown,Right,20.0,20.008,3.369
34341,PSS,EE,Brown,Right,20.0,20.006,3.393
34341,PSS,WW,Brown,Right,20.0,20.034,3.346
34341,PSS,WW,Brown,Right,20.0,20.034,3.371
34341,PSS,EE,Brown,Right,20.0,20.102,3.383
34341,PSS,EE,Brown,Right,20.0,20.102,3.386
34341,PSS,WW,Brown,Right,20.0,20.062,3.371
34341,PSS,WW,Brown,Right,20.0,20.057,3.193
34341,PSS,EE,Brown,Right,20.0,20.003,3.271
34341,PSS,EE,Brown,Right,20.0,20.003,3.26
34341,PSS,WW,Brown,Right,20.0,20.02,3.259
34341,PSS,WW,Brown,Right,20.0,20.021,3.255
34341,PSS,EE,Brown,Right,20.0,20.083,3.312
34341,PSS,EE,Brown,Right,20.0,20.083,3.287
34341,PSS,WW,Brown,Right,20.0,20.039,3.301
34341,PSS,WW,Brown,Right,20.0,20.037,3.295
34341,PSS,EE,Brown,Right,20.0,20.001,3.431
34341,PSS,EE,Brown,Right,20.0,20.002,3.446
34341,PSS,WW,Brown,Right,20.0,20.017,3.411
34341,PSS,WW,Brown,Right,20.0,20.016,3.432
34341,PSS,EE,Brown,Right,20.0,20.065,3.298
34341,PSS,EE,Brown,Right,20.0,20.066,3.291
34341,PSS,WW,Brown,Right,20.0,20.016,3.281
34341,PSS,WW,Brown,Right,20.0,20.016,3.287
34341,PSS,EE,Brown,Right,20.0,20.008,3.427
34341,PSS,EE,Brown,Right,20.0,20.006,3.41
34341,PSS,WW,Brown,Right,20.0,20.04,3.446
34341,PSS,WW,Brown,Right,20.0,20.04,3.442
34341,PSS,EE,Brown,Right,20.0,20.123,3.239
34341,PSS,EE,Brown,Right,20.0,20.09,3.301
34341,PSS,WW,Brown,Right,20.0,20.035,3.258
34341,PSS,WW,Brown,Right,20.0,20.036,3.268
34341,PSS,EE,Brown,Right,20.0,20.014,3.381
34341,PSS,EE,Brown,Right,20.0,20.04,3.401
34341,PSS,WW,Brown,Right,20.0,20.054,3.408
34341,PSS,WW,Brown,Right,20.0,20.053,3.397
34341,PSS,EE,Brown,Right,20.0,20.246,3.311
34341,PSS,EE,Brown,Right,20.0,20.103,3.346
34341,PSS,WW,Brown,Right,20.0,20.048,3.37
34341,PSS,WW,Brown,Right,20.0,20.048,3.35
34343,PSS,EE,Brown,Right,20.0,20.001,3.236
34343,PSS,EE,Brown,Right,20.0,20.001,3.247
34343,PSS,WW,Brown,Right,20.0,20.013,3.233
34343,PSS,WW,Brown,Right,20.0,20.011,3.242
34343,PSS,EE,Brown,Right,20.0,20.066,3.223
34343,PSS,EE,Brown,Right,20.0,20.067,3.241
34343,PSS,WW,Brown,Right,20.0,20.023,3.259
34343,PSS,WW,Brown,Right,20.0,20.022,3.243
34343,PSS,EE,Brown,Left,20.0,20.087,3.247
34343,PSS,EE,Brown,Right,20.0,20.057,3.246
34343,PSS,WW,Brown,Right,20.0,20.012,3.23
34343,PSS,WW,Brown,Right,20.0,19.956,3.197
34343,PSS,EE,Brown,Right,20.0,20.004,3.242
34343,PSS,EE,Brown,Right,20.0,20.007,3.253
34343,PSS,WW,Brown,Right,20.0,20.01,3.255
34343,PSS,WW,Brown,Right,20.0,20.005,3.201
34343,PSS,EE,Brown,Right,20.0,20.003,3.247
34343,PSS,EE,Brown,Right,20.0,20.004,3.229
34343,PSS,WW,Brown,Right,20.0,20.003,3.225
34343,PSS,WW,Brown,Right,20.0,20.002,3.225
34343,PSS,EE,Brown,Right,20.0,20.044,3.237
34343,PSS,EE,Brown,Right,20.0,20.043,3.217
34343,PSS,WW,Brown,Right,20.0,20.038,3.261
34343,PSS,WW,Brown,Right,20.0,20.039,3.235
34343,PSS,EE,Brown,Right,20.0,20.003,3.191
34343,PSS,EE,Brown,Right,20.0,20.001,3.175
34343,PSS,WW,Brown,Right,20.0,20.01,3.176
34343,PSS,WW,Brown,Right,20.0,20.01,3.184
34343,PSS,EE,Brown,Right,20.0,20.06,3.182
34343,PSS,EE,Brown,Right,20.0,20.059,3.186
34343,PSS,WW,Brown,Right,20.0,20.013,3.192
34343,PSS,WW,Brown,Right,20.0,20.011,3.187
34343,PSS,EE,Brown,Right,20.0,20.024,3.17
34343,PSS,EE,Brown,Right,20.0,20.023,3.165
34343,PSS,WW,Brown,Right,20.0,20.066,3.213
34343,PSS,WW,Brown,Right,20.0,20.067,3.193
34343,PSS,EE,Brown,Right,20.0,20.129,3.191
34343,PSS,EE,Brown,Right,20.0,20.128,3.197
34343,PSS,WW,Brown,Right,20.0,20.068,3.173
34343,PSS,WW,Brown,Right,20.0,20.068,3.208
34343,PSS,EE,Brown,Right,20.0,20.011,3.193
34343,PSS,EE,Brown,Right,20.0,20.01,3.179
34343,PSS,WW,Brown,Right,20.0,20.024,3.18
34343,PSS,WW,Brown,Right,20.0,20.024,3.156
34343,PSS,EE,Brown,Right,20.0,20.074,3.193
34343,PSS,EE,Brown,Right,20.0,20.074,3.193
34343,PSS,WW,Brown,Right,20.0,20.018,3.173
34343,PSS,WW,Brown,Right,20.0,20.018,3.191
34343,PSS,EE,Brown,Right,20.0,20.012,3.19
34343,PSS,EE,Brown,Right,20.0,20.013,3.213
34343,PSS,WW,Brown,Right,20.0,20.064,3.178
34343,PSS,WW,Brown,Right,20.0,20.066,3.191
34343,PSS,EE,Brown,Right,20.0,20.131,3.188
34343,PSS,EE,Brown,Right,20.0,20.131,3.216
34343,PSS,WW,Brown,Right,20.0,20.081,3.191
34343,PSS,WW,Brown,Right,20.0,20.081,3.174
34343,PSS,EE,Brown,Right,20.0,20.004,3.274
34343,PSS,EE,Brown,Right,20.0,20.005,3.257
34343,PSS,WW,Brown,Right,20.0,20.017,3.268
34343,PSS,WW,Brown,Right,20.0,20.015,3.271
34343,PSS,EE,Brown,Right,20.0,20.079,3.196
34343,PSS,EE,Brown,Right,20.0,20.08,3.207
34343,PSS,WW,Brown,Right,20.0,20.032,3.19
34343,PSS,WW,Brown,Right,20.0,20.031,3.186
34343,PSS,EE,Brown,Right,20.0,20.031,3.294
34343,PSS,EE,Brown,Right,20.0,20.033,3.287
34343,PSS,WW,Brown,Right,20.0,20.093,3.25
34343,PSS,WW,Brown,Right,20.0,20.092,3.271
34343,PSS,EE,Brown,Right,20.0,20.148,3.26
34343,PSS,EE,Brown,Right,20.0,20.148,3.274
34343,PSS,WW,Brown,Right,20.0,20.095,3.248
34343,PSS,WW,Brown,Right,20.0,20.097,3.267
34343,PSS,EE,Brown,Right,20.0,20.012,3.211
34343,PSS,EE,Brown,Right,20.0,20.012,3.225
34343,PSS,WW,Brown,Right,20.0,20.027,3.238
34343,PSS,WW,Brown,Right,20.0,20.026,3.249
34343,PSS,EE,Brown,Right,20.0,20.076,3.279
34343,PSS,EE,Brown,Right,20.0,20.076,3.256
34343,PSS,WW,Brown,Right,20.0,20.02,3.257
34343,PSS,WW,Brown,Right,20.0,19.967,3.249
35722,2S,EE,Brown,Right,20.0,20.006,3.353
35722,2S,EE,Brown,Right,20.0,20.005,3.381
35722,2S,WW,Brown,Right,20.0,20.008,3.375
35722,2S,WW,Brown,Right,20.0,20.008,3.383
35722,2S,EE,Brown,Right,20.0,20.0,3.291
35722,2S,EE,Brown,Right,20.0,20.001,3.274
35722,2S,WW,Brown,Right,20.0,19.999,3.274
35722,2S,WW,Brown,Right,20.0,20.002,3.3
35722,2S,EE,Brown,Right,20.0,20.05,3.286
35722,2S,EE,Brown,Right,20.0,20.051,3.258
35722,2S,WW,Brown,Right,20.0,20.027,3.283
35722,2S,WW,Brown,Right,20.0,20.028,3.307
35722,2S,EE,Brown,Right,20.0,20.034,3.31
35722,2S,EE,Brown,Right,20.0,20.035,3.334
35722,2S,WW,Brown,Right,20.0,20.009,3.305
35722,2S,WW,Brown,Right,20.0,20.008,3.293
35722,2S,EE,Brown,Right,20.0,20.003,3.209
35722,2S,EE,Brown,Right,20.0,20.002,3.223
35722,2S,WW,Brown,Right,20.0,20.011,3.224
35722,2S,WW,Brown,Right,20.0,20.013,3.201
35722,2S,EE,Brown,Right,20.0,19.998,3.266
35722,2S,EE,Brown,Right,20.0,20.0,3.288
35722,2S,WW,Brown,Right,20.0,20.004,3.305
35722,2S,WW,Brown,Right,20.0,20.007,3.286
35722,2S,EE,Brown,Right,20.0,20.049,3.194
35722,2S,EE,Brown,Right,20.0,20.05,3.217
35722,2S,WW,Brown,Right,20.0,20.014,3.17
35722,2S,WW,Brown,Right,20.0,20.015,3.192
35722,2S,EE,Brown,Right,20.0,20.035,3.391
35722,2S,EE,Brown,Right,20.0,20.033,3.356
35722,2S,WW,Brown,Right,20.0,20.002,3.404
35722,2S,WW,Brown,Right,20.0,20.003,3.372
35952,2S,EE,Brown,Right,20.0,20.004,3.289
35952,2S,EE,Brown,Right,20.0,20.004,3.29
35952,2S,WW,Brown,Right,20.0,20.015,3.27
35952,2S,WW,Brown,Right,20.0,20.015,3.268
35952,2S,EE,Brown,Right,20.0,20.011,3.32
35952,2S,EE,Brown,Right,20.0,20.009,3.297
35952,2S,WW,Brown,Right,20.0,20.022,3.324
35952,2S,WW,Brown,Right,20.0,20.023,3.29
35717,2S,EE,Brown,Right,20.0,20.01,3.138
35717,2S,EE,Brown,Right,20.0,20.01,3.132
35717,2S,EE,Brown,Right,20.0,20.01,3.138
35717,2S,EE,Brown,Right,20.0,20.01,3.132
35717,2S,WW,Brown,Right,20.0,20.039,3.116
35717,2S,WW,Brown,Right,20.0,20.04,3.133
35717,2S,WW,Brown,Right,20.0,20.04,3.133
35717,2S,WW,Brown,Right,20.0,20.039,3.116
35717,2S,EE,Brown,Right,20.0,20.014,3.146
35717,2S,EE,Brown,Right,20.0,20.011,3.14
35717,2S,EE,Brown,Right,20.0,20.014,3.146
35717,2S,EE,Brown,Right,20.0,20.011,3.14
35717,2S,WW,Brown,Right,20.0,20.039,3.109
35717,2S,WW,Brown,Right,20.0,20.039,3.125
35717,2S,WW,Brown,Right,20.0,20.039,3.109
35717,2S,WW,Brown,Right,20.0,20.039,3.125
35717,2S,EE,Brown,Right,20.0,20.089,3.135
35717,2S,EE,Brown,Right,20.0,20.09,3.153
35717,2S,EE,Brown,Right,20.0,20.09,3.153
35717,2S,EE,Brown,Right,20.0,20.089,3.135
35717,2S,WW,Brown,Right,20.0,20.066,3.166
35717,2S,WW,Brown,Right,20.0,20.065,3.141
35717,2S,WW,Brown,Right,20.0,20.066,3.166
35717,2S,WW,Brown,Right,20.0,20.065,3.141
35717,2S,EE,Brown,Right,20.0,20.092,3.179
35717,2S,EE,Brown,Right,20.0,20.091,3.142
35717,2S,EE,Brown,Right,20.0,20.092,3.179
35717,2S,EE,Brown,Right,20.0,20.091,3.142
35717,2S,WW,Brown,Right,20.0,20.048,3.177
35717,2S,WW,Brown,Right,20.0,20.047,3.159
35717,2S,WW,Brown,Right,20.0,20.047,3.159
35717,2S,WW,Brown,Right,20.0,20.048,3.177
35717,2S,EE,Brown,Right,20.0,20.007,3.148
35717,2S,EE,Brown,Right,20.0,20.01,3.14
35717,2S,WW,Brown,Right,20.0,20.042,3.168
35717,2S,WW,Brown,Right,20.0,20.04,3.158
35717,2S,EE,Brown,Right,20.0,20.059,3.116
35717,2S,EE,Brown,Right,20.0,20.059,3.104
35717,2S,WW,Brown,Right,20.0,20.064,3.106
35717,2S,WW,Brown,Right,20.0,20.064,3.103
35717,2S,EE,Brown,Right,20.0,20.094,3.141
35717,2S,EE,Brown,Right,20.0,20.094,3.172
35717,2S,WW,Brown,Right,20.0,20.069,3.139
35717,2S,WW,Brown,Right,20.0,20.069,3.165
35717,2S,EE,Brown,Right,20.0,20.112,3.062
35717,2S,EE,Brown,Right,20.0,20.112,3.046
35717,2S,WW,Brown,Right,20.0,20.063,3.057
35717,2S,WW,Brown,Right,20.0,20.062,3.093
35717,2S,EE,Brown,Right,20.0,20.048,3.16
35717,2S,EE,Brown,Right,20.0,20.047,3.173
35717,2S,WW,Brown,Right,20.0,20.056,3.153
35717,2S,WW,Brown,Right,20.0,20.058,3.185
35717,2S,EE,Brown,Right,20.0,20.097,3.151
35717,2S,EE,Brown,Right,20.0,20.096,3.168
35717,2S,WW,Brown,Right,20.0,20.06,3.186
35717,2S,WW,Brown,Right,20.0,20.06,3.209
35718,2S,EE,Brown,Right,20.0,20.061,3.196
35718,2S,EE,Brown,Right,20.0,20.062,3.2
35718,2S,WW,Brown,Right,20.0,20.07,3.177
35718,2S,WW,Brown,Right,20.0,20.068,3.195
35718,2S,EE,Brown,Right,20.0,20.003,3.164
35718,2S,EE,Brown,Right,20.0,20.003,3.189
35718,2S,WW,Brown,Right,20.0,20.008,3.165
35718,2S,WW,Brown,Right,20.0,20.008,3.136
35718,2S,EE,Brown,Right,20.0,20.119,3.162
35718,2S,EE,Brown,Right,20.0,20.118,3.181
35718,2S,WW,Brown,Right,20.0,20.082,3.133
35718,2S,WW,Brown,Right,20.0,20.082,3.15
35718,2S,EE,Brown,Right,20.0,20.044,3.142
35718,2S,EE,Brown,Right,20.0,20.046,3.165
35718,2S,WW,Brown,Right,20.0,20.008,3.158
35718,2S,WW,Brown,Right,20.0,20.008,3.143
35718,2S,EE,Brown,Right,20.0,20.027,3.147
35718,2S,EE,Brown,Right,20.0,20.029,3.192
35718,2S,WW,Brown,Right,20.0,20.062,3.191
35718,2S,WW,Brown,Right,20.0,20.06,3.181
35718,2S,EE,Brown,Right,20.0,20.006,3.167
35718,2S,EE,Brown,Right,20.0,20.007,3.2
35718,2S,WW,Brown,Right,20.0,20.052,3.189
35718,2S,WW,Brown,Right,20.0,20.053,3.171
35718,2S,EE,Brown,Right,20.0,20.11,3.205
35718,2S,EE,Brown,Right,20.0,20.112,3.181
35718,2S,WW,Brown,Right,20.0,20.075,3.196
35718,2S,WW,Brown,Right,20.0,20.073,3.157
35718,2S,EE,Brown,Right,20.0,20.103,3.151
35718,2S,EE,Brown,Right,20.0,20.104,3.126
