batch_number,Type,Orientation,Location,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,TOX_NM
36796,2S,EE,Brown,Right,20.0,20.061,646.943
36796,2S,WW,Brown,Right,20.0,20.063,650.792
36797,2S,EE,Brown,Right,20.0,20.067,676.945
36797,2S,WW,Brown,Right,20.0,20.022,664.545
36797,2S,EE,Brown,Right,20.0,20.047,675.57
36797,2S,WW,Brown,Right,20.0,20.106,665.736
36797,2S,EE,Brown,Right,20.0,20.037,673.498
36797,2S,WW,Brown,Right,20.0,20.023,669.414
36797,2S,EE,Brown,Right,20.0,20.044,678.502
36797,2S,WW,Brown,Right,20.0,20.025,668.083
36797,2S,EE,Brown,Right,20.0,20.06,673.609
36797,2S,WW,Brown,Right,20.0,20.028,664.609
36797,2S,EE,Brown,Right,20.0,20.039,674.006
36797,2S,WW,Brown,Right,20.0,20.016,661.269
36797,2S,EE,Brown,Right,20.0,20.045,669.731
36797,2S,WW,Brown,Right,20.0,20.068,659.564
36797,2S,EE,Brown,Right,20.0,20.036,660.452
36797,2S,WW,Brown,Right,20.0,20.038,651.045
36800,2S,EE,HEPHY,Left,,,661.346
36800,2S,WW,HEPHY,Left,,,674.787
36800,2S,EE,HEPHY,Left,,,677.697
36800,2S,WW,HEPHY,Left,,,669.679
36800,2S,EE,HEPHY,Left,,,664.118
36800,2S,WW,HEPHY,Left,,,671.77
36800,2S,EE,HEPHY,Left,,,662.191
36800,2S,WW,HEPHY,Left,,,668.82
36800,2S,EE,HEPHY,Left,,,661.311
36800,2S,WW,HEPHY,Left,,,666.794
36800,2S,EE,HEPHY,Left,,,660.406
36800,2S,WW,HEPHY,Left,,,666.53
36800,2S,EE,HEPHY,Left,,,660.872
36800,2S,WW,HEPHY,Left,,,665.356
36800,2S,EE,HEPHY,Left,,,675.274
36800,2S,WW,HEPHY,Left,,,662.867
36800,2S,EE,HEPHY,Left,,,661.472
36800,2S,WW,HEPHY,Left,,,662.398
36800,2S,EE,HEPHY,Left,,,660.252
36800,2S,WW,HEPHY,Left,,,665.283
36801,2S,EE,HEPHY,Left,,,683.255
36801,2S,WW,HEPHY,Left,,,693.88
36801,2S,EE,HEPHY,Left,,,683.561
36801,2S,WW,HEPHY,Left,,,696.528
36801,2S,EE,HEPHY,Left,,,677.678
36801,2S,WW,HEPHY,Left,,,691.259
36801,2S,EE,HEPHY,Left,,,680.572
36801,2S,WW,HEPHY,Left,,,688.879
36801,2S,EE,HEPHY,Left,,,680.051
36801,2S,WW,HEPHY,Left,,,687.329
36801,2S,EE,HEPHY,Left,,,678.322
36801,2S,WW,HEPHY,Left,,,688.091
36801,2S,EE,HEPHY,Left,,,675.741
36801,2S,WW,HEPHY,Left,,,680.807
36801,2S,EE,HEPHY,Left,,,677.935
36801,2S,WW,HEPHY,Left,,,683.371
36801,2S,EE,HEPHY,Left,,,677.736
36801,2S,WW,HEPHY,Left,,,680.68
36801,2S,EE,HEPHY,Left,,,674.075
36801,2S,WW,HEPHY,Left,,,680.757
36802,2S,EE,HEPHY,Left,,,671.966
36802,2S,WW,HEPHY,Left,,,678.617
36802,2S,EE,HEPHY,Left,,,671.523
36802,2S,WW,HEPHY,Left,,,686.195
36802,2S,EE,HEPHY,Left,,,674.664
36802,2S,WW,HEPHY,Left,,,679.906
36802,2S,EE,HEPHY,Left,,,674.075
36802,2S,WW,HEPHY,Left,,,677.919
36802,2S,EE,HEPHY,Left,,,671.025
36802,2S,WW,HEPHY,Left,,,682.284
36802,2S,EE,HEPHY,Left,,,674.181
36802,2S,WW,HEPHY,Left,,,679.157
36802,2S,EE,HEPHY,Left,,,672.237
36802,2S,WW,HEPHY,Left,,,678.277
36802,2S,EE,HEPHY,Left,,,670.011
36802,2S,WW,HEPHY,Left,,,672.032
36802,2S,EE,HEPHY,Left,,,665.311
36802,2S,WW,HEPHY,Left,,,673.938
36802,2S,EE,HEPHY,Left,,,759.485
36802,2S,WW,HEPHY,Left,,,675.183
36803,2S,EE,HEPHY,Left,,,666.568
36803,2S,WW,HEPHY,Left,,,679.099
36803,2S,WW,HEPHY,Left,,,679.099
36803,2S,WW,HEPHY,Left,,,679.099
36803,2S,EE,HEPHY,Left,,,665.825
36803,2S,EE,HEPHY,Left,,,665.825
36803,2S,EE,HEPHY,Left,,,665.825
36803,2S,WW,HEPHY,Left,,,677.416
36803,2S,WW,HEPHY,Left,,,677.416
36803,2S,EE,HEPHY,Left,,,670.856
36803,2S,EE,HEPHY,Left,,,670.856
36803,2S,WW,HEPHY,Left,,,679.498
36803,2S,WW,HEPHY,Left,,,679.498
36803,2S,WW,HEPHY,Left,,,679.498
36803,2S,EE,HEPHY,Left,,,667.74
36803,2S,EE,HEPHY,Left,,,668.421
36803,2S,EE,HEPHY,Left,,,668.421
36803,2S,WW,HEPHY,Left,,,677.885
36803,2S,WW,HEPHY,Left,,,677.885
36803,2S,WW,HEPHY,Left,,,677.885
36803,2S,EE,HEPHY,Left,,,665.462
36803,2S,WW,HEPHY,Left,,,674.613
36803,2S,WW,HEPHY,Left,,,674.613
36803,2S,EE,HEPHY,Left,,,665.245
36803,2S,EE,HEPHY,Left,,,665.245
36803,2S,WW,HEPHY,Left,,,670.5
36803,2S,WW,HEPHY,Left,,,670.5
36803,2S,EE,HEPHY,Left,,,668.173
36803,2S,EE,HEPHY,Left,,,668.173
36803,2S,WW,HEPHY,Left,,,672.541
36803,2S,WW,HEPHY,Left,,,672.541
37079,2S,EE,HEPHY,Left,,,663.09
37079,2S,WW,HEPHY,Left,,,670.582
37079,2S,EE,HEPHY,Left,,,659.542
37079,2S,WW,HEPHY,Left,,,666.291
37079,2S,EE,HEPHY,Left,,,663.125
37079,2S,WW,HEPHY,Left,,,665.923
37079,2S,EE,HEPHY,Left,,,658.85
37079,2S,WW,HEPHY,Left,,,664.788
37079,2S,EE,HEPHY,Left,,,660.693
37079,2S,WW,HEPHY,Left,,,661.006
37079,2S,EE,HEPHY,Left,,,666.133
37079,2S,WW,HEPHY,Left,,,665.411
37079,2S,EE,HEPHY,Left,,,658.709
37079,2S,WW,HEPHY,Left,,,661.309
37079,2S,EE,HEPHY,Left,,,680.826
37079,2S,WW,HEPHY,Left,,,663.039
37081,2S,EE,HEPHY,Left,,,670.894
37081,2S,WW,HEPHY,Left,,,682.285
37081,2S,EE,HEPHY,Left,,,671.274
37081,2S,WW,HEPHY,Left,,,680.673
37081,2S,EE,HEPHY,Left,,,672.971
37081,2S,WW,HEPHY,Left,,,680.266
37081,2S,EE,HEPHY,Left,,,668.724
37081,2S,WW,HEPHY,Left,,,680.924
37081,2S,EE,HEPHY,Left,,,669.821
37081,2S,WW,HEPHY,Left,,,678.081
37081,2S,EE,HEPHY,Left,,,667.828
37081,2S,WW,HEPHY,Left,,,765.593
37081,2S,EE,HEPHY,Left,,,668.054
37081,2S,WW,HEPHY,Left,,,675.153
37081,2S,EE,HEPHY,Left,,,666.744
37081,2S,WW,HEPHY,Left,,,768.967
37081,2S,EE,HEPHY,Left,,,666.561
37081,2S,WW,HEPHY,Left,,,676.152
37081,2S,EE,HEPHY,Left,,,665.466
37081,2S,WW,HEPHY,Left,,,681.402
37087,2S,EE,Brown,Right,20.0,20.037,672.541
37087,2S,WW,Brown,Right,20.0,20.028,663.928
37087,2S,EE,Brown,Right,20.0,20.159,677.491
37087,2S,WW,Brown,Right,20.0,20.188,668.42
37087,2S,EE,Brown,Right,20.0,20.036,673.548
37087,2S,WW,Brown,Right,20.0,20.125,666.635
37087,2S,EE,Brown,Right,20.0,20.164,674.349
37087,2S,WW,Brown,Right,20.0,20.116,648.783
37087,2S,EE,Brown,Right,20.0,20.042,671.639
37087,2S,WW,Brown,Right,20.0,20.015,663.096
37087,2S,EE,Brown,Right,20.0,20.033,669.978
37087,2S,WW,Brown,Right,20.0,20.112,658.347
37087,2S,EE,Brown,Right,20.0,20.098,671.556
37087,2S,WW,Brown,Right,20.0,20.079,664.756
37087,2S,EE,Brown,Right,20.0,20.084,668.855
37087,2S,WW,Brown,Right,20.0,20.154,657.928
37088,2S,EE,Brown,Right,20.0,20.028,672.003
37088,2S,WW,Brown,Right,20.0,20.042,658.213
37088,2S,EE,Brown,Right,20.0,20.061,671.325
37088,2S,WW,Brown,Right,20.0,20.031,656.739
37088,2S,EE,Brown,Right,20.0,20.062,678.498
37088,2S,WW,Brown,Right,20.0,20.07,657.539
37088,2S,EE,Brown,Right,20.0,20.049,686.991
37088,2S,WW,Brown,Right,20.0,20.052,657.403
37088,2S,EE,Brown,Right,20.0,20.06,668.199
37088,2S,WW,Brown,Right,20.0,20.074,655.659
37088,2S,EE,Brown,Right,20.0,20.078,659.937
37088,2S,WW,Brown,Right,20.0,20.065,653.97
37088,2S,EE,Brown,Right,20.0,20.113,659.134
37088,2S,WW,Brown,Right,20.0,20.095,656.016
37088,2S,EE,Brown,Right,20.0,20.168,656.575
37088,2S,WW,Brown,Right,20.0,20.084,653.543
37088,2S,WW,Brown,Right,20.0,20.084,653.543
37398,PSS,EE,Brown,Right,20.0,20.063,681.182
37398,PSS,WW,Brown,Right,20.0,20.048,673.696
37398,PSS,EE,Brown,Right,20.0,20.011,682.84
37398,PSS,WW,Brown,Right,20.0,20.053,673.787
37398,PSS,EE,Brown,Right,20.0,20.066,682.812
37398,PSS,WW,Brown,Right,20.0,20.08,674.517
37398,PSS,EE,Brown,Right,20.0,20.048,681.296
37398,PSS,WW,Brown,Right,20.0,20.049,674.328
37398,PSS,EE,Brown,Right,20.0,20.141,680.428
37398,PSS,WW,Brown,Right,20.0,20.036,673.079
37398,PSS,EE,Brown,Right,20.0,20.053,683.129
37398,PSS,WW,Brown,Right,20.0,20.057,675.573
37398,PSS,EE,Brown,Right,20.0,20.057,677.124
37398,PSS,WW,Brown,Right,20.0,20.073,669.803
37398,PSS,EE,Brown,Right,20.0,20.066,666.981
37398,PSS,WW,Brown,Right,20.0,20.074,663.58
37399,PSS,EE,Brown,Right,20.0,20.057,667.63
37399,PSS,WW,Brown,Right,20.0,20.018,662.039
37399,PSS,EE,Brown,Right,20.0,20.101,666.875
37399,PSS,WW,Brown,Right,20.0,20.048,661.536
37399,PSS,EE,Brown,Right,20.0,20.05,653.465
37399,PSS,WW,Brown,Right,20.0,20.055,661.79
37399,PSS,EE,Brown,Right,20.0,20.071,667.091
37399,PSS,WW,Brown,Right,20.0,20.027,663.39
37399,PSS,EE,Brown,Right,20.0,20.06,665.358
37399,PSS,WW,Brown,Right,20.0,20.055,662.455
37399,PSS,EE,Brown,Right,20.0,20.028,666.298
37399,PSS,WW,Brown,Right,20.0,20.021,660.753
37399,PSS,EE,Brown,Right,20.0,20.074,660.529
37399,PSS,WW,Brown,Right,20.0,20.065,661.039
37399,PSS,EE,Brown,Right,20.0,20.109,662.115
37399,PSS,WW,Brown,Right,20.0,20.051,659.881
37400,2S,EE,Demokritos,Left,22.1,22.1,664.782
37400,2S,EE,Demokritos,Left,22.1,22.1,664.782
37400,2S,EE,Demokritos,Left,22.1,22.1,664.782
37400,2S,EE,Demokritos,Left,22.1,22.1,664.782
37400,2S,WW,Demokritos,Left,22.4,22.4,675.496
37400,2S,WW,Demokritos,Left,22.4,22.4,675.496
37400,2S,WW,Demokritos,Left,22.4,22.4,675.496
37400,2S,WW,Demokritos,Left,22.4,22.4,675.496
37400,2S,EE,Demokritos,Left,21.6,21.6,664.932
37400,2S,EE,Demokritos,Left,21.6,21.6,664.932
37400,2S,EE,Demokritos,Left,21.6,21.6,664.932
37400,2S,EE,Demokritos,Left,21.6,21.6,664.932
37400,2S,EE,Demokritos,Left,21.6,21.6,664.932
37400,2S,WW,Demokritos,Left,21.0,21.0,673.78
37400,2S,WW,Demokritos,Left,21.0,21.0,673.78
37400,2S,WW,Demokritos,Left,21.0,21.0,673.78
37400,2S,WW,Demokritos,Left,21.0,21.0,673.78
37400,2S,EE,Demokritos,Left,22.6,22.6,664.964
37400,2S,EE,Demokritos,Left,22.6,22.6,664.964
37400,2S,EE,Demokritos,Left,22.6,22.6,664.964
37400,2S,EE,Demokritos,Left,22.6,22.6,664.964
37400,2S,WW,Demokritos,Left,22.6,22.6,678.445
37400,2S,WW,Demokritos,Left,22.6,22.6,678.445
37400,2S,WW,Demokritos,Left,22.6,22.6,678.445
37400,2S,WW,Demokritos,Left,22.6,22.6,678.445
37400,2S,EE,Demokritos,Left,22.3,22.3,662.451
37400,2S,EE,Demokritos,Left,22.3,22.3,662.451
37400,2S,EE,Demokritos,Left,22.3,22.3,662.451
37400,2S,EE,Demokritos,Left,22.3,22.3,662.451
37400,2S,WW,Demokritos,Left,22.5,22.5,674.204
37400,2S,WW,Demokritos,Left,22.5,22.5,674.204
37400,2S,WW,Demokritos,Left,22.5,22.5,674.204
37400,2S,WW,Demokritos,Left,22.5,22.5,674.204
37400,2S,EE,Demokritos,Left,22.7,22.7,665.488
37400,2S,EE,Demokritos,Left,22.7,22.7,665.488
37400,2S,EE,Demokritos,Left,22.7,22.7,665.488
37400,2S,WW,Demokritos,Left,22.8,22.8,669.8
37400,2S,WW,Demokritos,Left,22.8,22.8,669.8
37400,2S,WW,Demokritos,Left,22.8,22.8,669.8
37400,2S,EE,Demokritos,Left,21.2,21.2,659.504
37400,2S,WW,Demokritos,Left,21.2,21.2,666.967
37400,2S,WW,Demokritos,Left,21.2,21.2,666.967
37400,2S,WW,Demokritos,Left,21.2,21.2,666.967
37400,2S,EE,Demokritos,Left,22.6,22.6,658.879
37400,2S,EE,Demokritos,Left,22.6,22.6,658.879
37400,2S,EE,Demokritos,Left,22.6,22.6,658.879
37400,2S,WW,Demokritos,Left,20.6,20.6,665.447
37400,2S,WW,Demokritos,Left,20.6,20.6,665.447
37400,2S,WW,Demokritos,Left,20.6,20.6,665.447
37401,2S,EE,Demokritos,Left,21.1,21.1,656.826
37401,2S,WW,Demokritos,Left,20.8,20.8,666.725
37401,2S,EE,Demokritos,Left,20.9,20.9,657.996
37401,2S,WW,Demokritos,Left,20.3,20.3,665.537
37401,2S,EE,Demokritos,Left,20.7,20.7,663.657
37401,2S,WW,Demokritos,Left,20.6,20.6,666.497
37401,2S,EE,Demokritos,Left,19.9,19.9,649.714
37401,2S,WW,Demokritos,Left,21.9,21.9,663.175
37401,2S,EE,Demokritos,Left,21.3,21.3,656.972
37401,2S,WW,Demokritos,Left,20.7,20.7,663.488
37401,2S,EE,Demokritos,Left,22.2,22.2,652.37
37401,2S,WW,Demokritos,Left,22.0,22.0,658.815
37401,2S,EE,Demokritos,Left,22.4,22.4,651.776
37401,2S,WW,Demokritos,Left,22.0,22.0,657.473
37404,2S,EE,HEPHY,Left,,,673.47
37404,2S,WW,HEPHY,Left,,,684.74
37404,2S,EE,HEPHY,Left,,,675.438
37404,2S,WW,HEPHY,Left,,,682.066
37404,2S,EE,HEPHY,Left,,,678.523
37404,2S,WW,HEPHY,Left,,,682.94
37404,2S,EE,HEPHY,Left,,,674.141
37404,2S,WW,HEPHY,Left,,,683.476
37404,2S,EE,HEPHY,Left,,,672.914
37404,2S,WW,HEPHY,Left,,,686.061
37404,2S,EE,HEPHY,Left,,,675.451
37404,2S,WW,HEPHY,Left,,,678.23
37404,2S,EE,HEPHY,Left,,,672.911
37404,2S,WW,HEPHY,Left,,,678.051
37404,2S,EE,HEPHY,Left,,,669.665
37404,2S,WW,HEPHY,Left,,,679.104
37404,2S,EE,HEPHY,Left,,,673.252
37404,2S,WW,HEPHY,Left,,,676.336
37404,2S,EE,HEPHY,Left,,,670.051
37404,2S,WW,HEPHY,Left,,,675.089
37405,2S,EE,HEPHY,Left,,,668.752
37405,2S,WW,HEPHY,Left,,,681.226
37405,2S,EE,HEPHY,Left,,,674.79
37405,2S,WW,HEPHY,Left,,,681.574
37405,2S,EE,HEPHY,Left,,,674.101
37405,2S,WW,HEPHY,Left,,,683.324
37405,2S,EE,HEPHY,Left,,,670.31
37405,2S,WW,HEPHY,Left,,,681.292
37405,2S,EE,HEPHY,Left,,,673.161
37405,2S,WW,HEPHY,Left,,,682.933
37405,2S,EE,HEPHY,Left,,,666.931
37405,2S,WW,HEPHY,Left,,,676.884
37405,2S,EE,HEPHY,Left,,,671.435
37405,2S,WW,HEPHY,Left,,,677.868
37405,2S,EE,HEPHY,Left,,,668.853
37405,2S,WW,HEPHY,Left,,,680.188
37405,2S,EE,HEPHY,Left,,,669.502
37405,2S,WW,HEPHY,Left,,,671.32
37405,2S,EE,HEPHY,Left,,,668.069
37405,2S,WW,HEPHY,Left,,,672.915
37405,2S,EE,HEPHY,Left,,,668.448
37405,2S,WW,HEPHY,Left,,,673.872
37406,2S,EE,Brown,Right,20.0,20.027,670.766
37406,2S,WW,Brown,Right,20.0,20.015,662.464
37406,2S,EE,Brown,Right,20.0,20.137,671.463
37406,2S,WW,Brown,Right,20.0,20.037,664.249
37406,2S,EE,Brown,Right,20.0,20.033,671.894
37406,2S,WW,Brown,Right,20.0,20.182,664.802
37406,2S,EE,Brown,Right,20.0,20.054,668.936
37406,2S,WW,Brown,Right,20.0,20.05,664.006
37406,2S,EE,Brown,Right,20.0,20.067,790.538
37406,2S,WW,Brown,Right,20.0,20.06,660.263
37406,2S,EE,Brown,Right,20.0,20.051,666.48
37406,2S,WW,Brown,Right,20.0,20.061,657.986
37406,2S,EE,Brown,Right,20.0,20.061,666.104
37406,2S,WW,Brown,Right,20.0,20.064,656.58
37406,2S,EE,Brown,Right,20.0,20.056,664.333
37406,2S,WW,Brown,Right,20.0,20.186,659.447
37407,2S,EE,Brown,Right,20.0,20.025,675.732
37407,2S,WW,Brown,Right,20.0,20.048,665.723
37407,2S,EE,Brown,Right,20.0,20.063,678.201
37407,2S,WW,Brown,Right,20.0,20.076,668.425
37407,2S,EE,Brown,Right,20.0,20.055,677.209
37407,2S,WW,Brown,Right,20.0,20.06,667.937
37407,2S,EE,Brown,Right,20.0,20.086,676.457
37407,2S,WW,Brown,Right,20.0,20.049,668.183
37407,2S,EE,Brown,Right,20.0,20.063,672.891
37407,2S,WW,Brown,Right,20.0,20.044,666.611
37407,2S,EE,Brown,Right,20.0,20.061,672.809
37407,2S,WW,Brown,Right,20.0,20.079,664.724
37407,2S,EE,Brown,Right,20.0,20.066,670.664
37407,2S,WW,Brown,Right,20.0,20.071,664.626
37407,2S,EE,Brown,Right,20.0,20.045,668.081
37407,2S,WW,Brown,Right,20.0,20.069,668.989
37408,2S,EE,Demokritos,Left,16.5,16.5,657.55
37408,2S,WW,Demokritos,Left,16.8,16.8,670.967
37408,2S,EE,Demokritos,Left,20.4,20.4,665.964
37408,2S,WW,Demokritos,Left,22.0,22.0,664.863
37408,2S,EE,Demokritos,Left,17.7,17.7,654.899
37408,2S,WW,Demokritos,Left,19.8,19.8,665.499
37408,2S,EE,Demokritos,Left,22.2,22.2,654.268
37408,2S,WW,Demokritos,Left,21.0,21.0,663.447
37408,2S,EE,Demokritos,Left,19.3,19.3,655.7
37408,2S,WW,Demokritos,Left,20.3,20.3,661.751
37408,2S,EE,Demokritos,Left,20.6,20.6,653.546
37408,2S,WW,Demokritos,Left,20.3,20.3,660.321
37408,2S,EE,Demokritos,Left,20.6,20.6,652.321
37408,2S,WW,Demokritos,Left,20.6,20.6,656.736
37897,2S,EE,Demokritos,Left,19.9,19.9,657.044
37895,PSS,EE,Brown,Right,20.0,20.057,692.877
37895,PSS,WW,Brown,Right,20.0,20.055,683.402
37895,PSS,EE,Brown,Right,20.0,20.008,699.227
37895,PSS,WW,Brown,Right,20.0,20.021,686.964
37895,PSS,EE,Brown,Right,20.0,20.072,709.431
37895,PSS,WW,Brown,Right,20.0,20.072,683.792
37895,PSS,EE,Brown,Right,20.0,20.039,696.832
37895,PSS,WW,Brown,Right,20.0,20.045,684.765
37895,PSS,EE,Brown,Right,20.0,20.075,691.134
37895,PSS,WW,Brown,Right,20.0,20.066,680.997
37895,PSS,EE,Brown,Right,20.0,20.047,686.799
37895,PSS,WW,Brown,Right,20.0,20.067,682.261
37895,PSS,EE,Brown,Right,20.0,20.089,682.898
37895,PSS,WW,Brown,Right,20.0,20.072,680.777
37895,PSS,EE,Brown,Right,20.0,20.098,684.535
37895,PSS,WW,Brown,Right,20.0,20.079,679.288
37897,2S,WW,Demokritos,Left,19.9,19.9,671.034
37897,2S,EE,Demokritos,Left,19.1,19.1,661.934
37897,2S,WW,Demokritos,Left,18.8,18.8,669.581
37897,2S,EE,Demokritos,Left,19.1,19.1,659.289
37897,2S,WW,Demokritos,Left,19.4,19.4,672.484
37897,2S,EE,Demokritos,Left,19.1,19.1,664.994
37897,2S,WW,Demokritos,Left,20.3,20.3,670.753
37897,2S,EE,Demokritos,Left,19.4,19.4,654.843
37897,2S,WW,Demokritos,Left,19.6,19.6,671.581
37897,2S,EE,Demokritos,Left,19.9,19.9,655.813
37897,2S,WW,Demokritos,Left,20.0,20.0,664.094
37897,2S,EE,Demokritos,Left,21.0,21.0,655.964
37897,2S,WW,Demokritos,Left,21.0,21.0,661.196
37898,2S,EE,HEPHY,Left,,,675.436
37898,2S,WW,HEPHY,Left,,,687.635
37898,2S,EE,HEPHY,Left,,,672.006
37898,2S,WW,HEPHY,Left,,,694.155
37898,2S,EE,HEPHY,Left,,,670.717
37898,2S,WW,HEPHY,Left,,,692.659
37898,2S,EE,HEPHY,Left,,,671.835
37898,2S,WW,HEPHY,Left,,,677.806
37898,2S,EE,HEPHY,Left,,,670.359
37898,2S,WW,HEPHY,Left,,,678.04
37898,2S,EE,HEPHY,Left,,,671.512
37898,2S,WW,HEPHY,Left,,,677.667
37898,2S,EE,HEPHY,Left,,,670.784
37898,2S,WW,HEPHY,Left,,,676.595
37898,2S,EE,HEPHY,Left,,,669.79
37898,2S,WW,HEPHY,Left,,,676.468
37898,2S,EE,HEPHY,Left,,,678.328
37898,2S,WW,HEPHY,Left,,,677.591
37899,2S,EE,HEPHY,Left,,,681.591
37899,2S,WW,HEPHY,Left,,,687.531
37899,2S,EE,HEPHY,Left,,,679.337
37899,2S,WW,HEPHY,Left,,,685.627
37899,2S,EE,HEPHY,Left,,,668.7
37899,2S,WW,HEPHY,Left,,,680.346
37899,2S,EE,HEPHY,Left,,,666.079
37899,2S,WW,HEPHY,Left,,,679.036
37899,2S,EE,HEPHY,Left,,,666.748
37899,2S,WW,HEPHY,Left,,,678.367
37899,2S,EE,HEPHY,Left,,,664.596
37899,2S,WW,HEPHY,Left,,,682.887
37899,2S,EE,HEPHY,Left,,,665.201
37899,2S,WW,HEPHY,Left,,,681.624
37899,2S,EE,HEPHY,Left,,,668.928
37899,2S,WW,HEPHY,Left,,,675.693
37903,2S,EE,Brown,Right,20.0,20.019,687.44
37903,2S,WW,Brown,Right,20.0,20.015,679.981
37903,2S,EE,Brown,Right,20.0,20.066,686.663
37903,2S,WW,Brown,Right,20.0,20.078,683.398
37903,2S,EE,Brown,Right,20.0,20.027,689.525
37903,2S,WW,Brown,Right,20.0,20.033,679.398
37903,2S,EE,Brown,Right,20.0,20.057,688.797
37903,2S,WW,Brown,Right,20.0,20.061,680.273
37903,2S,EE,Brown,Right,20.0,20.043,685.43
37903,2S,WW,Brown,Right,20.0,20.043,677.791
37903,2S,EE,Brown,Right,20.0,20.055,684.517
37903,2S,WW,Brown,Right,20.0,20.068,679.401
37903,2S,EE,Brown,Right,20.0,20.047,682.664
37903,2S,WW,Brown,Right,20.0,20.053,676.56
37903,2S,EE,Brown,Right,20.0,20.07,678.634
37903,2S,WW,Brown,Right,20.0,20.117,674.114
37896,PSS,EE,Brown,Right,20.0,20.066,673.599
37896,PSS,WW,Brown,Right,20.0,20.063,664.074
37896,PSS,EE,Brown,Right,20.0,20.033,671.396
37896,PSS,WW,Brown,Right,20.0,20.049,662.951
37896,PSS,EE,Brown,Right,20.0,20.084,669.638
37896,PSS,WW,Brown,Right,20.0,20.086,666.178
37896,PSS,EE,Brown,Right,20.0,20.04,669.929
37896,PSS,WW,Brown,Right,20.0,20.062,662.682
37896,PSS,EE,Brown,Right,20.0,20.064,669.138
37896,PSS,WW,Brown,Right,20.0,20.031,662.57
37896,PSS,EE,Brown,Right,20.0,20.039,672.115
37896,PSS,WW,Brown,Right,20.0,20.058,663.839
37896,PSS,EE,Brown,Right,20.0,20.056,663.379
37896,PSS,WW,Brown,Right,20.0,20.053,663.028
37896,PSS,EE,Brown,Right,20.0,20.085,663.074
37896,PSS,WW,Brown,Right,20.0,20.067,660.685
38212,PSS,EE,Brown,Right,20.0,20.006,666.916
38212,PSS,WW,Brown,Right,20.0,20.015,659.168
38212,PSS,EE,Brown,Right,20.0,20.085,668.984
38212,PSS,WW,Brown,Right,20.0,20.138,658.224
38212,PSS,EE,Brown,Right,20.0,20.033,672.28
38212,PSS,WW,Brown,Right,20.0,20.098,660.093
38212,PSS,EE,Brown,Right,20.0,20.172,670.073
38212,PSS,WW,Brown,Right,20.0,20.176,661.064
38212,PSS,EE,Brown,Right,20.0,20.101,667.336
38212,PSS,WW,Brown,Right,20.0,20.196,656.069
38212,PSS,EE,Brown,Right,20.0,20.157,665.462
38212,PSS,WW,Brown,Right,20.0,20.13,654.796
38212,PSS,EE,Brown,Right,20.0,20.212,664.546
38212,PSS,WW,Brown,Right,20.0,20.226,656.281
38212,PSS,EE,Brown,Right,20.0,20.105,661.708
38212,PSS,WW,Brown,Right,20.0,20.203,653.934
37904,2S,EE,Demokritos,Left,18.8,18.8,669.655
37904,2S,EE,Demokritos,Left,18.8,18.8,669.655
37904,2S,WW,Demokritos,Left,18.9,18.9,679.203
37904,2S,WW,Demokritos,Left,18.9,18.9,679.203
37904,2S,EE,Demokritos,Left,17.5,17.5,669.602
37904,2S,EE,Demokritos,Left,17.5,17.5,669.602
37904,2S,WW,Demokritos,Left,19.5,19.5,676.848
37904,2S,WW,Demokritos,Left,19.5,19.5,676.848
37904,2S,EE,Demokritos,Left,14.6,14.6,668.957
37904,2S,EE,Demokritos,Left,14.6,14.6,668.957
37904,2S,WW,Demokritos,Left,18.6,18.6,678.245
37904,2S,WW,Demokritos,Left,18.6,18.6,678.245
37904,2S,EE,Demokritos,Left,21.0,21.0,666.65
37904,2S,EE,Demokritos,Left,21.0,21.0,666.65
37904,2S,WW,Demokritos,Left,17.4,17.4,675.298
37904,2S,WW,Demokritos,Left,17.4,17.4,675.298
37904,2S,EE,Demokritos,Left,18.0,18.0,664.617
37904,2S,EE,Demokritos,Left,18.0,18.0,664.617
37904,2S,WW,Demokritos,Left,18.1,18.1,676.462
37904,2S,WW,Demokritos,Left,18.1,18.1,676.462
37904,2S,EE,Demokritos,Left,18.0,18.0,669.528
37904,2S,EE,Demokritos,Left,18.2,18.2,670.301
37904,2S,EE,Demokritos,Left,18.0,18.0,669.528
37904,2S,EE,Demokritos,Left,18.2,18.2,670.301
37904,2S,EE,Demokritos,Left,18.7,18.7,663.993
37904,2S,EE,Demokritos,Left,18.7,18.7,663.993
37904,2S,WW,Demokritos,Left,19.7,19.7,669.398
37904,2S,WW,Demokritos,Left,19.7,19.7,669.398
37905,2S,EE,Demokritos,Left,14.9,14.9,674.791
37905,2S,EE,Demokritos,Left,14.9,14.9,674.791
37905,2S,WW,Demokritos,Left,15.5,15.5,688.327
37905,2S,WW,Demokritos,Left,15.5,15.5,688.327
37905,2S,EE,Demokritos,Left,20.0,20.0,676.215
37905,2S,EE,Demokritos,Left,20.0,20.0,676.215
37905,2S,WW,Demokritos,Left,19.6,19.6,686.184
37905,2S,WW,Demokritos,Left,19.6,19.6,686.184
37905,2S,EE,Demokritos,Left,16.9,16.9,675.627
37905,2S,EE,Demokritos,Left,16.9,16.9,675.627
37905,2S,WW,Demokritos,Left,18.0,18.0,688.227
37905,2S,WW,Demokritos,Left,18.0,18.0,688.227
37905,2S,EE,Demokritos,Left,18.9,18.9,675.726
