batch_number,Type,Orientation,Location,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,TOX_NM
39481,2S,EE,HEPHY,Left,,,702.543
39481,2S,WW,HEPHY,Left,,,706.628
39482,2S,EE,HEPHY,Left,,,704.852
39482,2S,WW,HEPHY,Left,,,712.025
39482,2S,EE,HEPHY,Left,,,703.366
39482,2S,WW,HEPHY,Left,,,714.371
39482,2S,EE,HEPHY,Left,,,703.862
39482,2S,WW,HEPHY,Left,,,715.989
39482,2S,EE,HEPHY,Left,,,704.879
39482,2S,WW,HEPHY,Left,,,714.399
39482,2S,EE,HEPHY,Left,,,708.197
39482,2S,WW,HEPHY,Left,,,715.71
39482,2S,EE,HEPHY,Left,,,705.002
39482,2S,WW,HEPHY,Left,,,711.641
39482,2S,EE,HEPHY,Left,,,703.096
39482,2S,WW,HEPHY,Left,,,712.875
39482,2S,EE,HEPHY,Left,,,707.312
39482,2S,WW,HEPHY,Left,,,715.737
39483,2S,EE,HEPHY,Left,,,699.957
39483,2S,WW,HEPHY,Left,,,707.76
39483,2S,EE,HEPHY,Left,,,700.927
39483,2S,WW,HEPHY,Left,,,708.343
39483,2S,EE,HEPHY,Left,,,700.113
39483,2S,WW,HEPHY,Left,,,714.233
39483,2S,EE,HEPHY,Left,,,700.493
39483,2S,WW,HEPHY,Left,,,705.353
39483,2S,EE,HEPHY,Left,,,698.673
39483,2S,WW,HEPHY,Left,,,702.095
39483,2S,EE,HEPHY,Left,,,701.413
39483,2S,WW,HEPHY,Left,,,704.401
39483,2S,EE,HEPHY,Left,,,702.828
39483,2S,WW,HEPHY,Left,,,699.475
39483,2S,EE,HEPHY,Left,,,697.881
39483,2S,WW,HEPHY,Left,,,698.734
39484,2S,EE,Demokritos,Left,21.1,21.1,683.648
39484,2S,EE,Demokritos,Left,21.1,21.1,683.648
39484,2S,WW,Demokritos,Left,21.6,21.6,695.525
39484,2S,WW,Demokritos,Left,21.6,21.6,695.525
39484,2S,EE,Demokritos,Left,22.4,22.4,682.728
39484,2S,EE,Demokritos,Left,22.4,22.4,682.728
39484,2S,WW,Demokritos,Left,23.0,23.0,698.826
39484,2S,WW,Demokritos,Left,23.0,23.0,698.826
39484,2S,EE,Demokritos,Left,22.1,22.1,683.937
39484,2S,EE,Demokritos,Left,22.1,22.1,683.937
39484,2S,WW,Demokritos,Left,22.4,22.4,695.117
39484,2S,WW,Demokritos,Left,22.4,22.4,695.117
39484,2S,EE,Demokritos,Left,19.6,19.6,681.465
39484,2S,EE,Demokritos,Left,19.6,19.6,681.465
39484,2S,WW,Demokritos,Left,20.7,20.7,693.337
39484,2S,WW,Demokritos,Left,20.7,20.7,693.337
39484,2S,EE,Demokritos,Left,23.4,23.4,684.436
39484,2S,EE,Demokritos,Left,23.4,23.4,684.436
39484,2S,WW,Demokritos,Left,24.6,24.6,690.895
39484,2S,WW,Demokritos,Left,24.6,24.6,690.895
39484,2S,EE,Demokritos,Left,21.4,21.4,680.762
39484,2S,EE,Demokritos,Left,21.4,21.4,680.762
39484,2S,WW,Demokritos,Left,21.9,21.9,684.047
39484,2S,WW,Demokritos,Left,21.9,21.9,684.047
39484,2S,EE,Demokritos,Left,25.0,25.0,682.895
39484,2S,EE,Demokritos,Left,25.0,25.0,682.895
39484,2S,WW,Demokritos,Left,25.2,25.2,684.8
39484,2S,WW,Demokritos,Left,25.2,25.2,684.8
39486,2S,EE,HEPHY,Left,,,689.517
39486,2S,WW,HEPHY,Left,,,700.376
39486,2S,EE,HEPHY,Left,,,689.954
39486,2S,WW,HEPHY,Left,,,700.022
39486,2S,EE,HEPHY,Left,,,690.923
39486,2S,WW,HEPHY,Left,,,698.567
39486,2S,EE,HEPHY,Left,,,690.66
39486,2S,WW,HEPHY,Left,,,695.986
39486,2S,EE,HEPHY,Left,,,682.274
39486,2S,WW,HEPHY,Left,,,688.621
39486,2S,EE,HEPHY,Left,,,681.474
39486,2S,WW,HEPHY,Left,,,687.831
39486,2S,EE,HEPHY,Left,,,682.043
39486,2S,WW,HEPHY,Left,,,687.694
39486,2S,EE,HEPHY,Left,,,682.077
39486,2S,WW,HEPHY,Left,,,691.273
39487,2S,EE,Demokritos,Left,22.2,22.2,667.905
39487,2S,EE,Demokritos,Left,22.2,22.2,667.905
39487,2S,WW,Demokritos,Left,23.2,23.2,673.464
39487,2S,WW,Demokritos,Left,23.2,23.2,673.464
39487,2S,EE,Demokritos,Left,24.6,24.6,663.959
39487,2S,EE,Demokritos,Left,24.6,24.6,663.959
39487,2S,WW,Demokritos,Left,21.7,21.7,670.063
39487,2S,WW,Demokritos,Left,21.7,21.7,670.063
39487,2S,EE,Demokritos,Left,23.6,23.6,662.077
39487,2S,EE,Demokritos,Left,23.6,23.6,662.077
39487,2S,WW,Demokritos,Left,24.1,24.1,669.764
39487,2S,WW,Demokritos,Left,24.1,24.1,669.764
39487,2S,EE,Demokritos,Left,24.9,24.9,662.932
39487,2S,EE,Demokritos,Left,24.9,24.9,662.932
39487,2S,WW,Demokritos,Left,22.6,22.6,669.701
39487,2S,WW,Demokritos,Left,22.6,22.6,669.701
39487,2S,EE,Demokritos,Left,23.8,23.8,663.507
39487,2S,EE,Demokritos,Left,23.8,23.8,663.507
39487,2S,WW,Demokritos,Left,24.1,24.1,669.459
39487,2S,WW,Demokritos,Left,24.1,24.1,669.459
39487,2S,EE,Demokritos,Left,25.4,25.4,665.479
39487,2S,EE,Demokritos,Left,25.4,25.4,665.479
39487,2S,WW,Demokritos,Left,23.6,23.6,669.804
39487,2S,WW,Demokritos,Left,23.6,23.6,669.804
39487,2S,EE,Demokritos,Left,20.8,20.8,664.1
39487,2S,EE,Demokritos,Left,20.8,20.8,664.1
39487,2S,WW,Demokritos,Left,21.9,21.9,667.345
39487,2S,WW,Demokritos,Left,21.9,21.9,667.345
39564,2S,EE,Brown,Right,20.0,20.013,691.689
39564,2S,WW,Brown,Right,20.0,20.019,683.333
39564,2S,EE,Brown,Right,20.0,20.005,685.917
39564,2S,WW,Brown,Right,20.0,20.004,683.163
39564,2S,EE,Brown,Right,20.0,20.013,687.505
39564,2S,WW,Brown,Right,20.0,20.014,684.156
39564,2S,EE,Brown,Right,20.0,20.005,687.489
39564,2S,WW,Brown,Right,20.0,20.006,683.645
39564,2S,EE,Brown,Right,20.0,20.006,682.853
39564,2S,WW,Brown,Right,20.0,20.008,677.677
39564,2S,EE,Brown,Right,20.0,20.012,682.249
39564,2S,WW,Brown,Right,20.0,20.004,677.274
39565,2S,EE,Brown,Right,20.0,20.006,701.1
39565,2S,WW,Brown,Right,20.0,20.006,688.893
39565,2S,EE,Brown,Right,20.0,20.002,701.227
39565,2S,WW,Brown,Right,20.0,20.006,693.826
39565,2S,EE,Brown,Right,20.0,20.006,700.866
39565,2S,WW,Brown,Right,20.0,20.005,693.239
39565,2S,EE,Brown,Right,20.0,20.009,700.346
39565,2S,WW,Brown,Right,20.0,20.004,691.711
39565,2S,EE,Brown,Right,20.0,20.005,693.142
39565,2S,WW,Brown,Right,20.0,20.003,686.747
39565,2S,EE,Brown,Right,20.0,20.005,691.297
39565,2S,WW,Brown,Right,20.0,20.002,685.124
39566,2S,EE,Brown,Right,20.0,20.003,686.969
39566,2S,WW,Brown,Right,20.0,20.002,680.036
39566,2S,EE,Brown,Right,20.0,20.005,686.592
39566,2S,WW,Brown,Right,20.0,20.005,680.145
39566,2S,EE,Brown,Right,20.0,20.005,684.521
39566,2S,WW,Brown,Right,20.0,20.004,681.969
39566,2S,EE,Brown,Right,20.0,20.007,683.731
39566,2S,WW,Brown,Right,20.0,20.001,680.479
39566,2S,EE,Brown,Right,20.0,20.006,679.694
39566,2S,WW,Brown,Right,20.0,20.011,677.28
39566,2S,EE,Brown,Right,20.0,20.002,681.996
39566,2S,WW,Brown,Right,20.0,20.008,676.432
39566,2S,EE,Brown,Right,20.0,20.003,682.414
39566,2S,WW,Brown,Right,20.0,20.008,675.962
39566,2S,EE,Brown,Right,20.0,20.006,682.51
39566,2S,WW,Brown,Right,20.0,20.005,678.919
39567,2S,EE,Brown,Right,20.0,20.031,703.772
39567,2S,WW,Brown,Right,20.0,20.001,693.063
39567,2S,EE,Brown,Right,20.0,20.004,703.634
39567,2S,WW,Brown,Right,20.0,20.001,696.746
39567,2S,EE,Brown,Right,20.0,20.004,709.054
39567,2S,WW,Brown,Right,20.0,20.006,698.231
39567,2S,EE,Brown,Right,20.0,20.007,711.394
39567,2S,WW,Brown,Right,20.0,20.005,697.703
39567,2S,EE,Brown,Right,20.0,20.006,700.978
39567,2S,WW,Brown,Right,20.0,20.006,691.727
39567,2S,EE,Brown,Right,20.0,20.002,696.495
39567,2S,WW,Brown,Right,20.0,20.004,690.898
39567,2S,EE,Brown,Right,20.0,20.006,697.78
39567,2S,WW,Brown,Right,20.0,20.004,689.727
39567,2S,EE,Brown,Right,20.0,20.011,703.364
39567,2S,WW,Brown,Right,20.0,20.003,687.172
39479,PSS,EE,Demokritos,Left,22.7,22.7,675.811
39479,PSS,WW,Demokritos,Left,22.3,22.3,687.087
39479,PSS,EE,Demokritos,Left,22.0,22.0,676.957
39479,PSS,WW,Demokritos,Left,21.8,21.8,686.957
39479,PSS,EE,Demokritos,Left,21.8,21.8,681.24
39479,PSS,WW,Demokritos,Left,21.7,21.7,690.304
39479,PSS,EE,Demokritos,Left,19.6,19.6,675.5
39479,PSS,WW,Demokritos,Left,20.0,20.0,685.985
39479,PSS,EE,Demokritos,Left,20.8,20.8,674.782
39479,PSS,WW,Demokritos,Left,21.2,21.2,688.219
39479,PSS,EE,Demokritos,Left,21.3,21.3,673.932
39479,PSS,WW,Demokritos,Left,21.3,21.3,681.453
39479,PSS,EE,Demokritos,Left,21.3,21.3,674.652
39479,PSS,WW,Demokritos,Left,21.4,21.4,678.953
39547,PSS,EE,Demokritos,Left,23.1,23.1,683.763
39547,PSS,WW,Demokritos,Left,23.3,23.3,691.156
39547,PSS,EE,Demokritos,Left,23.4,23.4,675.436
39547,PSS,WW,Demokritos,Left,23.6,23.6,687.215
39547,PSS,EE,Demokritos,Left,19.4,19.4,676.456
39547,PSS,WW,Demokritos,Left,20.6,20.6,687.966
39547,PSS,EE,Demokritos,Left,19.7,19.7,678.257
39547,PSS,WW,Demokritos,Left,21.4,21.4,684.882
39547,PSS,EE,Demokritos,Left,21.3,21.3,678.695
39547,PSS,WW,Demokritos,Left,21.8,21.8,680.915
39547,PSS,EE,Demokritos,Left,22.1,22.1,679.386
39547,PSS,WW,Demokritos,Left,22.4,22.4,682.052
39547,PSS,EE,Demokritos,Left,22.7,22.7,674.185
39547,PSS,WW,Demokritos,Left,23.0,23.0,680.724
39569,2S,EE,Brown,Right,20.0,20.004,706.241
39569,2S,WW,Brown,Right,20.0,20.009,696.143
39569,2S,EE,Brown,Right,20.0,20.05,710.264
39569,2S,WW,Brown,Right,20.0,20.06,698.273
39569,2S,EE,Brown,Right,20.0,20.003,699.199
39569,2S,WW,Brown,Right,20.0,20.022,693.261
39569,2S,EE,Brown,Right,20.0,20.082,700.981
39569,2S,WW,Brown,Right,20.0,20.067,692.298
39569,2S,EE,Brown,Right,20.0,20.048,700.222
39569,2S,WW,Brown,Right,20.0,20.091,689.397
39570,2S,EE,Brown,Right,20.0,20.051,694.913
39570,2S,WW,Brown,Right,20.0,20.051,690.946
39570,2S,EE,Brown,Right,20.0,20.012,693.88
39570,2S,WW,Brown,Right,20.0,20.03,689.114
39571,2S,EE,Brown,Right,20.0,20.004,700.617
39571,2S,WW,Brown,Right,20.0,20.026,682.81
39571,2S,EE,Brown,Right,20.0,20.046,701.993
39571,2S,WW,Brown,Right,20.0,20.026,686.189
39571,2S,EE,Brown,Right,20.0,20.067,697.466
39571,2S,WW,Brown,Right,20.0,20.055,681.14
39571,2S,EE,Brown,Right,20.0,20.005,696.508
39571,2S,WW,Brown,Right,20.0,20.007,678.73
39548,PSS,EE,HEPHY,Left,,,686.51
39548,PSS,WW,HEPHY,Left,,,697.821
39548,PSS,EE,HEPHY,Left,,,690.065
39548,PSS,WW,HEPHY,Left,,,695.607
39548,PSS,EE,HEPHY,Left,,,691.833
39548,PSS,WW,HEPHY,Left,,,700.398
39548,PSS,EE,HEPHY,Left,,,691.103
39548,PSS,WW,HEPHY,Left,,,695.941
39548,PSS,EE,HEPHY,Left,,,690.092
39548,PSS,WW,HEPHY,Left,,,703.791
39572,2S,EE,Brown,Right,20.0,20.008,695.414
39572,2S,WW,Brown,Right,20.0,20.005,687.385
39572,2S,EE,Brown,Right,20.0,20.005,687.063
39572,2S,WW,Brown,Right,20.0,20.004,681.325
39572,2S,EE,Brown,Right,20.0,20.043,689.014
39572,2S,WW,Brown,Right,20.0,20.041,683.594
41352,2S,EE,Brown,Right,20.0,20.059,694.23
41352,2S,WW,Brown,Right,20.0,20.012,684.554
41352,2S,EE,Brown,Right,20.0,20.055,692.323
41352,2S,WW,Brown,Right,20.0,20.071,686.449
41352,2S,EE,Brown,Right,20.0,20.048,687.731
41352,2S,WW,Brown,Right,20.0,20.059,683.032
41352,2S,EE,Brown,Right,20.0,20.1,687.122
41352,2S,WW,Brown,Right,20.0,20.089,681.52
41354,2S,EE,Brown,Right,20.0,20.041,703.816
41354,2S,WW,Brown,Right,20.0,20.057,694.365
41354,2S,EE,Brown,Right,20.0,20.015,707.672
41354,2S,WW,Brown,Right,20.0,20.048,696.703
41354,2S,EE,Brown,Right,20.0,20.085,690.703
41354,2S,WW,Brown,Right,20.0,20.082,682.22
41354,2S,EE,Brown,Right,20.0,20.079,688.639
41354,2S,WW,Brown,Right,20.0,20.078,680.524
41354,2S,EE,Brown,Right,20.0,20.088,683.838
41354,2S,WW,Brown,Right,20.0,20.086,678.357
41354,2S,EE,Brown,Right,20.0,20.047,685.048
41354,2S,WW,Brown,Right,20.0,20.062,678.202
41356,2S,EE,Demokritos,Left,19.8,19.8,684.297
41356,2S,EE,Demokritos,Left,19.8,19.8,684.297
41356,2S,WW,Demokritos,Left,20.8,20.8,697.134
41356,2S,WW,Demokritos,Left,20.8,20.8,697.134
41356,2S,EE,Demokritos,Left,21.7,21.7,687.56
41356,2S,EE,Demokritos,Left,21.7,21.7,687.56
41356,2S,WW,Demokritos,Left,21.7,21.7,696.574
41356,2S,WW,Demokritos,Left,21.7,21.7,696.574
41356,2S,EE,Demokritos,Left,21.7,21.7,687.354
41356,2S,EE,Demokritos,Left,21.7,21.7,687.354
41356,2S,WW,Demokritos,Left,21.6,21.6,693.404
41356,2S,WW,Demokritos,Left,21.6,21.6,693.404
41356,2S,EE,Demokritos,Left,21.6,21.6,683.584
41356,2S,EE,Demokritos,Left,21.6,21.6,683.584
41356,2S,WW,Demokritos,Left,21.7,21.7,689.407
41356,2S,WW,Demokritos,Left,21.7,21.7,689.407
41356,2S,EE,Demokritos,Left,22.0,22.0,681.674
41356,2S,EE,Demokritos,Left,22.0,22.0,681.674
41356,2S,WW,Demokritos,Left,21.8,21.8,688.219
41356,2S,WW,Demokritos,Left,21.8,21.8,688.219
41356,2S,EE,Demokritos,Left,21.7,21.7,681.922
41356,2S,EE,Demokritos,Left,21.7,21.7,681.922
41356,2S,WW,Demokritos,Left,21.7,21.7,686.594
41356,2S,WW,Demokritos,Left,21.7,21.7,686.594
41356,2S,EE,Demokritos,Left,21.4,21.4,681.059
41356,2S,EE,Demokritos,Left,21.4,21.4,681.059
41356,2S,WW,Demokritos,Left,23.0,23.0,684.498
41356,2S,WW,Demokritos,Left,23.0,23.0,684.498
41357,2S,EE,Demokritos,Left,22.1,22.1,681.831
41357,2S,EE,Demokritos,Left,22.1,22.1,681.831
41357,2S,WW,Demokritos,Left,23.1,23.1,688.173
41357,2S,WW,Demokritos,Left,23.1,23.1,688.173
41357,2S,EE,Demokritos,Left,23.7,23.7,681.094
41357,2S,EE,Demokritos,Left,23.7,23.7,681.094
41357,2S,WW,Demokritos,Left,24.1,24.1,693.455
41357,2S,WW,Demokritos,Left,24.1,24.1,693.455
41357,2S,EE,Demokritos,Left,21.3,21.3,679.854
41357,2S,EE,Demokritos,Left,21.3,21.3,679.854
41357,2S,WW,Demokritos,Left,21.1,21.1,688.625
41357,2S,WW,Demokritos,Left,21.1,21.1,688.625
41357,2S,EE,Demokritos,Left,23.3,23.3,677.726
41357,2S,EE,Demokritos,Left,23.3,23.3,677.726
41357,2S,WW,Demokritos,Left,22.7,22.7,684.788
41357,2S,WW,Demokritos,Left,22.7,22.7,684.788
41357,2S,EE,Demokritos,Left,21.0,21.0,678.886
41357,2S,EE,Demokritos,Left,21.0,21.0,678.886
41357,2S,WW,Demokritos,Left,20.9,20.9,682.341
41357,2S,WW,Demokritos,Left,20.9,20.9,682.341
41357,2S,EE,Demokritos,Left,22.2,22.2,678.693
41357,2S,EE,Demokritos,Left,22.2,22.2,678.693
41357,2S,WW,Demokritos,Left,21.8,21.8,685.841
41357,2S,WW,Demokritos,Left,21.8,21.8,685.841
41357,2S,EE,Demokritos,Left,20.8,20.8,681.075
41357,2S,EE,Demokritos,Left,20.8,20.8,681.075
41357,2S,WW,Demokritos,Left,20.7,20.7,684.844
41357,2S,WW,Demokritos,Left,20.7,20.7,684.844
39548,PSS,EE,HEPHY,Left,,,692.69
39548,PSS,WW,HEPHY,Left,,,695.786
39548,PSS,EE,HEPHY,Left,,,688.318
39548,PSS,WW,HEPHY,Left,,,695.636
39548,PSS,EE,HEPHY,Left,,,684.677
39548,PSS,WW,HEPHY,Left,,,688.745
39548,PSS,EE,HEPHY,Left,,,685.319
39548,PSS,WW,HEPHY,Left,,,692.789
39548,PSS,EE,HEPHY,Left,,,685.33
39548,PSS,WW,HEPHY,Left,,,688.061
39562,PSS,EE,HEPHY,Left,,,709.789
39562,PSS,WW,HEPHY,Left,,,722.508
39562,PSS,EE,HEPHY,Left,,,715.012
39562,PSS,WW,HEPHY,Left,,,722.785
39562,PSS,EE,HEPHY,Left,,,712.526
39562,PSS,WW,HEPHY,Left,,,723.172
39562,PSS,EE,HEPHY,Left,,,716.918
39562,PSS,WW,HEPHY,Left,,,725.034
39562,PSS,EE,HEPHY,Left,,,713.136
39562,PSS,WW,HEPHY,Left,,,723.947
39562,PSS,EE,HEPHY,Left,,,714.534
39562,PSS,WW,HEPHY,Left,,,723.204
39562,PSS,EE,HEPHY,Left,,,714.391
39562,PSS,WW,HEPHY,Left,,,717.78
39562,PSS,EE,HEPHY,Left,,,710.593
39562,PSS,WW,HEPHY,Left,,,713.469
39562,PSS,EE,HEPHY,Left,,,707.457
39562,PSS,WW,HEPHY,Left,,,711.114
39562,PSS,EE,HEPHY,Left,,,707.295
39562,PSS,WW,HEPHY,Left,,,710.83
41730,2S,EE,Demokritos,Left,25.0,25.0,678.564
41730,2S,EE,Demokritos,Left,25.0,25.0,678.564
41730,2S,EE,Demokritos,Left,25.0,25.0,678.564
41730,2S,EE,Demokritos,Left,25.0,25.0,678.564
41730,2S,WW,Demokritos,Left,24.7,24.7,688.521
41730,2S,WW,Demokritos,Left,24.7,24.7,688.521
41730,2S,WW,Demokritos,Left,24.7,24.7,688.521
41730,2S,WW,Demokritos,Left,24.7,24.7,688.521
41730,2S,EE,Demokritos,Left,24.5,24.5,679.562
41730,2S,EE,Demokritos,Left,24.5,24.5,679.562
41730,2S,EE,Demokritos,Left,24.5,24.5,679.562
41730,2S,EE,Demokritos,Left,24.5,24.5,679.562
41730,2S,WW,Demokritos,Left,24.1,24.1,691.706
41730,2S,WW,Demokritos,Left,24.1,24.1,691.706
41730,2S,WW,Demokritos,Left,24.1,24.1,691.706
41730,2S,WW,Demokritos,Left,24.1,24.1,691.706
41730,2S,EE,Demokritos,Left,23.5,23.5,687.263
41730,2S,EE,Demokritos,Left,23.5,23.5,687.263
41730,2S,EE,Demokritos,Left,23.5,23.5,687.263
41730,2S,WW,Demokritos,Left,23.2,23.2,688.438
41730,2S,WW,Demokritos,Left,23.2,23.2,688.438
41730,2S,WW,Demokritos,Left,23.2,23.2,688.438
41730,2S,EE,Demokritos,Left,22.2,22.2,679.923
41730,2S,EE,Demokritos,Left,22.2,22.2,679.923
41730,2S,EE,Demokritos,Left,22.2,22.2,679.923
41730,2S,WW,Demokritos,Left,21.9,21.9,686.702
41730,2S,WW,Demokritos,Left,21.9,21.9,686.702
41730,2S,WW,Demokritos,Left,21.9,21.9,686.702
41730,2S,EE,Demokritos,Left,22.7,22.7,676.421
41730,2S,EE,Demokritos,Left,22.7,22.7,676.421
41730,2S,WW,Demokritos,Left,22.3,22.3,681.24
41730,2S,WW,Demokritos,Left,22.3,22.3,681.24
41730,2S,EE,Demokritos,Left,21.7,21.7,678.321
41730,2S,EE,Demokritos,Left,21.7,21.7,678.321
41730,2S,EE,Demokritos,Left,21.7,21.7,678.321
41730,2S,WW,Demokritos,Left,19.9,19.9,681.104
41730,2S,WW,Demokritos,Left,19.9,19.9,681.104
41730,2S,WW,Demokritos,Left,19.9,19.9,681.104
41730,2S,EE,Demokritos,Left,21.0,21.0,676.104
41730,2S,EE,Demokritos,Left,21.0,21.0,676.104
41730,2S,EE,Demokritos,Left,21.0,21.0,676.104
41730,2S,WW,Demokritos,Left,21.3,21.3,684.225
41730,2S,WW,Demokritos,Left,21.3,21.3,684.225
41730,2S,WW,Demokritos,Left,21.3,21.3,684.225
41731,2S,EE,Demokritos,Left,23.3,23.3,681.27
41731,2S,EE,Demokritos,Left,23.3,23.3,681.27
41731,2S,EE,Demokritos,Left,23.3,23.3,681.27
41731,2S,EE,Demokritos,Left,23.3,23.3,681.27
41731,2S,WW,Demokritos,Left,22.8,22.8,685.963
41731,2S,WW,Demokritos,Left,22.8,22.8,685.963
41731,2S,WW,Demokritos,Left,22.8,22.8,685.963
41731,2S,EE,Demokritos,Left,22.6,22.6,677.902
41731,2S,EE,Demokritos,Left,22.6,22.6,677.902
41731,2S,EE,Demokritos,Left,22.6,22.6,677.902
41731,2S,WW,Demokritos,Left,22.4,22.4,686.26
41731,2S,WW,Demokritos,Left,22.4,22.4,686.26
41731,2S,WW,Demokritos,Left,22.4,22.4,686.26
41731,2S,EE,Demokritos,Left,21.3,21.3,682.11
41731,2S,EE,Demokritos,Left,21.3,21.3,682.11
41731,2S,EE,Demokritos,Left,21.3,21.3,682.11
41731,2S,WW,Demokritos,Left,21.4,21.4,685.338
41731,2S,WW,Demokritos,Left,21.4,21.4,685.338
41731,2S,WW,Demokritos,Left,21.4,21.4,685.338
41731,2S,EE,Demokritos,Left,22.3,22.3,677.245
41731,2S,EE,Demokritos,Left,22.3,22.3,677.245
41731,2S,EE,Demokritos,Left,22.3,22.3,677.245
41731,2S,WW,Demokritos,Left,22.3,22.3,686.252
41731,2S,WW,Demokritos,Left,22.3,22.3,686.252
41731,2S,EE,Demokritos,Left,24.6,24.6,683.61
41731,2S,EE,Demokritos,Left,24.6,24.6,683.61
41731,2S,EE,Demokritos,Left,24.6,24.6,683.61
41731,2S,WW,Demokritos,Left,24.1,24.1,683.328
41731,2S,WW,Demokritos,Left,24.1,24.1,683.328
41731,2S,WW,Demokritos,Left,24.1,24.1,683.328
41732,2S,EE,Demokritos,Left,18.7,18.7,682.831
41732,2S,EE,Demokritos,Left,18.7,18.7,682.831
41732,2S,WW,Demokritos,Left,20.0,20.0,693.514
41732,2S,WW,Demokritos,Left,20.0,20.0,693.514
41732,2S,EE,Demokritos,Left,24.4,24.4,685.857
41732,2S,EE,Demokritos,Left,24.4,24.4,685.857
41732,2S,WW,Demokritos,Left,24.0,24.0,693.766
41732,2S,WW,Demokritos,Left,24.0,24.0,693.766
41732,2S,EE,Demokritos,Left,20.6,20.6,683.243
41732,2S,EE,Demokritos,Left,20.6,20.6,683.243
41732,2S,WW,Demokritos,Left,21.0,21.0,692.481
41732,2S,WW,Demokritos,Left,21.0,21.0,692.481
41732,2S,EE,Demokritos,Left,23.5,23.5,681.725
41732,2S,EE,Demokritos,Left,23.5,23.5,681.725
41732,2S,WW,Demokritos,Left,23.2,23.2,688.609
41732,2S,WW,Demokritos,Left,23.2,23.2,688.609
41732,2S,EE,Demokritos,Left,22.9,22.9,681.0
41732,2S,EE,Demokritos,Left,22.9,22.9,681.0
41732,2S,WW,Demokritos,Left,22.7,22.7,687.287
41732,2S,WW,Demokritos,Left,22.7,22.7,687.287
41732,2S,EE,Demokritos,Left,21.2,21.2,680.319
41732,2S,EE,Demokritos,Left,21.2,21.2,680.319
41732,2S,WW,Demokritos,Left,21.4,21.4,685.498
41732,2S,WW,Demokritos,Left,21.4,21.4,685.498
41732,2S,EE,Demokritos,Left,21.6,21.6,679.911
41732,2S,EE,Demokritos,Left,21.6,21.6,679.911
41732,2S,WW,Demokritos,Left,21.7,21.7,685.067
41732,2S,WW,Demokritos,Left,21.7,21.7,685.067
41733,2S,EE,HEPHY,Left,,,693.293
41733,2S,WW,HEPHY,Left,,,701.749
41733,2S,EE,HEPHY,Left,,,689.263
41733,2S,WW,HEPHY,Left,,,697.072
41733,2S,EE,HEPHY,Left,,,689.832
41733,2S,WW,HEPHY,Left,,,696.986
41733,2S,EE,HEPHY,Left,,,691.066
41733,2S,WW,HEPHY,Left,,,693.73
41733,2S,EE,HEPHY,Left,,,688.878
41733,2S,WW,HEPHY,Left,,,692.663
41733,2S,EE,HEPHY,Left,,,718.135
41733,2S,WW,HEPHY,Left,,,697.925
41733,2S,EE,HEPHY,Left,,,691.287
41733,2S,WW,HEPHY,Left,,,693.086
41733,2S,EE,HEPHY,Left,,,691.686
41733,2S,WW,HEPHY,Left,,,691.524
41734,2S,EE,HEPHY,Left,,,695.893
41734,2S,WW,HEPHY,Left,,,706.977
41734,2S,EE,HEPHY,Left,,,698.152
41734,2S,WW,HEPHY,Left,,,708.672
41734,2S,EE,HEPHY,Left,,,695.301
41734,2S,WW,HEPHY,Left,,,707.121
41734,2S,EE,HEPHY,Left,,,694.833
41734,2S,WW,HEPHY,Left,,,706.384
41734,2S,EE,HEPHY,Left,,,693.924
41734,2S,WW,HEPHY,Left,,,704.463
41734,2S,EE,HEPHY,Left,,,693.444
41734,2S,WW,HEPHY,Left,,,697.863
41734,2S,EE,HEPHY,Left,,,693.889
41734,2S,WW,HEPHY,Left,,,698.081
41734,2S,EE,HEPHY,Left,,,694.788
41734,2S,WW,HEPHY,Left,,,695.9
41735,2S,EE,HEPHY,Left,,,687.413
41735,2S,WW,HEPHY,Left,,,699.296
41735,2S,EE,HEPHY,Left,,,692.944
41735,2S,WW,HEPHY,Left,,,700.169
41735,2S,EE,HEPHY,Left,,,690.819
41735,2S,WW,HEPHY,Left,,,706.156
41735,2S,EE,HEPHY,Left,,,694.08
41735,2S,WW,HEPHY,Left,,,696.586
41735,2S,EE,HEPHY,Left,,,688.8
41735,2S,WW,HEPHY,Left,,,697.338
41735,2S,EE,HEPHY,Left,,,687.078
41735,2S,WW,HEPHY,Left,,,692.113
41735,2S,EE,HEPHY,Left,,,690.021
41735,2S,WW,HEPHY,Left,,,691.61
41735,2S,EE,HEPHY,Left,,,695.792
41735,2S,WW,HEPHY,Left,,,695.117
39563,PSS,EE,Brown,Right,20.0,20.009,706.328
39563,PSS,WW,Brown,Right,20.0,20.031,701.875
39563,PSS,EE,Brown,Right,20.0,20.018,706.275
39563,PSS,WW,Brown,Right,20.0,20.086,703.052
39563,PSS,EE,Brown,Right,20.0,20.067,707.028
39563,PSS,WW,Brown,Right,20.0,20.065,700.116
39563,PSS,EE,Brown,Right,20.0,20.145,706.607
39563,PSS,WW,Brown,Right,20.0,20.155,698.654
39563,PSS,EE,Brown,Right,20.0,20.007,702.664
39563,PSS,WW,Brown,Right,20.0,20.023,698.676
39563,PSS,EE,Brown,Right,20.0,20.035,701.596
39563,PSS,WW,Brown,Right,20.0,20.041,699.148
39563,PSS,EE,Brown,Right,20.0,20.055,699.787
