batch_number,Type,Orientation,Location,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,CACC_PFRD
42244,2S,WW,HEPHY,Left,,,83.959
42244,2S,EE,HEPHY,Left,,,84.343
42244,2S,WW,HEPHY,Left,,,83.798
42241,PSS,EE,HEPHY,Left,,,83.508
42241,PSS,WW,HEPHY,Left,,,82.282
42241,PSS,EE,HEPHY,Left,,,83.486
42241,PSS,WW,HEPHY,Left,,,82.46
42241,PSS,EE,HEPHY,Left,,,83.522
42241,PSS,WW,HEPHY,Left,,,82.198
42241,PSS,EE,HEPHY,Left,,,82.944
42241,PSS,WW,HEPHY,Left,,,82.898
42241,PSS,EE,HEPHY,Left,,,83.663
42241,PSS,WW,HEPHY,Left,,,82.524
42241,PSS,EE,HEPHY,Left,,,83.523
42241,PSS,WW,HEPHY,Left,,,82.436
42241,PSS,EE,HEPHY,Left,,,84.02
42241,PSS,WW,HEPHY,Left,,,82.982
42241,PSS,EE,HEPHY,Left,,,83.152
42241,PSS,WW,HEPHY,Left,,,83.358
42241,PSS,EE,HEPHY,Left,,,83.891
42241,PSS,WW,HEPHY,Left,,,83.178
42241,PSS,EE,HEPHY,Left,,,83.623
42241,PSS,WW,HEPHY,Left,,,83.095
42648,PSS,EE,HEPHY,Left,,,82.151
42648,PSS,WW,HEPHY,Left,,,80.975
42648,PSS,EE,HEPHY,Left,,,81.407
42648,PSS,WW,HEPHY,Left,,,81.055
42648,PSS,EE,HEPHY,Left,,,82.647
42648,PSS,WW,HEPHY,Left,,,81.273
42648,PSS,EE,HEPHY,Left,,,82.776
42648,PSS,WW,HEPHY,Left,,,81.149
42648,PSS,EE,HEPHY,Left,,,82.798
42648,PSS,WW,HEPHY,Left,,,81.156
42648,PSS,EE,HEPHY,Left,,,82.665
42648,PSS,WW,HEPHY,Left,,,81.132
42648,PSS,EE,HEPHY,Left,,,82.799
42648,PSS,WW,HEPHY,Left,,,81.617
42648,PSS,EE,HEPHY,Left,,,83.028
42648,PSS,WW,HEPHY,Left,,,81.857
42648,PSS,EE,HEPHY,Left,,,83.251
42648,PSS,WW,HEPHY,Left,,,82.029
42648,PSS,EE,HEPHY,Left,,,83.141
42648,PSS,WW,HEPHY,Left,,,82.158
42247,2S,EE,Brown,Right,20.0,20.045,82.798
42247,2S,WW,Brown,Right,20.0,20.004,83.94
42247,2S,EE,Brown,Right,20.0,20.002,82.621
42247,2S,WW,Brown,Right,20.0,20.01,83.594
42247,2S,EE,Brown,Right,20.0,20.021,82.314
42247,2S,WW,Brown,Right,20.0,20.005,83.404
42247,2S,EE,Brown,Right,20.0,20.057,83.167
42247,2S,WW,Brown,Right,20.0,20.068,83.81
42247,2S,EE,Brown,Right,20.0,20.005,83.553
42247,2S,WW,Brown,Right,20.0,20.006,84.533
42247,2S,EE,Brown,Right,20.0,20.046,83.613
42247,2S,WW,Brown,Right,20.0,20.066,84.391
42247,2S,EE,Brown,Right,20.0,20.19,84.067
42247,2S,WW,Brown,Right,20.0,20.23,84.431
42247,2S,EE,Brown,Right,20.0,20.302,84.045
42247,2S,WW,Brown,Right,20.0,20.317,84.865
42249,2S,EE,Brown,Right,20.0,20.033,82.34
42249,2S,WW,Brown,Right,20.0,20.004,83.618
42249,2S,EE,Brown,Right,20.0,20.07,82.298
42249,2S,WW,Brown,Right,20.0,20.004,85.884
42249,2S,EE,Brown,Right,20.0,20.004,82.147
42249,2S,WW,Brown,Right,20.0,20.004,83.308
42249,2S,EE,Brown,Right,20.0,20.011,82.2
42249,2S,WW,Brown,Right,20.0,20.004,83.405
42249,2S,EE,Brown,Right,20.0,20.052,82.906
42249,2S,WW,Brown,Right,20.0,20.001,83.718
42249,2S,EE,Brown,Right,20.0,20.019,82.978
42249,2S,WW,Brown,Right,20.0,20.027,84.06
42249,2S,EE,Brown,Right,20.0,20.212,82.948
42249,2S,WW,Brown,Right,20.0,20.024,84.029
42249,2S,EE,Brown,Right,20.0,20.079,83.303
42249,2S,WW,Brown,Right,20.0,20.082,84.408
42251,2S,EE,Brown,Right,20.0,20.049,84.123
42251,2S,WW,Brown,Right,20.0,20.002,84.935
42251,2S,EE,Brown,Right,20.0,20.027,84.036
42251,2S,WW,Brown,Right,20.0,20.005,84.463
42251,2S,EE,Brown,Right,20.0,20.012,84.739
42251,2S,WW,Brown,Right,20.0,20.004,84.787
42251,2S,EE,Brown,Right,20.0,20.022,84.523
42251,2S,WW,Brown,Right,20.0,20.017,87.568
42251,2S,EE,Brown,Right,20.0,20.008,84.578
42251,2S,WW,Brown,Right,20.0,20.015,85.189
42251,2S,EE,Brown,Right,20.0,20.005,84.578
42251,2S,WW,Brown,Right,20.0,20.003,85.687
42251,2S,EE,Brown,Right,20.0,20.111,84.758
42251,2S,WW,Brown,Right,20.0,20.004,85.493
42251,2S,EE,Brown,Right,20.0,20.032,84.902
42251,2S,WW,Brown,Right,20.0,20.066,85.676
42252,2S,EE,HEPHY,Left,,,82.119
42252,2S,WW,HEPHY,Left,,,80.431
42252,2S,EE,HEPHY,Left,,,81.848
42252,2S,WW,HEPHY,Left,,,80.718
42252,2S,EE,HEPHY,Left,,,81.901
42252,2S,WW,HEPHY,Left,,,80.629
42252,2S,EE,HEPHY,Left,,,81.772
42252,2S,WW,HEPHY,Left,,,80.764
42252,2S,EE,HEPHY,Left,,,81.907
42252,2S,WW,HEPHY,Left,,,81.109
42252,2S,EE,HEPHY,Left,,,82.316
42252,2S,WW,HEPHY,Left,,,81.926
42252,2S,EE,HEPHY,Left,,,82.619
42252,2S,WW,HEPHY,Left,,,82.258
42252,2S,EE,HEPHY,Left,,,82.476
42252,2S,WW,HEPHY,Left,,,82.404
42253,2S,EE,Demokritos,Left,22.8,22.8,84.717
42253,2S,WW,Demokritos,Left,22.6,22.6,83.934
42253,2S,EE,Demokritos,Left,22.1,22.1,84.838
42253,2S,WW,Demokritos,Left,22.0,22.0,84.244
42253,2S,EE,Demokritos,Left,22.5,22.5,84.837
42253,2S,WW,Demokritos,Left,22.4,22.4,84.089
42253,2S,EE,Demokritos,Left,21.2,21.2,84.825
42253,2S,WW,Demokritos,Left,21.5,21.5,84.649
42253,2S,EE,Demokritos,Left,22.3,22.3,84.718
42253,2S,WW,Demokritos,Left,22.2,22.2,84.17
42254,2S,EE,Demokritos,Left,20.4,20.4,84.009
42254,2S,WW,Demokritos,Left,21.1,21.1,82.985
42254,2S,EE,Demokritos,Left,21.7,21.7,84.175
42254,2S,WW,Demokritos,Left,21.7,21.7,83.088
42254,2S,EE,Demokritos,Left,21.7,21.7,84.599
42254,2S,WW,Demokritos,Left,21.7,21.7,83.481
42254,2S,EE,Demokritos,Left,21.7,21.7,84.667
42254,2S,WW,Demokritos,Left,21.8,21.8,83.455
42254,2S,EE,Demokritos,Left,21.8,21.8,84.944
42254,2S,WW,Demokritos,Left,21.8,21.8,83.859
42255,2S,EE,Demokritos,Left,21.9,21.9,85.085
42255,2S,WW,Demokritos,Left,21.8,21.8,84.175
42255,2S,EE,Demokritos,Left,21.9,21.9,85.042
42255,2S,WW,Demokritos,Left,21.9,21.9,84.383
42255,2S,EE,Demokritos,Left,20.4,20.4,85.306
42255,2S,WW,Demokritos,Left,21.1,21.1,84.674
42255,2S,EE,Demokritos,Left,21.4,21.4,85.638
42255,2S,WW,Demokritos,Left,21.7,21.7,84.818
42255,2S,EE,Demokritos,Left,21.8,21.8,85.541
42255,2S,WW,Demokritos,Left,21.8,21.8,85.07
42650,2S,EE,HEPHY,Left,,,81.058
42650,2S,WW,HEPHY,Left,,,80.939
42650,2S,EE,HEPHY,Left,,,81.401
42650,2S,WW,HEPHY,Left,,,80.696
42650,2S,EE,HEPHY,Left,,,81.508
42650,2S,WW,HEPHY,Left,,,81.101
42650,2S,EE,HEPHY,Left,,,81.316
42650,2S,WW,HEPHY,Left,,,81.148
42650,2S,EE,HEPHY,Left,,,81.535
42650,2S,WW,HEPHY,Left,,,81.201
42650,2S,EE,HEPHY,Left,,,81.624
42650,2S,WW,HEPHY,Left,,,82.427
42650,2S,EE,HEPHY,Left,,,81.527
42650,2S,EE,HEPHY,Left,,,0.625
42650,2S,WW,HEPHY,Left,,,81.032
42256,2S,EE,Brown,Right,20.0,20.009,80.267
42256,2S,WW,Brown,Right,20.0,20.025,81.292
42256,2S,EE,Brown,Right,20.0,20.081,80.321
42256,2S,WW,Brown,Right,20.0,20.055,81.045
42256,2S,EE,Brown,Right,20.0,20.052,79.949
42256,2S,WW,Brown,Right,20.0,20.056,81.017
42256,2S,EE,Brown,Right,20.0,20.083,79.929
42256,2S,WW,Brown,Right,20.0,20.076,81.112
42256,2S,EE,Brown,Right,20.0,20.02,80.428
42256,2S,WW,Brown,Right,20.0,20.034,81.258
42256,2S,EE,Brown,Right,20.0,20.085,80.674
42256,2S,WW,Brown,Right,20.0,20.019,81.526
42256,2S,EE,Brown,Right,20.0,20.056,81.905
42256,2S,WW,Brown,Right,20.0,20.057,81.599
42256,2S,EE,Brown,Right,20.0,20.051,80.87
42256,2S,WW,Brown,Right,20.0,20.06,81.628
42257,2S,EE,Brown,Right,20.0,20.045,81.364
42257,2S,EE,Brown,Right,20.0,20.048,81.698
42257,2S,WW,Brown,Right,20.0,20.088,82.143
42257,2S,EE,Brown,Right,20.0,20.02,81.875
42257,2S,WW,Brown,Right,20.0,20.04,81.988
42257,2S,EE,Brown,Right,20.0,20.121,81.428
42257,2S,WW,Brown,Right,20.0,20.116,82.375
42257,2S,EE,Brown,Right,20.0,20.063,81.485
42257,2S,WW,Brown,Right,20.0,20.057,82.359
42257,2S,EE,Brown,Right,20.0,20.122,81.86
42257,2S,EE,Brown,Right,20.0,20.134,81.607
42257,2S,WW,Brown,Right,20.0,20.013,82.587
42257,2S,EE,Brown,Right,20.0,20.113,46.566
42257,2S,EE,Brown,Right,20.0,20.165,82.056
42257,2S,WW,Brown,Right,20.0,20.04,82.682
42257,2S,EE,Brown,Right,20.0,20.062,81.771
42257,2S,EE,Brown,Right,20.0,20.016,81.981
42257,2S,WW,Brown,Right,20.0,20.067,82.647
42257,2S,EE,Brown,Right,20.0,20.039,50.686
42257,2S,EE,Brown,Right,20.0,20.024,82.147
42257,2S,WW,Brown,Right,20.0,20.062,82.523
42653,2S,EE,HEPHY,Left,,,80.65
42653,2S,WW,HEPHY,Left,,,79.483
42653,2S,EE,HEPHY,Left,,,80.628
42653,2S,WW,HEPHY,Left,,,79.42
42653,2S,EE,HEPHY,Left,,,80.604
42653,2S,WW,HEPHY,Left,,,79.522
42653,2S,EE,HEPHY,Left,,,80.713
42653,2S,WW,HEPHY,Left,,,79.554
42653,2S,EE,HEPHY,Left,,,80.899
42653,2S,WW,HEPHY,Left,,,79.873
42653,2S,EE,HEPHY,Left,,,80.953
42653,2S,WW,HEPHY,Left,,,79.441
42653,2S,EE,HEPHY,Left,,,81.391
42653,2S,WW,HEPHY,Left,,,80.841
42653,2S,EE,HEPHY,Left,,,81.387
42653,2S,WW,HEPHY,Left,,,80.434
42654,2S,EE,HEPHY,Left,,,81.223
42654,2S,WW,HEPHY,Left,,,0.606
42654,2S,EE,HEPHY,Left,,,81.022
42654,2S,EE,HEPHY,Left,,,81.345
42654,2S,WW,HEPHY,Left,,,80.063
42654,2S,EE,HEPHY,Left,,,81.297
42654,2S,WW,HEPHY,Left,,,80.559
42654,2S,EE,HEPHY,Left,,,81.305
42654,2S,WW,HEPHY,Left,,,80.787
42654,2S,EE,HEPHY,Left,,,81.651
42654,2S,WW,HEPHY,Left,,,80.716
42654,2S,EE,HEPHY,Left,,,41.982
42654,2S,WW,HEPHY,Left,,,0.495
42654,2S,EE,HEPHY,Left,,,81.384
42654,2S,WW,HEPHY,Left,,,80.71
42655,2S,EE,HEPHY,Left,,,82.986
42655,2S,WW,HEPHY,Left,,,81.597
42655,2S,EE,HEPHY,Left,,,82.792
42655,2S,WW,HEPHY,Left,,,81.039
42655,2S,EE,HEPHY,Left,,,82.275
42655,2S,WW,HEPHY,Left,,,81.522
42655,2S,EE,HEPHY,Left,,,82.854
42655,2S,WW,HEPHY,Left,,,81.697
42655,2S,EE,HEPHY,Left,,,83.02
42655,2S,WW,HEPHY,Left,,,81.394
42655,2S,EE,HEPHY,Left,,,82.745
42655,2S,WW,HEPHY,Left,,,81.682
42655,2S,EE,HEPHY,Left,,,83.159
42655,2S,WW,HEPHY,Left,,,81.996
42655,2S,EE,HEPHY,Left,,,76.923
42655,2S,WW,HEPHY,Left,,,82.399
42656,2S,EE,HEPHY,Left,,,83.354
42656,2S,WW,HEPHY,Left,,,82.058
42656,2S,EE,HEPHY,Left,,,83.064
42656,2S,WW,HEPHY,Left,,,82.316
42656,2S,EE,HEPHY,Left,,,83.381
42656,2S,WW,HEPHY,Left,,,82.397
42656,2S,EE,HEPHY,Left,,,83.868
42656,2S,WW,HEPHY,Left,,,82.747
42656,2S,EE,HEPHY,Left,,,83.707
42656,2S,WW,HEPHY,Left,,,82.972
42656,2S,EE,HEPHY,Left,,,83.614
42656,2S,WW,HEPHY,Left,,,83.295
42656,2S,EE,HEPHY,Left,,,83.891
42656,2S,WW,HEPHY,Left,,,83.685
42656,2S,EE,HEPHY,Left,,,83.624
42656,2S,WW,HEPHY,Left,,,83.233
42657,2S,EE,Demokritos,Left,21.8,21.8,84.805
42657,2S,WW,Demokritos,Left,22.4,22.4,83.976
42657,2S,EE,Demokritos,Left,22.2,22.2,84.911
42657,2S,WW,Demokritos,Left,22.7,22.7,84.559
42657,2S,EE,Demokritos,Left,23.2,23.2,85.461
42657,2S,WW,Demokritos,Left,23.5,23.5,84.571
42657,2S,EE,Demokritos,Left,23.8,23.8,85.172
42657,2S,WW,Demokritos,Left,24.1,24.1,84.372
42657,2S,EE,Demokritos,Left,20.7,20.7,85.041
42657,2S,WW,Demokritos,Left,22.3,22.3,84.498
42657,2S,EE,Demokritos,Left,22.5,22.5,85.527
42657,2S,WW,Demokritos,Left,22.9,22.9,84.974
42657,2S,EE,Demokritos,Left,23.2,23.2,85.579
42657,2S,WW,Demokritos,Left,23.7,23.7,84.878
42658,2S,EE,Demokritos,Left,24.4,24.4,84.03
42658,2S,WW,Demokritos,Left,24.6,24.6,83.292
42658,2S,EE,Demokritos,Left,23.4,23.4,84.666
42658,2S,WW,Demokritos,Left,24.0,24.0,83.411
42658,2S,EE,Demokritos,Left,24.8,24.8,84.285
42658,2S,WW,Demokritos,Left,20.8,20.8,83.125
42658,2S,EE,Demokritos,Left,24.2,24.2,84.89
42658,2S,WW,Demokritos,Left,24.4,24.4,83.88
42658,2S,EE,Demokritos,Left,21.7,21.7,84.603
42658,2S,WW,Demokritos,Left,22.3,22.3,84.009
42658,2S,EE,Demokritos,Left,24.8,24.8,85.104
42658,2S,WW,Demokritos,Left,25.1,25.1,84.272
42658,2S,EE,Demokritos,Left,22.8,22.8,84.806
42658,2S,WW,Demokritos,Left,23.1,23.1,84.476
42659,2S,EE,Demokritos,Left,21.8,21.8,84.816
42659,2S,WW,Demokritos,Left,22.2,22.2,83.853
42659,2S,EE,Demokritos,Left,22.1,22.1,84.929
42659,2S,WW,Demokritos,Left,22.1,22.1,84.142
42659,2S,EE,Demokritos,Left,20.4,20.4,84.877
42659,2S,WW,Demokritos,Left,21.3,21.3,84.32
42659,2S,EE,Demokritos,Left,22.0,22.0,85.074
42659,2S,WW,Demokritos,Left,22.4,22.4,84.675
42659,2S,EE,Demokritos,Left,22.2,22.2,85.268
42659,2S,WW,Demokritos,Left,22.2,22.2,84.638
42659,2S,EE,Demokritos,Left,23.0,23.0,85.327
42659,2S,WW,Demokritos,Left,23.1,23.1,84.733
42659,2S,EE,Demokritos,Left,22.2,22.2,85.119
42659,2S,WW,Demokritos,Left,22.1,22.1,84.545
42901,2S,EE,Demokritos,Left,23.7,23.7,84.464
42901,2S,WW,Demokritos,Left,24.1,24.1,83.221
42901,2S,EE,Demokritos,Left,23.6,23.6,84.646
42901,2S,WW,Demokritos,Left,24.1,24.1,83.223
42901,2S,EE,Demokritos,Left,24.5,24.5,84.579
42901,2S,WW,Demokritos,Left,21.0,21.0,83.298
42901,2S,EE,Demokritos,Left,22.4,22.4,84.904
42901,2S,WW,Demokritos,Left,22.9,22.9,83.534
42901,2S,EE,Demokritos,Left,23.0,23.0,84.565
42901,2S,WW,Demokritos,Left,23.4,23.4,83.871
42901,2S,EE,Demokritos,Left,19.8,19.8,84.808
42901,2S,WW,Demokritos,Left,21.3,21.3,84.125
42901,2S,EE,Demokritos,Left,22.4,22.4,84.608
42901,2S,WW,Demokritos,Left,23.2,23.2,84.741
42902,2S,EE,Brown,Right,20.0,20.009,81.474
42902,2S,WW,Brown,Right,20.0,20.01,82.177
42902,2S,EE,Brown,Right,20.0,20.013,81.862
42902,2S,WW,Brown,Right,20.0,20.033,82.078
42902,2S,EE,Brown,Right,20.0,20.045,81.418
42902,2S,WW,Brown,Right,20.0,20.044,82.251
42902,2S,EE,Brown,Right,20.0,20.054,81.447
42902,2S,WW,Brown,Right,20.0,20.031,82.397
42902,2S,EE,Brown,Right,20.0,20.003,81.72
42902,2S,WW,Brown,Right,20.0,20.006,82.319
42902,2S,EE,Brown,Right,20.0,20.008,81.889
42902,2S,WW,Brown,Right,20.0,20.021,82.331
42902,2S,EE,Brown,Right,20.0,20.024,81.945
42902,2S,WW,Brown,Right,20.0,20.028,82.411
42902,2S,EE,Brown,Right,20.0,20.054,81.987
42902,2S,WW,Brown,Right,20.0,20.031,83.011
42903,2S,EE,Brown,Right,20.0,20.007,83.123
42903,2S,WW,Brown,Right,20.0,20.004,84.162
42903,2S,EE,Brown,Right,20.0,20.094,82.861
42903,2S,WW,Brown,Right,20.0,20.022,84.014
42903,2S,EE,Brown,Right,20.0,20.015,83.29
42903,2S,WW,Brown,Right,20.0,20.017,83.637
42903,2S,EE,Brown,Right,20.0,20.045,83.03
42903,2S,WW,Brown,Right,20.0,20.173,83.946
42903,2S,EE,Brown,Right,20.0,20.009,82.985
42903,2S,WW,Brown,Right,20.0,20.027,84.105
42903,2S,EE,Brown,Right,20.0,20.176,83.469
42903,2S,WW,Brown,Right,20.0,20.017,84.208
42903,2S,EE,Brown,Right,20.0,20.045,83.494
42903,2S,WW,Brown,Right,20.0,20.048,84.584
42903,2S,EE,Brown,Right,20.0,20.051,83.549
42903,2S,WW,Brown,Right,20.0,20.05,84.516
42904,2S,EE,Brown,Right,20.0,20.017,81.561
42904,2S,WW,Brown,Right,20.0,20.004,82.018
42904,2S,EE,Brown,Right,20.0,20.016,81.481
42904,2S,WW,Brown,Right,20.0,20.036,81.797
42904,2S,EE,Brown,Right,20.0,20.013,81.437
42904,2S,WW,Brown,Right,20.0,20.011,81.977
42904,2S,EE,Brown,Right,20.0,20.062,81.343
42904,2S,WW,Brown,Right,20.0,20.138,82.156
42904,2S,EE,Brown,Right,20.0,20.007,81.69
42904,2S,WW,Brown,Right,20.0,20.019,82.154
42904,2S,EE,Brown,Right,20.0,20.004,81.503
42904,2S,WW,Brown,Right,20.0,20.016,82.572
42912,PSP,EE,Demokritos,Left,22.7,22.7,85.921
42912,PSP,WW,Demokritos,Left,22.7,22.7,84.923
42912,PSP,EE,Demokritos,Left,21.9,21.9,85.613
42912,PSP,WW,Demokritos,Left,22.4,22.4,84.885
42912,PSP,EE,Demokritos,Left,22.7,22.7,85.579
42912,PSP,WW,Demokritos,Left,22.8,22.8,84.738
42912,PSP,EE,Demokritos,Left,22.6,22.6,85.589
42912,PSP,WW,Demokritos,Left,22.7,22.7,84.551
42912,PSP,EE,Demokritos,Left,22.8,22.8,86.358
42912,PSP,WW,Demokritos,Left,19.8,19.8,84.957
42912,PSP,EE,Demokritos,Left,22.9,22.9,85.942
42912,PSP,WW,Demokritos,Left,20.6,20.6,85.763
42912,PSP,EE,Demokritos,Left,20.4,20.4,86.181
42912,PSP,WW,Demokritos,Left,21.2,21.2,85.845
42912,PSP,EE,Demokritos,Left,21.5,21.5,85.779
42912,PSP,WW,Demokritos,Left,21.7,21.7,85.361
42913,PSP,EE,Demokritos,Left,20.9,20.9,86.872
42913,PSP,WW,Demokritos,Left,20.4,20.4,86.418
42913,PSP,EE,Demokritos,Left,17.2,17.2,87.022
42913,PSP,WW,Demokritos,Left,17.2,17.2,86.531
42913,PSP,EE,Demokritos,Left,20.0,20.0,86.63
42913,PSP,WW,Demokritos,Left,19.6,19.6,86.131
42913,PSP,EE,Demokritos,Left,19.2,19.2,87.152
42913,PSP,WW,Demokritos,Left,19.3,19.3,86.486
42913,PSP,EE,Demokritos,Left,17.4,17.4,87.203
42913,PSP,WW,Demokritos,Left,18.3,18.3,86.708
42913,PSP,EE,Demokritos,Left,19.7,19.7,87.223
42913,PSP,WW,Demokritos,Left,18.3,18.3,87.257
42913,PSP,EE,Demokritos,Left,17.1,17.1,87.474
42913,PSP,WW,Demokritos,Left,17.0,17.0,87.219
42913,PSP,EE,Demokritos,Left,16.9,16.9,87.216
42913,PSP,WW,Demokritos,Left,16.9,16.9,87.388
42900,PSS,EE,HEPHY,Left,,,81.096
42900,PSS,WW,HEPHY,Left,,,79.606
42900,PSS,EE,HEPHY,Left,,,80.483
42900,PSS,WW,HEPHY,Left,,,79.17
42900,PSS,EE,HEPHY,Left,,,80.376
42900,PSS,WW,HEPHY,Left,,,79.352
42900,PSS,EE,HEPHY,Left,,,80.52
42900,PSS,WW,HEPHY,Left,,,79.355
42900,PSS,EE,HEPHY,Left,,,80.475
42900,PSS,WW,HEPHY,Left,,,79.085
42900,PSS,EE,HEPHY,Left,,,80.687
42900,PSS,WW,HEPHY,Left,,,79.363
42900,PSS,EE,HEPHY,Left,,,80.753
42900,PSS,WW,HEPHY,Left,,,80.027
42900,PSS,EE,HEPHY,Left,,,80.726
42900,PSS,WW,HEPHY,Left,,,80.129
42900,PSS,EE,HEPHY,Left,,,81.035
42900,PSS,WW,HEPHY,Left,,,80.266
42900,PSS,EE,HEPHY,Left,,,81.162
42900,PSS,WW,HEPHY,Left,,,80.164
42904,2S,EE,Brown,Right,20.0,20.056,81.741
42904,2S,WW,Brown,Right,20.0,20.077,82.451
42904,2S,EE,Brown,Right,20.0,20.046,82.019
42904,2S,WW,Brown,Right,20.0,20.057,82.325
42905,2S,EE,Brown,Right,20.0,20.045,83.636
42905,2S,WW,Brown,Right,20.0,20.055,84.884
42905,2S,EE,Brown,Right,20.0,20.014,83.933
42905,2S,WW,Brown,Right,20.0,20.045,76.059
42905,2S,EE,Brown,Right,20.0,20.083,83.805
42905,2S,WW,Brown,Right,20.0,20.061,84.709
42905,2S,EE,Brown,Right,20.0,20.072,84.161
42905,2S,WW,Brown,Right,20.0,20.077,84.886
42905,2S,EE,Brown,Right,20.0,20.006,84.228
42905,2S,WW,Brown,Right,20.0,20.037,85.004
42905,2S,EE,Brown,Right,20.0,20.005,83.393
42905,2S,WW,Brown,Right,20.0,20.021,84.938
42905,2S,EE,Brown,Right,20.0,20.059,84.098
42905,2S,WW,Brown,Right,20.0,20.065,85.239
42905,2S,EE,Brown,Right,20.0,20.089,84.185
42905,2S,WW,Brown,Right,20.0,20.07,85.149
42906,2S,EE,Demokritos,Left,17.5,17.5,85.643
42906,2S,WW,Demokritos,Left,19.5,19.5,84.511
42906,2S,EE,Demokritos,Left,19.4,19.4,85.682
42906,2S,WW,Demokritos,Left,21.4,21.4,84.082
42906,2S,EE,Demokritos,Left,20.6,20.6,85.578
42906,2S,WW,Demokritos,Left,20.9,20.9,84.416
42906,2S,EE,Demokritos,Left,21.3,21.3,85.676
42906,2S,WW,Demokritos,Left,22.1,22.1,84.391
42906,2S,EE,Demokritos,Left,21.8,21.8,85.624
42906,2S,WW,Demokritos,Left,22.3,22.3,84.998
42906,2S,EE,Demokritos,Left,22.2,22.2,85.963
42906,2S,WW,Demokritos,Left,22.5,22.5,85.147
42906,2S,EE,Demokritos,Left,22.5,22.5,85.84
42906,2S,WW,Demokritos,Left,22.8,22.8,84.831
42907,2S,EE,Demokritos,Left,19.5,19.5,85.533
42907,2S,WW,Demokritos,Left,20.7,20.7,84.809
42907,2S,EE,Demokritos,Left,21.0,21.0,85.901
42907,2S,WW,Demokritos,Left,21.7,21.7,84.443
42907,2S,EE,Demokritos,Left,21.3,21.3,85.76
42907,2S,WW,Demokritos,Left,21.8,21.8,85.246
42907,2S,EE,Demokritos,Left,22.3,22.3,85.942
42907,2S,WW,Demokritos,Left,22.6,22.6,85.109
42907,2S,EE,Demokritos,Left,22.9,22.9,86.064
42907,2S,WW,Demokritos,Left,23.0,23.0,85.407
42907,2S,EE,Demokritos,Left,22.1,22.1,85.799
42907,2S,WW,Demokritos,Left,22.3,22.3,85.498
42907,2S,EE,Demokritos,Left,22.5,22.5,86.135
42907,2S,WW,Demokritos,Left,22.6,22.6,85.448
42908,2S,EE,Brown,Right,20.0,20.008,82.708
42908,2S,WW,Brown,Right,20.0,20.009,83.369
42908,2S,EE,Brown,Right,20.0,20.023,82.77
42908,2S,WW,Brown,Right,20.0,20.062,83.096
42908,2S,EE,Brown,Right,20.0,20.033,82.309
42908,2S,WW,Brown,Right,20.0,20.088,83.374
42908,2S,EE,Brown,Right,20.0,20.087,82.483
42908,2S,WW,Brown,Right,20.0,20.084,83.195
42908,2S,EE,Brown,Right,20.0,20.005,82.764
42908,2S,WW,Brown,Right,20.0,20.009,83.114
42908,2S,EE,Brown,Right,20.0,20.023,83.277
42908,2S,WW,Brown,Right,20.0,20.039,83.44
42908,2S,EE,Brown,Right,20.0,20.031,83.486
42908,2S,WW,Brown,Right,20.0,20.037,83.442
42908,2S,EE,Brown,Right,20.0,20.064,83.31
42908,2S,WW,Brown,Right,20.0,20.034,83.534
42909,2S,EE,Brown,Right,20.0,20.006,82.945
42909,2S,WW,Brown,Right,20.0,20.022,83.495
42909,2S,EE,Brown,Right,20.0,20.021,83.253
42909,2S,WW,Brown,Right,20.0,20.042,83.173
42909,2S,EE,Brown,Right,20.0,20.047,82.682
42909,2S,WW,Brown,Right,20.0,20.056,83.343
42909,2S,EE,Brown,Right,20.0,20.067,82.946
42909,2S,WW,Brown,Right,20.0,20.06,83.48
42909,2S,EE,Brown,Right,20.0,20.006,83.008
42909,2S,WW,Brown,Right,20.0,20.018,83.529
42909,2S,EE,Brown,Right,20.0,20.012,83.217
42909,2S,WW,Brown,Right,20.0,20.049,83.801
42909,2S,EE,Brown,Right,20.0,20.068,83.435
42909,2S,WW,Brown,Right,20.0,20.057,83.792
42909,2S,EE,Brown,Right,20.0,20.074,83.888
42909,2S,WW,Brown,Right,20.0,20.073,83.944
42910,2S,EE,HEPHY,Left,,,82.683
42910,2S,WW,HEPHY,Left,,,81.897
42910,2S,EE,HEPHY,Left,,,82.891
42910,2S,WW,HEPHY,Left,,,82.079
42910,2S,EE,HEPHY,Left,,,83.37
42910,2S,WW,HEPHY,Left,,,82.1
42910,2S,EE,HEPHY,Left,,,83.163
42910,2S,WW,HEPHY,Left,,,82.049
42910,2S,EE,HEPHY,Left,,,83.218
42910,2S,WW,HEPHY,Left,,,82.556
42910,2S,EE,HEPHY,Left,,,82.923
42910,2S,WW,HEPHY,Left,,,83.058
42910,2S,EE,HEPHY,Left,,,83.721
42910,2S,WW,HEPHY,Left,,,83.202
42910,2S,EE,HEPHY,Left,,,83.734
42910,2S,WW,HEPHY,Left,,,82.723
42911,2S,EE,HEPHY,Left,,,83.434
42911,2S,WW,HEPHY,Left,,,82.7
42911,2S,EE,HEPHY,Left,,,82.956
42911,2S,WW,HEPHY,Left,,,81.748
42911,2S,EE,HEPHY,Left,,,83.191
42911,2S,WW,HEPHY,Left,,,78.426
42911,2S,EE,HEPHY,Left,,,83.477
42911,2S,WW,HEPHY,Left,,,82.025
42911,2S,EE,HEPHY,Left,,,83.132
42911,2S,WW,HEPHY,Left,,,82.69
