batch_number,Type,Orientation,Location,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,VFB_V
39563,PSS,EE,Brown,Right,20.0,20.145,-2.723
39563,PSS,WW,Brown,Right,20.0,20.155,-2.718
39563,PSS,EE,Brown,Right,20.0,20.007,-2.746
39563,PSS,WW,Brown,Right,20.0,20.023,-2.729
39563,PSS,EE,Brown,Right,20.0,20.035,-2.681
39563,PSS,WW,Brown,Right,20.0,20.041,-2.687
39563,PSS,EE,Brown,Right,20.0,20.055,-2.675
39563,PSS,WW,Brown,Right,20.0,20.059,-2.727
39563,PSS,EE,Brown,Right,20.0,20.074,-2.722
39563,PSS,WW,Brown,Right,20.0,20.061,-2.747
41727,PSS,EE,Brown,Right,20.0,20.011,-2.69
41727,PSS,WW,Brown,Right,20.0,20.039,-2.724
41727,PSS,EE,Brown,Right,20.0,20.032,-2.711
41727,PSS,WW,Brown,Right,20.0,20.043,-2.803
41727,PSS,EE,Brown,Right,20.0,20.071,-2.742
41727,PSS,WW,Brown,Right,20.0,20.068,-2.818
41727,PSS,EE,Brown,Right,20.0,20.076,-2.761
41727,PSS,WW,Brown,Right,20.0,20.072,-2.817
41727,PSS,EE,Brown,Right,20.0,20.005,-2.825
41727,PSS,WW,Brown,Right,20.0,20.01,-2.849
41727,PSS,EE,Brown,Right,20.0,20.008,-2.556
41727,PSS,WW,Brown,Right,20.0,20.019,-2.614
41727,PSS,EE,Brown,Right,20.0,20.035,-2.593
41727,PSS,WW,Brown,Right,20.0,20.037,-2.661
41727,PSS,EE,Brown,Right,20.0,20.051,-2.614
41727,PSS,WW,Brown,Right,20.0,20.04,-2.705
41728,PSS,EE,Perugia,Left,20.0,20.0,-2.329
41728,PSS,WW,Perugia,Left,20.0,20.0,-2.168
41728,PSS,EE,Perugia,Left,20.0,20.0,-2.249
41728,PSS,WW,Perugia,Left,20.0,20.0,-2.231
41728,PSS,EE,Perugia,Left,20.0,20.0,-2.448
41728,PSS,WW,Perugia,Left,20.0,20.0,-2.31
41728,PSS,EE,Perugia,Left,20.0,20.0,-2.449
41728,PSS,WW,Perugia,Left,20.0,20.0,-2.352
41728,PSS,EE,Perugia,Left,20.0,20.0,-2.102
41728,PSS,WW,Perugia,Left,20.0,20.0,-2.124
41728,PSS,EE,Perugia,Left,20.0,20.0,-2.101
41728,PSS,WW,Perugia,Left,20.0,20.0,-2.094
41728,PSS,EE,Perugia,Left,20.0,20.0,-2.168
41728,PSS,WW,Perugia,Left,20.0,20.0,-2.167
41728,PSS,EE,Perugia,Left,20.0,20.0,-2.198
41728,PSS,WW,Perugia,Left,20.0,20.0,-2.232
41740,2S,EE,Demokritos,Left,26.1,26.1,-2.841
41740,2S,WW,Demokritos,Left,19.3,19.3,-2.966
41740,2S,EE,Demokritos,Left,27.2,27.2,-2.887
41740,2S,WW,Demokritos,Left,26.5,26.5,-2.94
41740,2S,EE,Demokritos,Left,20.5,20.5,-3.192
41740,2S,WW,Demokritos,Left,21.2,21.2,-3.02
41740,2S,EE,Demokritos,Left,26.1,26.1,-2.767
41740,2S,WW,Demokritos,Left,26.2,26.2,-3.671
41740,2S,EE,Demokritos,Left,21.5,21.5,-2.931
41740,2S,WW,Demokritos,Left,21.7,21.7,-2.892
41741,2S,EE,Demokritos,Left,22.1,22.1,-3.129
41741,2S,WW,Demokritos,Left,22.3,22.3,-3.305
41741,2S,EE,Demokritos,Left,22.4,22.4,-3.433
41741,2S,WW,Demokritos,Left,22.4,22.4,-3.472
41741,2S,EE,Demokritos,Left,22.0,22.0,-3.208
41741,2S,WW,Demokritos,Left,22.2,22.2,-3.366
41741,2S,EE,Demokritos,Left,22.5,22.5,-3.271
41741,2S,WW,Demokritos,Left,22.4,22.4,-3.301
41741,2S,EE,Demokritos,Left,22.7,22.7,-3.13
41741,2S,WW,Demokritos,Left,23.3,23.3,-3.174
41741,2S,EE,Demokritos,Left,21.2,21.2,-3.152
41741,2S,WW,Demokritos,Left,21.9,21.9,-3.209
41741,2S,EE,Demokritos,Left,23.6,23.6,-3.14
41741,2S,WW,Demokritos,Left,23.8,23.8,-3.226
41742,2S,EE,Perugia,Left,20.0,20.0,-3.014
41742,2S,EE,Perugia,Left,20.0,20.0,-3.175
41742,2S,WW,Perugia,Left,20.0,20.0,-3.376
41742,2S,EE,Perugia,Left,20.0,20.0,-2.999
41742,2S,WW,Perugia,Left,20.0,20.0,-3.244
41742,2S,EE,Perugia,Left,20.0,20.0,-2.967
41742,2S,WW,Perugia,Left,20.0,20.0,-3.19
41742,2S,EE,Perugia,Left,20.0,20.0,-2.935
41742,2S,WW,Perugia,Left,20.0,20.0,-3.099
41742,2S,WW,Perugia,Left,20.0,20.0,-3.473
41742,2S,EE,Perugia,Left,20.0,20.0,-2.903
41742,2S,WW,Perugia,Left,20.0,20.0,-3.261
41742,2S,EE,Perugia,Left,20.0,20.0,-2.879
41742,2S,WW,Perugia,Left,20.0,20.0,-3.21
41743,2S,EE,Perugia,Left,20.0,20.0,-2.834
41743,2S,WW,Perugia,Left,20.0,20.0,-2.883
41743,2S,WW,Perugia,Left,20.0,20.0,-2.765
41743,2S,EE,Perugia,Left,20.0,20.0,-2.847
41743,2S,WW,Perugia,Left,20.0,20.0,-2.872
41743,2S,EE,Perugia,Left,20.0,20.0,-2.882
41743,2S,WW,Perugia,Left,20.0,20.0,-2.926
41743,2S,EE,Perugia,Left,20.0,20.0,-2.737
41743,2S,WW,Perugia,Left,20.0,20.0,-2.775
41743,2S,EE,Perugia,Left,20.0,20.0,-2.671
41743,2S,WW,Perugia,Left,20.0,20.0,-2.736
41743,2S,EE,Perugia,Left,20.0,20.0,-2.768
41744,2S,EE,HEPHY,Left,,,-2.821
41744,2S,WW,HEPHY,Left,,,-2.879
41744,2S,EE,HEPHY,Left,,,-2.774
41744,2S,WW,HEPHY,Left,,,-2.818
41744,2S,EE,HEPHY,Left,,,-2.807
41744,2S,WW,HEPHY,Left,,,-2.887
41744,2S,EE,HEPHY,Left,,,-2.844
41744,2S,WW,HEPHY,Left,,,-2.892
41744,2S,EE,HEPHY,Left,,,-2.698
41744,2S,WW,HEPHY,Left,,,-2.713
41744,2S,EE,HEPHY,Left,,,-2.694
41744,2S,WW,HEPHY,Left,,,-2.717
41744,2S,EE,HEPHY,Left,,,-2.746
41744,2S,WW,HEPHY,Left,,,-2.781
41744,2S,EE,HEPHY,Left,,,-2.798
41744,2S,WW,HEPHY,Left,,,-2.834
41745,2S,EE,HEPHY,Left,,,-3.03
41745,2S,WW,HEPHY,Left,,,-3.075
41745,2S,EE,HEPHY,Left,,,-3.069
41745,2S,WW,HEPHY,Left,,,-3.086
41745,2S,EE,HEPHY,Left,,,-3.079
41745,2S,WW,HEPHY,Left,,,-3.129
41745,2S,EE,HEPHY,Left,,,-3.091
41745,2S,WW,HEPHY,Left,,,-3.1
41745,2S,EE,HEPHY,Left,,,-2.935
41745,2S,WW,HEPHY,Left,,,-2.991
41745,2S,EE,HEPHY,Left,,,-2.905
41745,2S,WW,HEPHY,Left,,,-2.933
41745,2S,EE,HEPHY,Left,,,-3.011
41745,2S,WW,HEPHY,Left,,,-3.035
41745,2S,EE,HEPHY,Left,,,-2.994
41745,2S,WW,HEPHY,Left,,,-3.055
41746,2S,EE,Perugia,Left,20.0,20.0,-2.804
41746,2S,EE,Perugia,Left,20.0,20.0,-2.862
41746,2S,WW,Perugia,Left,20.0,20.0,-2.871
41746,2S,EE,Perugia,Left,20.0,20.0,-2.807
41746,2S,EE,Perugia,Left,20.0,20.0,-2.716
41746,2S,WW,Perugia,Left,20.0,20.0,-2.74
41746,2S,EE,Perugia,Left,20.0,20.0,-2.713
41746,2S,WW,Perugia,Left,20.0,20.0,-2.77
41746,2S,EE,Perugia,Left,20.0,20.0,-2.726
41746,2S,WW,Perugia,Left,20.0,20.0,-2.775
41746,2S,EE,Perugia,Left,20.0,20.0,-2.75
41746,2S,WW,Perugia,Left,20.0,20.0,-2.797
41747,2S,EE,HEPHY,Left,,,-2.99
41747,2S,WW,HEPHY,Left,,,-3.062
41747,2S,EE,HEPHY,Left,,,-3.004
41747,2S,WW,HEPHY,Left,,,-3.064
41747,2S,EE,HEPHY,Left,,,-3.034
41747,2S,WW,HEPHY,Left,,,-3.106
41747,2S,EE,HEPHY,Left,,,-2.893
41747,2S,WW,HEPHY,Left,,,-2.963
41747,2S,EE,HEPHY,Left,,,-2.894
41747,2S,WW,HEPHY,Left,,,-2.908
41747,2S,EE,HEPHY,Left,,,-2.984
41747,2S,WW,HEPHY,Left,,,-3.01
41747,2S,EE,HEPHY,Left,,,-2.992
41747,2S,WW,HEPHY,Left,,,-3.036
41747,2S,EE,HEPHY,Left,,,-2.998
41747,2S,WW,HEPHY,Left,,,-3.064
41748,2S,EE,Demokritos,Left,22.5,22.5,-2.891
41748,2S,WW,Demokritos,Left,23.2,23.2,-3.057
41748,2S,EE,Demokritos,Left,22.9,22.9,-2.937
41748,2S,WW,Demokritos,Left,23.8,23.8,-3.091
41748,2S,EE,Demokritos,Left,23.6,23.6,-3.262
41748,2S,WW,Demokritos,Left,23.9,23.9,-3.239
41748,2S,EE,Demokritos,Left,24.1,24.1,-3.147
41748,2S,WW,Demokritos,Left,24.3,24.3,-3.136
41748,2S,EE,Demokritos,Left,24.1,24.1,-2.886
41748,2S,WW,Demokritos,Left,24.1,24.1,-2.911
41748,2S,EE,Demokritos,Left,24.2,24.2,-2.974
41748,2S,WW,Demokritos,Left,24.2,24.2,-2.958
41748,2S,EE,Demokritos,Left,24.4,24.4,-3.016
41748,2S,WW,Demokritos,Left,24.4,24.4,-3.076
41749,2S,EE,Demokritos,Left,24.2,24.2,-2.928
41749,2S,WW,Demokritos,Left,24.3,24.3,-3.063
41749,2S,EE,Demokritos,Left,25.6,25.6,-3.0
41749,2S,WW,Demokritos,Left,24.8,24.8,-3.293
41749,2S,EE,Demokritos,Left,24.3,24.3,-2.952
41749,2S,WW,Demokritos,Left,24.7,24.7,-4.085
41749,2S,EE,Demokritos,Left,24.4,24.4,-3.217
41749,2S,WW,Demokritos,Left,23.9,23.9,-2.931
41749,2S,EE,Demokritos,Left,27.2,27.2,-3.064
41749,2S,WW,Demokritos,Left,26.7,26.7,-3.084
41750,2S,EE,Demokritos,Left,22.4,22.4,-2.391
41750,2S,WW,Demokritos,Left,23.1,23.1,-2.628
41750,2S,EE,Demokritos,Left,23.5,23.5,-3.158
41750,2S,WW,Demokritos,Left,23.8,23.8,-2.756
41750,2S,EE,Demokritos,Left,23.5,23.5,-2.23
41750,2S,WW,Demokritos,Left,23.7,23.7,-2.338
41750,2S,EE,Demokritos,Left,23.7,23.7,-2.621
41750,2S,WW,Demokritos,Left,23.9,23.9,-2.559
41750,2S,EE,Demokritos,Left,23.9,23.9,-2.666
41750,2S,WW,Demokritos,Left,24.0,24.0,-2.531
41752,2S,EE,Brown,Right,20.0,20.135,-2.943
41752,2S,WW,Brown,Right,20.0,20.038,-2.97
41752,2S,EE,Brown,Right,20.0,20.006,-2.953
41752,2S,WW,Brown,Right,20.0,20.005,-2.971
41752,2S,EE,Brown,Right,20.0,20.009,-3.051
41752,2S,WW,Brown,Right,20.0,20.01,-3.045
41752,2S,EE,Brown,Right,20.0,20.009,-2.836
41752,2S,WW,Brown,Right,20.0,20.012,-2.863
41752,2S,EE,Brown,Right,20.0,20.016,-2.852
41752,2S,WW,Brown,Right,20.0,20.009,-2.906
41752,2S,EE,Brown,Right,20.0,20.007,-2.867
41752,2S,WW,Brown,Right,20.0,20.009,-2.917
41752,2S,EE,Brown,Right,20.0,20.006,-2.917
41752,2S,WW,Brown,Right,20.0,20.006,-2.95
41752,2S,EE,Brown,Right,20.0,20.008,-2.96
41752,2S,WW,Brown,Right,20.0,20.006,-2.99
41753,2S,EE,Brown,Right,20.0,20.024,-2.716
41753,2S,WW,Brown,Right,20.0,20.016,-2.652
41753,2S,EE,Brown,Right,20.0,20.009,-2.745
41753,2S,WW,Brown,Right,20.0,20.01,-2.712
41753,2S,EE,Brown,Right,20.0,20.014,-2.722
41753,2S,WW,Brown,Right,20.0,20.01,-2.708
41753,2S,EE,Brown,Right,20.0,20.011,-2.755
41753,2S,WW,Brown,Right,20.0,20.01,-2.726
41753,2S,EE,Brown,Right,20.0,20.048,-2.653
41753,2S,WW,Brown,Right,20.0,20.074,-2.535
41753,2S,EE,Brown,Right,20.0,20.007,-2.629
41753,2S,WW,Brown,Right,20.0,20.005,-2.55
41753,2S,EE,Brown,Right,20.0,20.036,-2.649
41753,2S,WW,Brown,Right,20.0,20.01,-2.584
41753,2S,EE,Brown,Right,20.0,20.02,-2.698
41753,2S,WW,Brown,Right,20.0,20.006,-2.616
41754,2S,EE,Brown,Right,20.0,20.009,-2.955
41754,2S,WW,Brown,Right,20.0,20.01,-3.063
41754,2S,EE,Brown,Right,20.0,20.007,-2.979
41754,2S,WW,Brown,Right,20.0,20.015,-3.125
41754,2S,EE,Brown,Right,20.0,20.023,-2.809
41754,2S,WW,Brown,Right,20.0,20.021,-2.94
41754,2S,EE,Brown,Right,20.0,20.032,-2.862
41754,2S,WW,Brown,Right,20.0,20.027,-2.996
41754,2S,EE,Brown,Right,20.0,20.011,-2.884
41754,2S,WW,Brown,Right,20.0,20.008,-3.038
41754,2S,EE,Brown,Right,20.0,20.006,-2.946
41754,2S,WW,Brown,Right,20.0,20.005,-3.061
41729,PSS,EE,Brown,Right,20.0,20.004,-2.66
41729,PSS,WW,Brown,Right,20.0,20.006,-2.718
41729,PSS,EE,Brown,Right,20.0,20.004,-2.663
41729,PSS,WW,Brown,Right,20.0,20.002,-2.719
41729,PSS,EE,Brown,Right,20.0,20.018,-2.751
41729,PSS,WW,Brown,Right,20.0,20.015,-2.787
41729,PSS,EE,Brown,Right,20.0,20.004,-2.736
41729,PSS,WW,Brown,Right,20.0,20.008,-2.723
41729,PSS,EE,Brown,Right,20.0,20.018,-2.742
41729,PSS,WW,Brown,Right,20.0,20.005,-2.735
41729,PSS,EE,Brown,Right,20.0,20.017,-2.767
41729,PSS,WW,Brown,Right,20.0,20.011,-2.746
41729,PSS,EE,Brown,Right,20.0,20.032,-2.551
41729,PSS,WW,Brown,Right,20.0,20.02,-2.601
41729,PSS,EE,Brown,Right,20.0,20.024,-2.585
41729,PSS,WW,Brown,Right,20.0,20.012,-2.638
42240,PSS,EE,Brown,Right,20.0,20.005,-2.286
42240,PSS,WW,Brown,Right,20.0,20.002,-2.193
42240,PSS,EE,Brown,Right,20.0,20.004,-2.313
42240,PSS,WW,Brown,Right,20.0,20.007,-2.251
42240,PSS,EE,Brown,Right,20.0,20.02,-2.308
42240,PSS,WW,Brown,Right,20.0,20.008,-2.374
42240,PSS,EE,Brown,Right,20.0,20.028,-2.387
42240,PSS,WW,Brown,Right,20.0,20.014,-2.284
42240,PSS,EE,Brown,Right,20.0,20.003,-2.417
42240,PSS,WW,Brown,Right,20.0,20.006,-2.327
42240,PSS,EE,Brown,Right,20.0,20.054,-2.201
42240,PSS,WW,Brown,Right,20.0,20.009,-2.12
42240,PSS,EE,Brown,Right,20.0,20.01,-2.219
42240,PSS,WW,Brown,Right,20.0,20.005,-2.166
42240,PSS,EE,Brown,Right,20.0,20.025,-2.225
42240,PSS,WW,Brown,Right,20.0,20.014,-2.181
41751,2S,EE,Brown,Right,20.0,20.065,-2.767
41751,2S,WW,Brown,Right,20.0,20.096,-2.703
41751,2S,EE,Brown,Right,20.0,20.113,-2.762
41751,2S,WW,Brown,Right,20.0,20.12,-2.694
41751,2S,EE,Brown,Right,20.0,20.013,-2.804
41751,2S,WW,Brown,Right,20.0,20.061,-2.747
41751,2S,EE,Brown,Right,20.0,20.155,-2.789
41751,2S,WW,Brown,Right,20.0,20.15,-2.758
41751,2S,EE,Brown,Right,20.0,20.116,-2.735
41751,2S,WW,Brown,Right,20.0,20.131,-2.628
41751,2S,EE,Brown,Right,20.0,20.133,-2.718
41751,2S,WW,Brown,Right,20.0,20.134,-2.659
41755,2S,EE,Brown,Right,20.0,20.107,-2.884
41755,2S,WW,Brown,Right,20.0,20.145,-2.927
41755,2S,EE,Brown,Right,20.0,20.114,-2.859
41755,2S,WW,Brown,Right,20.0,20.142,-2.923
41755,2S,EE,Brown,Right,20.0,20.183,-2.955
41755,2S,WW,Brown,Right,20.0,20.19,-2.983
41755,2S,EE,Brown,Right,20.0,20.182,-2.955
41755,2S,WW,Brown,Right,20.0,20.179,-2.988
41755,2S,EE,Brown,Right,20.0,20.108,-2.944
41755,2S,WW,Brown,Right,20.0,20.14,-2.965
41755,2S,EE,Brown,Right,20.0,20.143,-2.702
41755,2S,WW,Brown,Right,20.0,20.165,-2.76
41755,2S,EE,Brown,Right,20.0,20.174,-2.789
41755,2S,WW,Brown,Right,20.0,20.174,-2.856
41755,2S,EE,Brown,Right,20.0,20.206,-2.839
41755,2S,WW,Brown,Right,20.0,20.196,-2.899
41756,2S,EE,Demokritos,Left,23.2,23.2,-3.191
41756,2S,WW,Demokritos,Left,23.1,23.1,-3.364
41756,2S,EE,Demokritos,Left,19.6,19.6,-3.243
41756,2S,WW,Demokritos,Left,20.4,20.4,-3.47
41756,2S,EE,Demokritos,Left,20.6,20.6,-3.421
41756,2S,WW,Demokritos,Left,20.8,20.8,-3.522
41756,2S,EE,Demokritos,Left,22.7,22.7,-3.487
41756,2S,WW,Demokritos,Left,22.3,22.3,-3.388
41756,2S,EE,Demokritos,Left,22.0,22.0,-3.105
41756,2S,WW,Demokritos,Left,21.7,21.7,-3.107
41756,2S,EE,Demokritos,Left,21.6,21.6,-3.162
41756,2S,WW,Demokritos,Left,21.3,21.3,-3.157
41756,2S,EE,Demokritos,Left,20.9,20.9,-3.253
41756,2S,WW,Demokritos,Left,21.2,21.2,-3.248
41757,2S,EE,Demokritos,Left,22.4,22.4,-2.944
41757,2S,WW,Demokritos,Left,22.3,22.3,-2.966
41757,2S,EE,Demokritos,Left,21.5,21.5,-2.973
41757,2S,WW,Demokritos,Left,21.5,21.5,-3.049
41757,2S,EE,Demokritos,Left,21.5,21.5,-3.216
41757,2S,WW,Demokritos,Left,21.3,21.3,-3.107
41757,2S,EE,Demokritos,Left,22.1,22.1,-3.192
41757,2S,WW,Demokritos,Left,21.9,21.9,-3.192
41757,2S,EE,Demokritos,Left,21.7,21.7,-2.884
41757,2S,WW,Demokritos,Left,21.6,21.6,-3.186
41757,2S,EE,Demokritos,Left,23.0,23.0,-2.975
41757,2S,WW,Demokritos,Left,22.8,22.8,-2.953
41757,2S,EE,Demokritos,Left,19.4,19.4,-3.041
41757,2S,WW,Demokritos,Left,20.1,20.1,-2.936
41758,2S,EE,Demokritos,Left,24.5,24.5,-2.365
41758,2S,WW,Demokritos,Left,20.9,20.9,-2.682
41758,2S,EE,Demokritos,Left,20.9,20.9,-2.505
41758,2S,WW,Demokritos,Left,21.2,21.2,-2.65
41758,2S,EE,Demokritos,Left,20.6,20.6,-2.341
41758,2S,WW,Demokritos,Left,20.8,20.8,-2.76
41758,2S,EE,Demokritos,Left,20.9,20.9,-2.419
41758,2S,WW,Demokritos,Left,21.0,21.0,-2.489
41758,2S,EE,Demokritos,Left,21.0,21.0,-2.408
41758,2S,WW,Demokritos,Left,19.8,19.8,-2.515
41758,2S,EE,Demokritos,Left,22.1,22.1,-2.328
41758,2S,WW,Demokritos,Left,22.8,22.8,-2.539
41758,2S,EE,Demokritos,Left,23.5,23.5,-2.399
41758,2S,WW,Demokritos,Left,24.2,24.2,-2.605
41759,2S,EE,HEPHY,Left,,,-3.072
41759,2S,WW,HEPHY,Left,,,-3.2
41759,2S,EE,HEPHY,Left,,,-3.094
41759,2S,WW,HEPHY,Left,,,-3.121
41759,2S,EE,HEPHY,Left,,,-3.07
41759,2S,WW,HEPHY,Left,,,-3.096
41759,2S,EE,HEPHY,Left,,,-3.133
41759,2S,WW,HEPHY,Left,,,-3.149
41759,2S,EE,HEPHY,Left,,,-2.934
41759,2S,WW,HEPHY,Left,,,-2.953
41759,2S,EE,HEPHY,Left,,,-2.98
41759,2S,WW,HEPHY,Left,,,-2.994
41759,2S,EE,HEPHY,Left,,,-2.959
41759,2S,WW,HEPHY,Left,,,-2.999
41759,2S,EE,HEPHY,Left,,,-2.97
41759,2S,WW,HEPHY,Left,,,-2.998
42242,2S,EE,HEPHY,Left,,,-2.813
42242,2S,WW,HEPHY,Left,,,-2.89
42242,2S,EE,HEPHY,Left,,,-2.836
42242,2S,WW,HEPHY,Left,,,-2.914
42242,2S,EE,HEPHY,Left,,,-2.83
42242,2S,WW,HEPHY,Left,,,-2.916
42242,2S,EE,HEPHY,Left,,,-2.76
42242,2S,WW,HEPHY,Left,,,-2.919
42242,2S,EE,HEPHY,Left,,,-2.727
42242,2S,WW,HEPHY,Left,,,-2.956
42242,2S,EE,HEPHY,Left,,,-2.739
42242,2S,WW,HEPHY,Left,,,-2.824
42242,2S,EE,HEPHY,Left,,,-2.836
42242,2S,WW,HEPHY,Left,,,-2.861
42242,2S,EE,HEPHY,Left,,,-2.79
42242,2S,WW,HEPHY,Left,,,-2.826
42243,2S,EE,HEPHY,Left,,,-3.085
42243,2S,WW,HEPHY,Left,,,-3.033
42243,2S,EE,HEPHY,Left,,,-3.114
42243,2S,WW,HEPHY,Left,,,-3.066
42243,2S,WW,HEPHY,Left,,,-3.107
42243,2S,EE,HEPHY,Left,,,-3.098
42243,2S,WW,HEPHY,Left,,,-3.029
42243,2S,EE,HEPHY,Left,,,-2.986
42243,2S,WW,HEPHY,Left,,,-2.981
42243,2S,EE,HEPHY,Left,,,-3.024
42243,2S,WW,HEPHY,Left,,,-2.987
42243,2S,EE,HEPHY,Left,,,-3.018
42243,2S,WW,HEPHY,Left,,,-2.998
42243,2S,EE,HEPHY,Left,,,-3.073
42243,2S,WW,HEPHY,Left,,,-3.025
42244,2S,EE,HEPHY,Left,,,-2.758
42244,2S,WW,HEPHY,Left,,,-2.771
42244,2S,EE,HEPHY,Left,,,-2.765
42244,2S,WW,HEPHY,Left,,,-2.777
42244,2S,EE,HEPHY,Left,,,-2.806
42244,2S,WW,HEPHY,Left,,,-2.796
42244,2S,EE,HEPHY,Left,,,-2.787
42244,2S,WW,HEPHY,Left,,,-2.818
42244,2S,EE,HEPHY,Left,,,-2.607
42244,2S,WW,HEPHY,Left,,,-2.689
42244,2S,EE,HEPHY,Left,,,-2.622
42244,2S,WW,HEPHY,Left,,,-2.648
42244,2S,EE,HEPHY,Left,,,-2.679
42244,2S,WW,HEPHY,Left,,,-2.701
42244,2S,EE,HEPHY,Left,,,-2.68
42244,2S,WW,HEPHY,Left,,,-2.704
42245,2S,EE,Perugia,Left,20.0,20.0,-2.894
42245,2S,WW,Perugia,Left,20.0,20.0,-3.011
42245,2S,EE,Perugia,Left,20.0,20.0,-2.882
42245,2S,WW,Perugia,Left,20.0,20.0,-2.949
42245,2S,EE,Perugia,Left,20.0,20.0,-2.948
42245,2S,WW,Perugia,Left,20.0,20.0,-2.95
42245,2S,EE,Perugia,Left,20.0,20.0,-2.899
42245,2S,WW,Perugia,Left,20.0,20.0,-2.899
42245,2S,EE,Perugia,Left,20.0,20.0,-2.839
42245,2S,WW,Perugia,Left,20.0,20.0,-3.178
42245,2S,WW,Perugia,Left,20.0,20.0,-3.079
42245,2S,EE,Perugia,Left,20.0,20.0,-2.801
42245,2S,WW,Perugia,Left,20.0,20.0,-3.102
42245,2S,EE,Perugia,Left,20.0,20.0,-2.814
42245,2S,WW,Perugia,Left,20.0,20.0,-3.034
42246,2S,EE,Perugia,Left,20.0,20.0,-3.071
42246,2S,WW,Perugia,Left,20.0,20.0,-3.077
42246,2S,EE,Perugia,Left,20.0,20.0,-3.1
42246,2S,WW,Perugia,Left,20.0,20.0,-3.126
42246,2S,EE,Perugia,Left,20.0,20.0,-3.071
42246,2S,WW,Perugia,Left,20.0,20.0,-3.139
42246,2S,EE,Perugia,Left,20.0,20.0,-3.078
42246,2S,WW,Perugia,Left,20.0,20.0,-3.171
42246,2S,EE,Perugia,Left,20.0,20.0,-2.964
42246,2S,WW,Perugia,Left,20.0,20.0,-2.99
42246,2S,EE,Perugia,Left,20.0,20.0,-2.943
42246,2S,WW,Perugia,Left,20.0,20.0,-2.978
42246,2S,EE,Perugia,Left,20.0,20.0,-3.022
42246,2S,WW,Perugia,Left,20.0,20.0,-3.038
42241,PSS,EE,HEPHY,Left,,,-2.444
42241,PSS,WW,HEPHY,Left,,,-2.522
42241,PSS,EE,HEPHY,Left,,,-2.537
42241,PSS,WW,HEPHY,Left,,,-2.57
42241,PSS,EE,HEPHY,Left,,,-2.518
42241,PSS,WW,HEPHY,Left,,,-2.592
42241,PSS,EE,HEPHY,Left,,,-2.57
42241,PSS,WW,HEPHY,Left,,,-2.635
42241,PSS,EE,HEPHY,Left,,,-2.576
42241,PSS,WW,HEPHY,Left,,,-2.665
42241,PSS,EE,HEPHY,Left,,,-2.607
42241,PSS,WW,HEPHY,Left,,,-2.707
42241,PSS,EE,HEPHY,Left,,,-2.571
42241,PSS,WW,HEPHY,Left,,,-2.674
42241,PSS,EE,HEPHY,Left,,,-2.404
42241,PSS,WW,HEPHY,Left,,,-2.488
42241,PSS,EE,HEPHY,Left,,,-2.395
42241,PSS,WW,HEPHY,Left,,,-2.441
42241,PSS,EE,HEPHY,Left,,,-2.48
42241,PSS,WW,HEPHY,Left,,,-2.548
42648,PSS,EE,HEPHY,Left,,,-2.353
42648,PSS,WW,HEPHY,Left,,,-2.386
42648,PSS,EE,HEPHY,Left,,,-2.414
42648,PSS,WW,HEPHY,Left,,,-2.45
42648,PSS,EE,HEPHY,Left,,,-2.431
42648,PSS,WW,HEPHY,Left,,,-2.516
42648,PSS,EE,HEPHY,Left,,,-2.423
42648,PSS,WW,HEPHY,Left,,,-2.524
42648,PSS,EE,HEPHY,Left,,,-2.43
42648,PSS,WW,HEPHY,Left,,,-2.522
42648,PSS,EE,HEPHY,Left,,,-2.425
42648,PSS,WW,HEPHY,Left,,,-2.529
42648,PSS,EE,HEPHY,Left,,,-2.399
42648,PSS,WW,HEPHY,Left,,,-2.444
42648,PSS,EE,HEPHY,Left,,,-2.408
42648,PSS,WW,HEPHY,Left,,,-2.433
42648,PSS,EE,HEPHY,Left,,,-2.378
42648,PSS,WW,HEPHY,Left,,,-2.433
42648,PSS,EE,HEPHY,Left,,,-2.373
42648,PSS,WW,HEPHY,Left,,,-2.446
42247,2S,EE,Brown,Right,20.0,20.045,-2.878
42247,2S,WW,Brown,Right,20.0,20.004,-2.895
42247,2S,EE,Brown,Right,20.0,20.002,-2.902
42247,2S,WW,Brown,Right,20.0,20.01,-2.919
42247,2S,EE,Brown,Right,20.0,20.021,-2.888
42247,2S,WW,Brown,Right,20.0,20.005,-2.926
42247,2S,EE,Brown,Right,20.0,20.057,-2.85
42247,2S,WW,Brown,Right,20.0,20.068,-2.887
42247,2S,EE,Brown,Right,20.0,20.005,-2.779
42247,2S,WW,Brown,Right,20.0,20.006,-2.826
42247,2S,EE,Brown,Right,20.0,20.046,-2.792
42247,2S,WW,Brown,Right,20.0,20.066,-2.831
42247,2S,EE,Brown,Right,20.0,20.19,-2.753
42247,2S,WW,Brown,Right,20.0,20.23,-2.807
42247,2S,EE,Brown,Right,20.0,20.302,-2.767
42247,2S,WW,Brown,Right,20.0,20.317,-2.796
42248,2S,EE,Perugia,Left,20.0,20.0,-2.851
42248,2S,WW,Perugia,Left,20.0,20.0,-2.87
42248,2S,EE,Perugia,Left,20.0,20.0,-2.9
42248,2S,WW,Perugia,Left,20.0,20.0,-2.865
42248,2S,EE,Perugia,Left,20.0,20.0,-2.885
42248,2S,WW,Perugia,Left,20.0,20.0,-2.89
42248,2S,EE,Perugia,Left,20.0,20.0,-2.912
