batch_number,Type,Orientation,AGGREGATED_COND_DATA_SET_ID,PART_ID,PART_NAME_LABEL,VFB_V,CACC_PFRD,NOX,TOX_NM,PART_NAME_LABEL.1,KIND_OF_HM_FLUTE_ID,KIND_OF_HM_STRUCT_ID,KIND_OF_HM_CONFIG_ID,KIND_OF_HM_SET_ID,PROCEDURE_TYPE,EQUIPMENT,WAITING_TIME_S,AC_FREQ_HZ,AC_AMPL_V,TEMP_SET_DEGC,AV_TEMP_DEGC,FILE_NAME,Location
38696,2S,WW,809233,140011,38696_035_2-S_HM_WW,-2.759,87.65,80840460000.0,655.606,38696_035_2-S_HM_WW,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 4,10.0,10000.0,0.05,20.0,20.027,Test_HPK_VPX38696_035_2-S_HM_WW_West_North_PQC1_MOS1_MOSQuarter_CV_Run01_02_02_2022_08_28_43_PM.txt,Brown
38696,2S,EE,806652,140056,38696_042_2-S_HM_EE,-2.887,87.332,84743170000.0,657.989,38696_042_2-S_HM_EE,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 1,10.0,10000.0,0.05,20.0,20.007,Test_HPK_VPX38696_042_2-S_HM_EE_East_South_PQC1_MOS1_MOSQuarter_CV_Run01_02_03_2022_01_19_17_PM.txt,Brown
38696,2S,WW,809128,140059,38696_042_2-S_HM_WW,-2.806,88.079,82801990000.0,652.409,38696_042_2-S_HM_WW,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 2,10.0,10000.0,0.05,20.0,20.006,Test_HPK_VPX38696_042_2-S_HM_WW_West_North_PQC1_MOS1_MOSQuarter_CV_Run01_02_03_2022_02_00_14_PM.txt,Brown
38696,2S,EE,808627,140078,38696_046_2-S_HM_EE,-2.905,87.575,85552930000.0,656.164,38696_046_2-S_HM_EE,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 3,10.0,10000.0,0.05,20.0,20.022,Test_HPK_VPX38696_046_2-S_HM_EE_East_South_PQC1_MOS1_MOSQuarter_CV_Run01_02_03_2022_02_41_03_PM.txt,Brown
38696,2S,WW,808666,140091,38696_046_2-S_HM_WW,-2.782,79.716,74202620000.0,720.858,38696_046_2-S_HM_WW,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 4,10.0,10000.0,0.05,20.0,20.022,Test_HPK_VPX38696_046_2-S_HM_WW_West_North_PQC1_MOS1_MOSQuarter_CV_Run01_02_03_2022_03_33_01_PM.txt,Brown
38868,2S,EE,889161,140114,38868_001_2-S_HM_EE,-2.909,86.863,117274200000.0,661.228,38868_001_2-S_HM_EE,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos2,0.1,10000.0,0.25,,,HPK_VPX38868_001_2-S_HM_EL__PQC_Flute_1_MOS_capacitor_HV_Source_2022-02-04T17-02-48.json,HEPHY
38868,2S,WW,884221,140117,38868_001_2-S_HM_WW,-2.981,84.286,116067400000.0,681.45,38868_001_2-S_HM_WW,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos1,0.1,10000.0,0.25,,,HPK_VPX38868_001_2-S_HM_WL__PQC_Flute_1_MOS_capacitor_HV_Source_2022-02-04T15-12-32.json,HEPHY
38868,2S,EE,885081,140136,38868_007_2-S_HM_EE,-2.949,86.177,117618400000.0,666.493,38868_007_2-S_HM_EE,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos2,0.1,10000.0,0.25,,,HPK_VPX38868_007_2-S_HM_EL__PQC_Flute_1_MOS_capacitor_HV_Source_2022-02-21T13-48-32.json,HEPHY
38868,2S,WW,881161,140139,38868_007_2-S_HM_WW,-2.958,84.492,115625700000.0,679.787,38868_007_2-S_HM_WW,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos1,0.1,10000.0,0.25,,,HPK_VPX38868_007_2-S_HM_WL__PQC_Flute_1_MOS_capacitor_HV_Source_2022-02-21T12-17-11.json,HEPHY
38868,2S,EE,883541,140176,38868_017_2-S_HM_EE,-2.955,85.303,116641200000.0,673.324,38868_017_2-S_HM_EE,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos4,0.1,10000.0,0.25,,,HPK_VPX38868_017_2-S_HM_EL__PQC_Flute_1_MOS_capacitor_HV_Source_2022-02-04T20-33-15.json,HEPHY
38868,2S,WW,886661,140179,38868_017_2-S_HM_WW,-3.006,84.433,117046600000.0,680.264,38868_017_2-S_HM_WW,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos3,0.1,10000.0,0.25,,,HPK_VPX38868_017_2-S_HM_WL__PQC_Flute_1_MOS_capacitor_HV_Source_2022-02-04T18-40-19.json,HEPHY
38868,2S,EE,885481,140212,38868_023_2-S_HM_EE,-2.965,86.452,118511500000.0,664.375,38868_023_2-S_HM_EE,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos4,0.1,10000.0,0.25,,,HPK_VPX38868_023_2-S_HM_EL__PQC_Flute_1_MOS_capacitor_HV_Source_2022-02-21T16-16-34.json,HEPHY
38868,2S,WW,889981,140215,38868_023_2-S_HM_WW,-2.993,84.61,116905300000.0,678.837,38868_023_2-S_HM_WW,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos3,0.1,10000.0,0.25,,,HPK_VPX38868_023_2-S_HM_WL__PQC_Flute_1_MOS_capacitor_HV_Source_2022-02-21T14-59-08.json,HEPHY
38868,2S,EE,891001,140230,38868_029_2-S_HM_EE,-2.859,86.044,114543400000.0,667.526,38868_029_2-S_HM_EE,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos2,0.1,10000.0,0.25,,,HPK_VPX38868_029_2-S_HM_EL__PQC_Flute_1_MOS_capacitor_HV_Source_2022-02-18T18-11-56.json,HEPHY
38868,2S,WW,881901,140233,38868_029_2-S_HM_WW,-2.902,85.173,114763200000.0,674.351,38868_029_2-S_HM_WW,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos1,0.1,10000.0,0.25,,,HPK_VPX38868_029_2-S_HM_WL__PQC_Flute_1_MOS_capacitor_HV_Source_2022-02-18T16-39-29.json,HEPHY
38868,2S,EE,888721,140252,38868_039_2-S_HM_EE,-2.898,86.223,116031500000.0,666.136,38868_039_2-S_HM_EE,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos2,0.1,10000.0,0.25,,,HPK_VPX38868_039_2-S_HM_EL__PQC_Flute_1_MOS_capacitor_HV_Source_2022-02-22T12-37-34.json,HEPHY
38868,2S,WW,881521,140255,38868_039_2-S_HM_WW,-2.901,85.75,115500600000.0,669.809,38868_039_2-S_HM_WW,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos1,0.1,10000.0,0.25,,,HPK_VPX38868_039_2-S_HM_WL__PQC_Flute_1_MOS_capacitor_HV_Source_2022-02-22T11-13-40.json,HEPHY
38868,2S,EE,887621,140270,38868_042_2-S_HM_EE,-2.908,86.539,116792000000.0,663.704,38868_042_2-S_HM_EE,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos4,0.1,10000.0,0.25,,,HPK_VPX38868_042_2-S_HM_EL__PQC_Flute_1_MOS_capacitor_HV_Source_2022-02-18T21-43-24.json,HEPHY
38868,2S,WW,882621,140273,38868_042_2-S_HM_WW,-2.918,85.572,115807900000.0,671.209,38868_042_2-S_HM_WW,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos3,0.1,10000.0,0.25,,,HPK_VPX38868_042_2-S_HM_WL__PQC_Flute_1_MOS_capacitor_HV_Source_2022-02-19T14-15-58.json,HEPHY
38868,2S,EE,885781,140292,38868_047_2-S_HM_EE,-2.908,86.297,116465100000.0,665.564,38868_047_2-S_HM_EE,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos4,0.1,10000.0,0.25,,,HPK_VPX38868_047_2-S_HM_EL__PQC_Flute_1_MOS_capacitor_HV_Source_2022-02-22T14-57-04.json,HEPHY
38868,2S,WW,887041,140295,38868_047_2-S_HM_WW,-2.919,85.099,115206200000.0,674.937,38868_047_2-S_HM_WW,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos3,0.1,10000.0,0.25,,,HPK_VPX38868_047_2-S_HM_WL__PQC_Flute_1_MOS_capacitor_HV_Source_2022-02-22T13-34-51.json,HEPHY
38869,2S,EE,436521,140318,38869_005_2-S_HM_EE,-2.758,88.437,50640000000.0,649.768,38869_005_2-S_HM_EE,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,23.1,23.1,Demokritos_VPX38869_005_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
38869,2S,WW,436861,140331,38869_005_2-S_HM_WW,-2.9,87.554,54460000000.0,656.322,38869_005_2-S_HM_WW,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,23.3,23.3,Demokritos_VPX38869_005_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
38869,2S,EE,437101,140372,38869_012_2-S_HM_EE,-2.76,88.961,50820000000.0,645.938,38869_012_2-S_HM_EE,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,22.9,22.9,Demokritos_VPX38869_012_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
38869,2S,EE,437581,140372,38869_012_2-S_HM_EE,-2.951,87.661,54660000000.0,655.521,38869_012_2-S_HM_EE,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,20.1,20.1,Demokritos_VPX38869_012_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
38869,2S,EE,437681,140452,38869_022_2-S_HM_EE,-2.816,88.818,53190000000.0,646.979,38869_022_2-S_HM_EE,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,21.4,21.4,Demokritos_VPX38869_022_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
38869,2S,WW,437481,140455,38869_022_2-S_HM_WW,-2.847,87.785,52550000000.0,654.592,38869_022_2-S_HM_WW,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,22.1,22.1,Demokritos_VPX38869_022_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
38869,2S,EE,437941,140474,38869_025_2-S_HM_EE,-2.803,89.093,52490000000.0,644.987,38869_025_2-S_HM_EE,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,21.6,21.6,Demokritos_VPX38869_025_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
38869,2S,WW,438461,140477,38869_025_2-S_HM_WW,-4.259,87.733,77080000000.0,654.981,38869_025_2-S_HM_WW,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,22.5,22.5,Demokritos_VPX38869_025_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
38869,2S,EE,438641,140576,38869_038_2-S_HM_EE,-2.892,89.111,54440000000.0,644.856,38869_038_2-S_HM_EE,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,22.5,22.5,Demokritos_VPX38869_038_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
38869,2S,WW,438781,140579,38869_038_2-S_HM_WW,-2.87,88.36,53810000000.0,650.335,38869_038_2-S_HM_WW,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,20.5,20.5,Demokritos_VPX38869_038_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
38869,2S,EE,438841,140638,38869_047_2-S_HM_EE,-2.917,89.133,55070000000.0,644.695,38869_047_2-S_HM_EE,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,21.0,21.0,Demokritos_VPX38869_047_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
38869,2S,WW,439421,140651,38869_047_2-S_HM_WW,-2.893,88.322,53390000000.0,650.617,38869_047_2-S_HM_WW,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,21.5,21.5,Demokritos_VPX38869_047_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
38869,2S,EE,439481,140652,38869_048_2-S_HM_EE,-2.914,89.268,54880000000.0,643.718,38869_048_2-S_HM_EE,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,21.1,21.1,Demokritos_VPX38869_048_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
38869,2S,WW,439661,140655,38869_048_2-S_HM_WW,-4.219,88.641,76750000000.0,648.275,38869_048_2-S_HM_WW,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,22.6,22.6,Demokritos_VPX38869_048_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
38870,2S,EE,449501,140674,38870_005_2-S_HM_EE,-3.21,83.7,62160000000.0,686.538,38870_005_2-S_HM_EE,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,21.5,21.5,Demokritos_VPX38870_005_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
38870,2S,WW,449981,140677,38870_005_2-S_HM_WW,-3.448,82.321,64770000000.0,698.045,38870_005_2-S_HM_WW,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,21.5,21.5,Demokritos_VPX38870_005_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
38870,2S,EE,449821,140696,38870_013_2-S_HM_EE,-3.223,83.203,63610000000.0,690.64,38870_013_2-S_HM_EE,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,21.9,21.9,Demokritos_VPX38870_013_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
38870,2S,WW,450281,140699,38870_013_2-S_HM_WW,-3.339,82.803,65750000000.0,693.978,38870_013_2-S_HM_WW,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,21.4,21.4,Demokritos_VPX38870_013_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
38870,2S,EE,450841,140732,38870_019_2-S_HM_EE,-3.427,84.047,66660000000.0,683.705,38870_019_2-S_HM_EE,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,21.6,21.6,Demokritos_VPX38870_019_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
38870,2S,WW,451161,140735,38870_019_2-S_HM_WW,-3.41,82.361,64800000000.0,697.706,38870_019_2-S_HM_WW,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,20.1,20.1,Demokritos_VPX38870_019_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
38870,2S,EE,450981,140772,38870_026_2-S_HM_EE,-3.229,84.788,62610000000.0,677.73,38870_026_2-S_HM_EE,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,21.3,21.3,Demokritos_VPX38870_026_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
38870,2S,WW,451521,140775,38870_026_2-S_HM_WW,-3.227,82.795,61540000000.0,694.05,38870_026_2-S_HM_WW,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,22.1,22.1,Demokritos_VPX38870_026_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
38870,2S,EE,451861,140830,38870_034_2-S_HM_EE,-3.213,84.335,61160000000.0,681.372,38870_034_2-S_HM_EE,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,20.9,20.9,Demokritos_VPX38870_034_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
38870,2S,WW,452201,140833,38870_034_2-S_HM_WW,-3.15,83.255,61930000000.0,690.209,38870_034_2-S_HM_WW,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,21.7,21.7,Demokritos_VPX38870_034_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
38870,2S,EE,452541,140834,38870_035_2-S_HM_EE,-3.236,84.505,61760000000.0,680.005,38870_035_2-S_HM_EE,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,21.1,21.1,Demokritos_VPX38870_035_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
38870,2S,WW,452741,140837,38870_035_2-S_HM_WW,-3.209,83.177,60500000000.0,690.859,38870_035_2-S_HM_WW,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,21.2,21.2,Demokritos_VPX38870_035_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
38870,2S,EE,452941,140878,38870_044_2-S_HM_EE,-3.245,84.342,61850000000.0,681.313,38870_044_2-S_HM_EE,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,22.1,22.1,Demokritos_VPX38870_044_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
38870,2S,WW,453141,140891,38870_044_2-S_HM_WW,-3.214,83.243,64050000000.0,690.312,38870_044_2-S_HM_WW,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,22.3,22.3,Demokritos_VPX38870_044_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
38871,2S,EE,894641,140950,38871_005_2-S_HM_EE,-2.868,82.895,110636100000.0,692.883,38871_005_2-S_HM_EE,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos2,0.1,10000.0,0.25,,,HPK_VPX38871_005_2-S_HM_EL__PQC_Flute_1_MOS_capacitor_HV_Source_2022-02-25T10-27-22.json,HEPHY
38871,2S,WW,895401,140953,38871_005_2-S_HM_WW,-2.894,81.699,109831200000.0,703.029,38871_005_2-S_HM_WW,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos1,0.1,10000.0,0.25,,,HPK_VPX38871_005_2-S_HM_WL__PQC_Flute_1_MOS_capacitor_HV_Source_2022-02-25T09-23-20.json,HEPHY
38871,2S,EE,899421,140972,38871_008_2-S_HM_EE,-2.86,83.108,110660200000.0,691.104,38871_008_2-S_HM_EE,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos2,0.1,10000.0,0.25,,,HPK_VPX38871_008_2-S_HM_EL__PQC_Flute_1_MOS_capacitor_HV_Source_2022-02-23T15-23-59.json,HEPHY
38871,2S,WW,898641,140975,38871_008_2-S_HM_WW,-2.895,81.735,109909700000.0,702.713,38871_008_2-S_HM_WW,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos1,0.1,10000.0,0.25,,,HPK_VPX38871_008_2-S_HM_WL__PQC_Flute_1_MOS_capacitor_HV_Source_2022-02-23T13-16-34.json,HEPHY
38871,2S,EE,900361,141012,38871_019_2-S_HM_EE,-2.921,83.034,112462200000.0,691.725,38871_019_2-S_HM_EE,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos4,0.1,10000.0,0.25,,,HPK_VPX38871_019_2-S_HM_EL__PQC_Flute_1_MOS_capacitor_HV_Source_2022-02-25T13-10-49.json,HEPHY
38871,2S,WW,892321,141015,38871_019_2-S_HM_WW,-2.961,82.092,112422900000.0,699.656,38871_019_2-S_HM_WW,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos3,0.1,10000.0,0.25,,,HPK_VPX38871_019_2-S_HM_WL__PQC_Flute_1_MOS_capacitor_HV_Source_2022-02-25T12-09-53.json,HEPHY
38871,2S,EE,896161,141074,38871_033_2-S_HM_EE,-2.772,83.126,107945700000.0,690.955,38871_033_2-S_HM_EE,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos4,0.1,10000.0,0.25,,,HPK_VPX38871_033_2-S_HM_EL__PQC_Flute_1_MOS_capacitor_HV_Source_2022-02-23T19-00-10.json,HEPHY
38871,2S,WW,895021,141077,38871_033_2-S_HM_WW,-2.77,82.849,107531900000.0,693.265,38871_033_2-S_HM_WW,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos3,0.1,10000.0,0.25,,,HPK_VPX38871_033_2-S_HM_WL__PQC_Flute_1_MOS_capacitor_HV_Source_2022-02-23T23-14-25.json,HEPHY
38871,2S,EE,898961,141078,38871_034_2-S_HM_EE,-2.783,83.419,108660500000.0,688.531,38871_034_2-S_HM_EE,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos2,0.1,10000.0,0.25,,,HPK_VPX38871_034_2-S_HM_EL__PQC_Flute_1_MOS_capacitor_HV_Source_2022-02-25T17-17-12.json,HEPHY
38871,2S,WW,893581,141091,38871_034_2-S_HM_WW,-2.785,82.677,107782200000.0,694.705,38871_034_2-S_HM_WW,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos1,0.1,10000.0,0.25,,,HPK_VPX38871_034_2-S_HM_WL__PQC_Flute_1_MOS_capacitor_HV_Source_2022-02-25T15-58-52.json,HEPHY
38871,2S,EE,892741,141092,38871_035_2-S_HM_EE,-2.765,83.639,108408000000.0,686.72,38871_035_2-S_HM_EE,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos2,0.1,10000.0,0.25,,,HPK_VPX38871_035_2-S_HM_EL__PQC_Flute_1_MOS_capacitor_HV_Source_2022-02-24T20-27-30.json,HEPHY
38871,2S,WW,897221,141095,38871_035_2-S_HM_WW,-2.768,82.68,107252700000.0,694.687,38871_035_2-S_HM_WW,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos1,0.1,10000.0,0.25,,,HPK_VPX38871_035_2-S_HM_WL__PQC_Flute_1_MOS_capacitor_HV_Source_2022-02-24T13-22-57.json,HEPHY
38871,2S,EE,901161,141118,38871_040_2-S_HM_EE,-2.794,83.616,109286200000.0,686.906,38871_040_2-S_HM_EE,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos4,0.1,10000.0,0.25,,,HPK_VPX38871_040_2-S_HM_EL__PQC_Flute_1_MOS_capacitor_HV_Source_2022-02-25T19-38-37.json,HEPHY
38871,2S,WW,894041,141131,38871_040_2-S_HM_WW,-2.809,82.556,108359400000.0,695.726,38871_040_2-S_HM_WW,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos3,0.1,10000.0,0.25,,,HPK_VPX38871_040_2-S_HM_WL__PQC_Flute_1_MOS_capacitor_HV_Source_2022-02-25T18-27-41.json,HEPHY
38871,2S,EE,891361,141172,38871_047_2-S_HM_EE,-2.858,83.437,111036900000.0,688.379,38871_047_2-S_HM_EE,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos4,0.1,10000.0,0.25,,,HPK_VPX38871_047_2-S_HM_EL__PQC_Flute_1_MOS_capacitor_HV_Source_2022-02-24T20-53-44.json,HEPHY
38871,2S,WW,897701,141175,38871_047_2-S_HM_WW,-2.894,82.609,111055600000.0,695.278,38871_047_2-S_HM_WW,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos3,0.1,10000.0,0.25,,,HPK_VPX38871_047_2-S_HM_WL__PQC_Flute_1_MOS_capacitor_HV_Source_2022-02-24T16-47-07.json,HEPHY
38872,2S,EE,808261,144094,38872_037_2-S_HM_EE,-3.013,85.41,57170000000.0,672.795,38872_037_2-S_HM_EE,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,21.5,21.5,Demokritos_VPX38872_037_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
38872,2S,WW,810101,144097,38872_037_2-S_HM_WW,-3.259,84.217,62150000000.0,682.329,38872_037_2-S_HM_WW,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,21.7,21.7,Demokritos_VPX38872_037_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
38872,2S,EE,810621,144112,38872_042_2-S_HM_EE,-3.058,84.922,58560000000.0,676.66,38872_042_2-S_HM_EE,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,21.2,21.2,Demokritos_VPX38872_042_2-S_HM_E_Left_PQC1_MOSQuarter_CV.xml,Demokritos
38872,2S,WW,810941,144115,38872_042_2-S_HM_WW,-3.169,83.566,60450000000.0,687.646,38872_042_2-S_HM_WW,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HP 4192A,0.1,10000.0,0.25,21.5,21.5,Demokritos_VPX38872_042_2-S_HM_W_Left_PQC1_MOSQuarter_CV.xml,Demokritos
38873,2S,EE,839206,144134,38873_003_2-S_HM_EE,-2.942,83.246,82477660000.0,690.288,38873_003_2-S_HM_EE,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 1,10.0,10000.0,0.05,20.0,20.007,Test_HPK_VPX38873_003_2-S_HM_EE_East_South_PQC1_MOS1_MOSQuarter_CV_Run01_02_21_2022_12_02_52_PM.txt,Brown
38873,2S,WW,838918,144137,38873_003_2-S_HM_WW,-2.865,84.368,81151550000.0,681.106,38873_003_2-S_HM_WW,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 2,10.0,10000.0,0.05,20.0,20.008,Test_HPK_VPX38873_003_2-S_HM_WW_West_North_PQC1_MOS1_MOSQuarter_CV_Run01_02_21_2022_12_43_50_PM.txt,Brown
38873,2S,EE,838438,144138,38873_013_2-S_HM_EE,-2.974,83.302,83552190000.0,689.824,38873_013_2-S_HM_EE,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 3,10.0,10000.0,0.05,20.0,20.005,Test_HPK_VPX38873_013_2-S_HM_EE_East_South_PQC1_MOS1_MOSQuarter_CV_Run01_02_24_2022_04_10_28_PM.txt,Brown
38873,2S,WW,838990,144151,38873_013_2-S_HM_WW,-2.932,84.517,83427460000.0,679.905,38873_013_2-S_HM_WW,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 4,10.0,10000.0,0.05,20.0,20.007,Test_HPK_VPX38873_013_2-S_HM_WW_West_North_PQC1_MOS1_MOSQuarter_CV_Run01_02_24_2022_05_02_34_PM.txt,Brown
