batch_number,Type,Orientation,Location,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,NOX
36698,2S,WW,HEPHY,Left,,,115145800000.0
36698,2S,EE,HEPHY,Left,,,116320000000.0
36698,2S,WW,HEPHY,Left,,,115871700000.0
36698,2S,EE,HEPHY,Left,,,116726900000.0
36698,2S,WW,HEPHY,Left,,,115575700000.0
36698,2S,EE,HEPHY,Left,,,117530100000.0
36698,2S,WW,HEPHY,Left,,,117364900000.0
36698,2S,EE,HEPHY,Left,,,117390400000.0
36698,2S,WW,HEPHY,Left,,,116516800000.0
36698,2S,EE,HEPHY,Left,,,117541200000.0
36698,2S,WW,HEPHY,Left,,,116801600000.0
36698,2S,EE,HEPHY,Left,,,113725000000.0
36698,2S,WW,HEPHY,Left,,,114363700000.0
36698,2S,EE,HEPHY,Left,,,113933200000.0
36698,2S,WW,HEPHY,Left,,,113425100000.0
36698,2S,EE,HEPHY,Left,,,114429500000.0
36698,2S,WW,HEPHY,Left,,,113756800000.0
36698,2S,EE,HEPHY,Left,,,115502300000.0
36698,2S,WW,HEPHY,Left,,,115346100000.0
36699,2S,WW,HEPHY,Left,,,115678400000.0
36699,2S,EE,HEPHY,Left,,,116794700000.0
36699,2S,WW,HEPHY,Left,,,114550100000.0
36699,2S,EE,HEPHY,Left,,,116443000000.0
36699,2S,WW,HEPHY,Left,,,115822300000.0
36699,2S,EE,HEPHY,Left,,,116796700000.0
36699,2S,WW,HEPHY,Left,,,114939800000.0
36699,2S,EE,HEPHY,Left,,,117054200000.0
36699,2S,WW,HEPHY,Left,,,115965600000.0
36699,2S,EE,HEPHY,Left,,,117897000000.0
36699,2S,WW,HEPHY,Left,,,117227900000.0
36699,2S,EE,HEPHY,Left,,,111697300000.0
36699,2S,WW,HEPHY,Left,,,110134700000.0
36699,2S,EE,HEPHY,Left,,,114966500000.0
36699,2S,WW,HEPHY,Left,,,112772600000.0
36699,2S,EE,HEPHY,Left,,,114834900000.0
36699,2S,WW,HEPHY,Left,,,114127000000.0
36699,2S,EE,HEPHY,Left,,,116398200000.0
36699,2S,WW,HEPHY,Left,,,115488300000.0
36702,2S,EE,Perugia,Left,20.0,20.0,64656151158.177
36702,2S,EE,Perugia,Left,20.0,20.0,44837910355.918
36702,2S,WW,Perugia,Left,20.0,20.0,63080841574.677
36702,2S,EE,Perugia,Left,20.0,20.0,62502721456.961
36702,2S,WW,Perugia,Left,20.0,20.0,62083536586.418
36702,2S,EE,Perugia,Left,20.0,20.0,62997163556.971
36702,2S,WW,Perugia,Left,20.0,20.0,61005499592.969
36702,2S,EE,Perugia,Left,20.0,20.0,67477200904.374
36702,2S,WW,Perugia,Left,20.0,20.0,64606806050.606
36702,2S,EE,Perugia,Left,20.0,20.0,60847632230.039
36702,2S,WW,Perugia,Left,20.0,20.0,61039434721.981
36702,2S,EE,Perugia,Left,20.0,20.0,61794651763.716
36702,2S,WW,Perugia,Left,20.0,20.0,59692519457.493
36702,2S,EE,Perugia,Left,20.0,20.0,61856253491.801
36702,2S,WW,Perugia,Left,20.0,20.0,60273037387.689
36702,2S,EE,Perugia,Left,20.0,20.0,62488238013.882
36702,2S,WW,Perugia,Left,20.0,20.0,59336208997.812
36703,2S,EE,Perugia,Left,20.0,20.0,77829964313.582
36703,2S,WW,Perugia,Left,20.0,20.0,75142572392.946
36703,2S,EE,Perugia,Left,20.0,20.0,76771983963.919
36703,2S,WW,Perugia,Left,20.0,20.0,76816386763.706
36703,2S,EE,Perugia,Left,20.0,20.0,77207727465.84
36703,2S,WW,Perugia,Left,20.0,20.0,77571722475.084
36703,2S,EE,Perugia,Left,20.0,20.0,79094804800.892
36703,2S,WW,Perugia,Left,20.0,20.0,77941952663.281
36703,2S,EE,Perugia,Left,20.0,20.0,76983614316.609
36703,2S,WW,Perugia,Left,20.0,20.0,77608309211.917
36703,2S,EE,Perugia,Left,20.0,20.0,68630210794.286
36703,2S,WW,Perugia,Left,20.0,20.0,67995804850.331
36703,2S,EE,Perugia,Left,20.0,20.0,69254529998.67
36703,2S,WW,Perugia,Left,20.0,20.0,68399239232.913
36703,2S,EE,Perugia,Left,20.0,20.0,70040662958.034
36703,2S,WW,Perugia,Left,20.0,20.0,70479374198.813
36703,2S,EE,Perugia,Left,20.0,20.0,71438940038.821
36703,2S,WW,Perugia,Left,20.0,20.0,72266006323.896
36703,2S,EE,Perugia,Left,20.0,20.0,71470302404.279
36703,2S,WW,Perugia,Left,20.0,20.0,72021868734.03
36704,2S,EE,Perugia,Left,20.0,20.0,67881928116.865
36704,2S,WW,Perugia,Left,20.0,20.0,66215598471.084
36704,2S,EE,Perugia,Left,20.0,20.0,66993034782.929
36704,2S,WW,Perugia,Left,20.0,20.0,68228146716.73
36704,2S,EE,Perugia,Left,20.0,20.0,67820612473.546
36704,2S,WW,Perugia,Left,20.0,20.0,70642756485.437
36704,2S,EE,Perugia,Left,20.0,20.0,66754316988.987
36704,2S,WW,Perugia,Left,20.0,20.0,71871811923.696
36704,2S,EE,Perugia,Left,20.0,20.0,70055961236.484
36704,2S,WW,Perugia,Left,20.0,20.0,74902946458.895
36704,2S,EE,Perugia,Left,20.0,20.0,58783403598.846
36704,2S,WW,Perugia,Left,20.0,20.0,59060436517.93
36704,2S,EE,Perugia,Left,20.0,20.0,61852890383.775
36704,2S,WW,Perugia,Left,20.0,20.0,61376193435.269
36704,2S,EE,Perugia,Left,20.0,20.0,61937389459.918
36704,2S,WW,Perugia,Left,20.0,20.0,62579026918.683
36704,2S,EE,Perugia,Left,20.0,20.0,60996522993.725
36704,2S,WW,Perugia,Left,20.0,20.0,62595132965.441
36704,2S,EE,Perugia,Left,20.0,20.0,63642085654.605
36704,2S,WW,Perugia,Left,20.0,20.0,66650513963.789
36705,2S,EE,Perugia,Left,20.0,20.0,67340296115.944
36705,2S,WW,Perugia,Left,20.0,20.0,66888125406.009
36705,2S,EE,Perugia,Left,20.0,20.0,68780237318.279
36705,2S,WW,Perugia,Left,20.0,20.0,69013755670.624
36705,2S,EE,Perugia,Left,20.0,20.0,66196678502.872
36705,2S,WW,Perugia,Left,20.0,20.0,65531362275.432
36705,2S,EE,Perugia,Left,20.0,20.0,69824523023.884
36705,2S,WW,Perugia,Left,20.0,20.0,66599201616.932
36705,2S,EE,Perugia,Left,20.0,20.0,68225133372.06
36705,2S,WW,Perugia,Left,20.0,20.0,70738384351.602
36705,2S,EE,Perugia,Left,20.0,20.0,59824624183.415
36705,2S,WW,Perugia,Left,20.0,20.0,59591903666.478
36705,2S,EE,Perugia,Left,20.0,20.0,61639694567.837
36705,2S,WW,Perugia,Left,20.0,20.0,61274182416.952
36705,2S,EE,Perugia,Left,20.0,20.0,63175297306.166
36705,2S,WW,Perugia,Left,20.0,20.0,61715676013.72
36705,2S,EE,Perugia,Left,20.0,20.0,65178618551.971
36705,2S,WW,Perugia,Left,20.0,20.0,66329194240.029
36705,2S,EE,Perugia,Left,20.0,20.0,70819033806.444
36705,2S,WW,Perugia,Left,20.0,20.0,69313902781.069
36706,2S,EE,Brown,Right,20.0,20.025,79938080000.0
36706,2S,WW,Brown,Right,20.0,20.074,78846390000.0
36706,2S,EE,Brown,Right,20.0,20.013,79845500000.0
36706,2S,WW,Brown,Right,20.0,20.018,79876700000.0
36706,2S,EE,Brown,Right,20.0,20.208,80462650000.0
36706,2S,WW,Brown,Right,20.0,20.272,80484460000.0
36706,2S,EE,Brown,Right,20.0,20.034,80648560000.0
36706,2S,WW,Brown,Right,20.0,20.054,79805340000.0
36706,2S,EE,Brown,Right,20.0,20.035,77987480000.0
36706,2S,WW,Brown,Right,20.0,20.053,73608300000.0
36706,2S,EE,Brown,Right,20.0,20.06,74406820000.0
36706,2S,WW,Brown,Right,20.0,20.057,74384310000.0
36795,2S,EE,Brown,Right,20.0,20.057,83745410000.0
36795,2S,WW,Brown,Right,20.0,20.09,83149260000.0
36795,2S,EE,Brown,Right,20.0,20.18,84036680000.0
36795,2S,WW,Brown,Right,20.0,20.055,83517700000.0
36795,2S,EE,Brown,Right,20.0,20.093,84138980000.0
36795,2S,WW,Brown,Right,20.0,20.081,84621640000.0
36795,2S,EE,Brown,Right,20.0,20.071,84471350000.0
36795,2S,WW,Brown,Right,20.0,20.124,83824010000.0
36795,2S,EE,Brown,Right,20.0,20.025,78318600000.0
36795,2S,WW,Brown,Right,20.0,20.051,79197570000.0
36795,2S,EE,Brown,Right,20.0,20.059,79186350000.0
36795,2S,WW,Brown,Right,20.0,20.073,80273660000.0
36795,2S,EE,Brown,Right,20.0,20.055,79437610000.0
36795,2S,WW,Brown,Right,20.0,20.038,81043830000.0
36795,2S,EE,Brown,Right,20.0,20.087,81668880000.0
36795,2S,WW,Brown,Right,20.0,20.095,82681090000.0
36796,2S,EE,Brown,Right,20.0,20.017,75869810000.0
36796,2S,WW,Brown,Right,20.0,20.021,77111190000.0
36796,2S,EE,Brown,Right,20.0,20.039,62526690000.0
36796,2S,WW,Brown,Right,20.0,20.052,76615030000.0
36796,2S,EE,Brown,Right,20.0,20.038,79571480000.0
36796,2S,WW,Brown,Right,20.0,20.077,80147600000.0
36796,2S,EE,Brown,Right,20.0,20.081,78782810000.0
36796,2S,WW,Brown,Right,20.0,20.069,79480990000.0
36796,2S,EE,Brown,Right,20.0,20.043,69532290000.0
36796,2S,WW,Brown,Right,20.0,20.045,71828690000.0
36796,2S,EE,Brown,Right,20.0,20.042,72929120000.0
36796,2S,WW,Brown,Right,20.0,20.041,73888130000.0
36796,2S,EE,Brown,Right,20.0,20.055,74524470000.0
36796,2S,WW,Brown,Right,20.0,20.069,75550830000.0
36796,2S,EE,Brown,Right,20.0,20.061,74692430000.0
36796,2S,WW,Brown,Right,20.0,20.063,75748860000.0
36797,2S,EE,Brown,Right,20.0,20.067,86236790000.0
36797,2S,WW,Brown,Right,20.0,20.022,86300310000.0
36797,2S,EE,Brown,Right,20.0,20.047,83430930000.0
36797,2S,WW,Brown,Right,20.0,20.106,85745770000.0
36797,2S,EE,Brown,Right,20.0,20.037,86892510000.0
36797,2S,WW,Brown,Right,20.0,20.023,87741790000.0
36797,2S,EE,Brown,Right,20.0,20.044,87624990000.0
36797,2S,WW,Brown,Right,20.0,20.025,88283900000.0
36797,2S,EE,Brown,Right,20.0,20.06,87212050000.0
36797,2S,WW,Brown,Right,20.0,20.028,88974590000.0
36797,2S,EE,Brown,Right,20.0,20.039,81758250000.0
36797,2S,WW,Brown,Right,20.0,20.016,83317860000.0
36797,2S,EE,Brown,Right,20.0,20.045,83750190000.0
36797,2S,WW,Brown,Right,20.0,20.068,86029140000.0
36797,2S,EE,Brown,Right,20.0,20.036,85936840000.0
36797,2S,WW,Brown,Right,20.0,20.038,86504600000.0
36798,2S,EE,Perugia,Left,20.0,20.0,71251880555.231
36798,2S,WW,Perugia,Left,20.0,20.0,70247126556.17
36798,2S,EE,Perugia,Left,20.0,20.0,71296993212.243
36798,2S,WW,Perugia,Left,20.0,20.0,71438150181.992
36798,2S,EE,Perugia,Left,20.0,20.0,72769085155.184
36798,2S,WW,Perugia,Left,20.0,20.0,71019610544.808
36798,2S,EE,Perugia,Left,20.0,20.0,73396225678.181
36798,2S,WW,Perugia,Left,20.0,20.0,71972989797.547
36798,2S,EE,Perugia,Left,20.0,20.0,72667125260.542
36798,2S,WW,Perugia,Left,20.0,20.0,68747723419.159
36798,2S,EE,Perugia,Left,20.0,20.0,66628696732.294
36798,2S,WW,Perugia,Left,20.0,20.0,67298534754.758
36798,2S,EE,Perugia,Left,20.0,20.0,69008506388.227
36798,2S,WW,Perugia,Left,20.0,20.0,68620072499.664
36798,2S,EE,Perugia,Left,20.0,20.0,68198436018.435
36798,2S,WW,Perugia,Left,20.0,20.0,63896552278.524
36798,2S,EE,Perugia,Left,20.0,20.0,69615027546.917
36798,2S,WW,Perugia,Left,20.0,20.0,69311518465.028
36799,2S,EE,Perugia,Left,20.0,20.0,82050761318.498
36799,2S,WW,Perugia,Left,20.0,20.0,80462153934.287
36799,2S,EE,Perugia,Left,20.0,20.0,83618467653.67
36799,2S,WW,Perugia,Left,20.0,20.0,80728498216.842
36799,2S,EE,Perugia,Left,20.0,20.0,84381881130.649
36799,2S,WW,Perugia,Left,20.0,20.0,82511846558.307
36799,2S,EE,Perugia,Left,20.0,20.0,83638460232.503
36799,2S,WW,Perugia,Left,20.0,20.0,82494352493.852
36799,2S,EE,Perugia,Left,20.0,20.0,84014963313.165
36799,2S,WW,Perugia,Left,20.0,20.0,80825018130.918
36799,2S,EE,Perugia,Left,20.0,20.0,77216806916.359
36799,2S,WW,Perugia,Left,20.0,20.0,77209810433.911
36799,2S,EE,Perugia,Left,20.0,20.0,78139390860.427
36799,2S,WW,Perugia,Left,20.0,20.0,77756347156.644
36799,2S,EE,Perugia,Left,20.0,20.0,80871799323.768
36799,2S,WW,Perugia,Left,20.0,20.0,79792624011.765
36799,2S,EE,Perugia,Left,20.0,20.0,81323933929.412
36799,2S,WW,Perugia,Left,20.0,20.0,81029234252.959
36799,2S,EE,Perugia,Left,20.0,20.0,82172082381.399
36799,2S,WW,Perugia,Left,20.0,20.0,75534673397.031
36800,2S,EE,HEPHY,Left,,,118586400000.0
36800,2S,WW,HEPHY,Left,,,115538700000.0
36800,2S,EE,HEPHY,Left,,,117230700000.0
36800,2S,WW,HEPHY,Left,,,116195400000.0
36800,2S,EE,HEPHY,Left,,,121192600000.0
36800,2S,WW,HEPHY,Left,,,116841100000.0
36800,2S,EE,HEPHY,Left,,,122074700000.0
36800,2S,WW,HEPHY,Left,,,118706900000.0
36800,2S,EE,HEPHY,Left,,,125034200000.0
36800,2S,WW,HEPHY,Left,,,117361100000.0
36800,2S,EE,HEPHY,Left,,,113173000000.0
36800,2S,WW,HEPHY,Left,,,111613600000.0
36800,2S,EE,HEPHY,Left,,,114518900000.0
36800,2S,WW,HEPHY,Left,,,113893600000.0
36800,2S,EE,HEPHY,Left,,,112736900000.0
36800,2S,WW,HEPHY,Left,,,112634800000.0
36800,2S,EE,HEPHY,Left,,,117741000000.0
36800,2S,WW,HEPHY,Left,,,116303900000.0
36800,2S,EE,HEPHY,Left,,,120166200000.0
36800,2S,WW,HEPHY,Left,,,115867800000.0
36801,2S,EE,HEPHY,Left,,,124664100000.0
36801,2S,WW,HEPHY,Left,,,122898300000.0
36801,2S,EE,HEPHY,Left,,,124263200000.0
36801,2S,WW,HEPHY,Left,,,124172500000.0
36801,2S,EE,HEPHY,Left,,,125537700000.0
36801,2S,WW,HEPHY,Left,,,127016100000.0
36801,2S,EE,HEPHY,Left,,,117405100000.0
36801,2S,WW,HEPHY,Left,,,119041800000.0
36801,2S,EE,HEPHY,Left,,,120401700000.0
36801,2S,WW,HEPHY,Left,,,121165200000.0
36801,2S,EE,HEPHY,Left,,,119886700000.0
36801,2S,WW,HEPHY,Left,,,114956500000.0
36801,2S,EE,HEPHY,Left,,,122978000000.0
36801,2S,WW,HEPHY,Left,,,122441000000.0
36801,2S,EE,HEPHY,Left,,,123371300000.0
36801,2S,WW,HEPHY,Left,,,124358800000.0
36801,2S,EE,HEPHY,Left,,,124244000000.0
36801,2S,WW,HEPHY,Left,,,125588600000.0
36801,2S,EE,HEPHY,Left,,,124858400000.0
36801,2S,WW,HEPHY,Left,,,124543100000.0
36802,2S,EE,HEPHY,Left,,,116892900000.0
36802,2S,WW,HEPHY,Left,,,119951100000.0
36802,2S,EE,HEPHY,Left,,,116758700000.0
36802,2S,WW,HEPHY,Left,,,118750700000.0
36802,2S,EE,HEPHY,Left,,,116800400000.0
36802,2S,WW,HEPHY,Left,,,119700500000.0
36802,2S,EE,HEPHY,Left,,,117362300000.0
36802,2S,WW,HEPHY,Left,,,119441900000.0
36802,2S,EE,HEPHY,Left,,,118638400000.0
36802,2S,WW,HEPHY,Left,,,119906000000.0
36802,2S,EE,HEPHY,Left,,,117428200000.0
36802,2S,WW,HEPHY,Left,,,119215600000.0
36802,2S,EE,HEPHY,Left,,,111238000000.0
36802,2S,WW,HEPHY,Left,,,113154700000.0
36802,2S,EE,HEPHY,Left,,,112328600000.0
36802,2S,WW,HEPHY,Left,,,114788100000.0
36802,2S,EE,HEPHY,Left,,,115740000000.0
36802,2S,WW,HEPHY,Left,,,117423800000.0
36802,2S,EE,HEPHY,Left,,,101368700000.0
36802,2S,WW,HEPHY,Left,,,118415600000.0
36803,2S,EE,HEPHY,Left,,,111788800000.0
36803,2S,WW,HEPHY,Left,,,111388400000.0
36803,2S,EE,HEPHY,Left,,,111734900000.0
36803,2S,WW,HEPHY,Left,,,113428900000.0
36803,2S,EE,HEPHY,Left,,,110055000000.0
36803,2S,WW,HEPHY,Left,,,111322300000.0
36803,2S,EE,HEPHY,Left,,,109435000000.0
36803,2S,WW,HEPHY,Left,,,88835440000.0
36803,2S,EE,HEPHY,Left,,,109966600000.0
36803,2S,WW,HEPHY,Left,,,110862000000.0
36803,2S,EE,HEPHY,Left,,,108569800000.0
36803,2S,WW,HEPHY,Left,,,108319400000.0
36803,2S,EE,HEPHY,Left,,,108000600000.0
36803,2S,WW,HEPHY,Left,,,108367000000.0
36803,2S,EE,HEPHY,Left,,,105515600000.0
36803,2S,WW,HEPHY,Left,,,105722600000.0
37079,2S,EE,HEPHY,Left,,,117354700000.0
37079,2S,WW,HEPHY,Left,,,117729500000.0
37079,2S,EE,HEPHY,Left,,,119541800000.0
37079,2S,WW,HEPHY,Left,,,118873500000.0
37079,2S,EE,HEPHY,Left,,,118838600000.0
37079,2S,WW,HEPHY,Left,,,118913900000.0
37079,2S,EE,HEPHY,Left,,,119533500000.0
37079,2S,WW,HEPHY,Left,,,119433100000.0
37079,2S,EE,HEPHY,Left,,,115639100000.0
37079,2S,WW,HEPHY,Left,,,115769100000.0
37079,2S,EE,HEPHY,Left,,,114199600000.0
37079,2S,WW,HEPHY,Left,,,115136800000.0
37079,2S,EE,HEPHY,Left,,,115528900000.0
37079,2S,WW,HEPHY,Left,,,114722100000.0
37079,2S,EE,HEPHY,Left,,,115002000000.0
37079,2S,WW,HEPHY,Left,,,121723000000.0
37081,2S,EE,HEPHY,Left,,,117995600000.0
37081,2S,WW,HEPHY,Left,,,117916100000.0
37081,2S,EE,HEPHY,Left,,,117997000000.0
37081,2S,WW,HEPHY,Left,,,117810000000.0
37081,2S,EE,HEPHY,Left,,,118137300000.0
37081,2S,WW,HEPHY,Left,,,117252100000.0
37081,2S,EE,HEPHY,Left,,,117430100000.0
37081,2S,WW,HEPHY,Left,,,116239800000.0
37081,2S,EE,HEPHY,Left,,,116680000000.0
37081,2S,WW,HEPHY,Left,,,114532100000.0
37081,2S,EE,HEPHY,Left,,,117811000000.0
37081,2S,WW,HEPHY,Left,,,108648600000.0
37081,2S,EE,HEPHY,Left,,,114781700000.0
37081,2S,WW,HEPHY,Left,,,112322900000.0
37081,2S,EE,HEPHY,Left,,,115767200000.0
37081,2S,WW,HEPHY,Left,,,102443200000.0
37081,2S,EE,HEPHY,Left,,,115211900000.0
37081,2S,WW,HEPHY,Left,,,113675200000.0
37081,2S,EE,HEPHY,Left,,,116120000000.0
37081,2S,WW,HEPHY,Left,,,114972900000.0
37083,2S,EE,Perugia,Left,20.0,20.0,76613704880.797
37083,2S,WW,Perugia,Left,20.0,20.0,76486281097.609
37083,2S,EE,Perugia,Left,20.0,20.0,76253286791.997
37083,2S,WW,Perugia,Left,20.0,20.0,81539195803.485
37083,2S,EE,Perugia,Left,20.0,20.0,75649599214.251
37083,2S,WW,Perugia,Left,20.0,20.0,80847790830.088
37083,2S,EE,Perugia,Left,20.0,20.0,78726029733.73
37083,2S,WW,Perugia,Left,20.0,20.0,82156077194.085
37083,2S,EE,Perugia,Left,20.0,20.0,77817150771.739
37083,2S,WW,Perugia,Left,20.0,20.0,82877318711.265
37083,2S,EE,Perugia,Left,20.0,20.0,70259949329.458
37083,2S,WW,Perugia,Left,20.0,20.0,72235111067.298
37083,2S,EE,Perugia,Left,20.0,20.0,70885978316.72
37083,2S,WW,Perugia,Left,20.0,20.0,72893460603.487
37083,2S,EE,Perugia,Left,20.0,20.0,71497695634.798
37083,2S,WW,Perugia,Left,20.0,20.0,73385186933.195
37083,2S,EE,Perugia,Left,20.0,20.0,72282763995.88
37083,2S,WW,Perugia,Left,20.0,20.0,74784440240.217
37084,2S,EE,Perugia,Left,20.0,20.0,98395375882.605
37084,2S,WW,Perugia,Left,20.0,20.0,102293212618.594
37084,2S,EE,Perugia,Left,20.0,20.0,98915710253.716
37084,2S,WW,Perugia,Left,20.0,20.0,101793547385.07
37084,2S,EE,Perugia,Left,20.0,20.0,97782311081.162
37084,2S,WW,Perugia,Left,20.0,20.0,102034782823.976
37084,2S,EE,Perugia,Left,20.0,20.0,98919191915.1
37084,2S,WW,Perugia,Left,20.0,20.0,103360940342.509
37084,2S,EE,Perugia,Left,20.0,20.0,96964730283.888
37084,2S,WW,Perugia,Left,20.0,20.0,101218244043.392
37084,2S,EE,Perugia,Left,20.0,20.0,96002621520.287
37084,2S,WW,Perugia,Left,20.0,20.0,98695015042.266
37084,2S,EE,Perugia,Left,20.0,20.0,97975826405.623
37084,2S,WW,Perugia,Left,20.0,20.0,101067319702.304
37084,2S,EE,Perugia,Left,20.0,20.0,98591116911.804
37084,2S,WW,Perugia,Left,20.0,20.0,103098699656.647
37084,2S,EE,Perugia,Left,20.0,20.0,97969787330.166
37084,2S,WW,Perugia,Left,20.0,20.0,102099232225.868
37085,2S,EE,Perugia,Left,20.0,20.0,92660692785.241
37085,2S,WW,Perugia,Left,20.0,20.0,95453335574.988
37085,2S,EE,Perugia,Left,20.0,20.0,97102399582.998
37085,2S,WW,Perugia,Left,20.0,20.0,97994634973.815
37085,2S,WW,Perugia,Left,20.0,20.0,98823931011.06
37085,2S,EE,Perugia,Left,20.0,20.0,96787186694.476
37085,2S,WW,Perugia,Left,20.0,20.0,99247891573.248
37085,2S,EE,Perugia,Left,20.0,20.0,89150831734.054
37085,2S,WW,Perugia,Left,20.0,20.0,91960487397.784
37085,2S,EE,Perugia,Left,20.0,20.0,91162864219.137
37085,2S,WW,Perugia,Left,20.0,20.0,94509922576.648
37085,2S,EE,Perugia,Left,20.0,20.0,93020085729.777
37085,2S,WW,Perugia,Left,20.0,20.0,97439833433.375
37085,2S,EE,Perugia,Left,20.0,20.0,92357007765.742
37085,2S,WW,Perugia,Left,20.0,20.0,93336261063.011
37085,2S,EE,Perugia,Left,20.0,20.0,95475781737.584
37085,2S,WW,Perugia,Left,20.0,20.0,99356178781.241
37086,2S,EE,Perugia,Left,20.0,20.0,76117155850.722
37086,2S,WW,Perugia,Left,20.0,20.0,75352786662.246
37086,2S,EE,Perugia,Left,20.0,20.0,78215856891.523
37086,2S,WW,Perugia,Left,20.0,20.0,79998295742.485
37086,2S,EE,Perugia,Left,20.0,20.0,77833029532.146
37086,2S,WW,Perugia,Left,20.0,20.0,77667282615.227
37086,2S,EE,Perugia,Left,20.0,20.0,80256443383.485
37086,2S,WW,Perugia,Left,20.0,20.0,80892103562.332
37086,2S,EE,Perugia,Left,20.0,20.0,71111684428.477
37086,2S,WW,Perugia,Left,20.0,20.0,72413559548.371
37086,2S,EE,Perugia,Left,20.0,20.0,72820331306.467
37086,2S,WW,Perugia,Left,20.0,20.0,75156120883.089
37086,2S,EE,Perugia,Left,20.0,20.0,72653792158.276
37086,2S,WW,Perugia,Left,20.0,20.0,74249304333.167
37086,2S,EE,Perugia,Left,20.0,20.0,74075077979.639
37086,2S,WW,Perugia,Left,20.0,20.0,75573363305.333
37087,2S,EE,Brown,Right,20.0,20.037,80543690000.0
37087,2S,WW,Brown,Right,20.0,20.028,83557870000.0
37087,2S,EE,Brown,Right,20.0,20.159,78964230000.0
37087,2S,WW,Brown,Right,20.0,20.188,82652330000.0
37087,2S,EE,Brown,Right,20.0,20.036,82031530000.0
37087,2S,WW,Brown,Right,20.0,20.125,84828230000.0
37087,2S,EE,Brown,Right,20.0,20.164,82018890000.0
37087,2S,WW,Brown,Right,20.0,20.116,85808120000.0
37087,2S,EE,Brown,Right,20.0,20.042,76206230000.0
37087,2S,WW,Brown,Right,20.0,20.015,80086590000.0
37087,2S,EE,Brown,Right,20.0,20.033,76274500000.0
37087,2S,WW,Brown,Right,20.0,20.112,80109890000.0
37087,2S,EE,Brown,Right,20.0,20.098,78362230000.0
37087,2S,WW,Brown,Right,20.0,20.079,81608680000.0
37087,2S,EE,Brown,Right,20.0,20.084,78947470000.0
37087,2S,WW,Brown,Right,20.0,20.154,82125050000.0
37088,2S,EE,Brown,Right,20.0,20.028,72198450000.0
37088,2S,WW,Brown,Right,20.0,20.042,74428530000.0
37088,2S,EE,Brown,Right,20.0,20.061,70127820000.0
37088,2S,WW,Brown,Right,20.0,20.031,76120060000.0
37088,2S,EE,Brown,Right,20.0,20.062,74812140000.0
37088,2S,WW,Brown,Right,20.0,20.07,77844820000.0
37088,2S,EE,Brown,Right,20.0,20.049,74295570000.0
37088,2S,WW,Brown,Right,20.0,20.052,78975370000.0
37088,2S,EE,Brown,Right,20.0,20.06,76381260000.0
37088,2S,WW,Brown,Right,20.0,20.074,79151010000.0
37088,2S,EE,Brown,Right,20.0,20.078,69728620000.0
37088,2S,WW,Brown,Right,20.0,20.065,72102350000.0
37088,2S,EE,Brown,Right,20.0,20.113,70733460000.0
37088,2S,WW,Brown,Right,20.0,20.095,72482690000.0
37088,2S,EE,Brown,Right,20.0,20.168,68970840000.0
37088,2S,WW,Brown,Right,20.0,20.084,73962000000.0
37077,PSS,WW,Demokritos,Left,22.6,22.6,81302683648.0
37398,PSS,EE,Brown,Right,20.0,20.063,80894660000.0
37398,PSS,WW,Brown,Right,20.0,20.048,83884670000.0
37398,PSS,EE,Brown,Right,20.0,20.011,81858300000.0
37398,PSS,WW,Brown,Right,20.0,20.053,84671600000.0
37398,PSS,EE,Brown,Right,20.0,20.066,82543500000.0
37398,PSS,WW,Brown,Right,20.0,20.08,85026410000.0
37398,PSS,EE,Brown,Right,20.0,20.048,83352550000.0
37398,PSS,WW,Brown,Right,20.0,20.049,85252690000.0
37398,PSS,EE,Brown,Right,20.0,20.141,83512860000.0
37398,PSS,WW,Brown,Right,20.0,20.036,85036670000.0
37398,PSS,EE,Brown,Right,20.0,20.053,82052730000.0
37398,PSS,WW,Brown,Right,20.0,20.057,84515150000.0
37398,PSS,EE,Brown,Right,20.0,20.057,78729910000.0
37398,PSS,WW,Brown,Right,20.0,20.073,82080020000.0
37398,PSS,EE,Brown,Right,20.0,20.066,81784200000.0
37398,PSS,WW,Brown,Right,20.0,20.074,84601480000.0
37399,PSS,EE,Brown,Right,20.0,20.057,76776400000.0
37399,PSS,WW,Brown,Right,20.0,20.018,80294890000.0
37399,PSS,EE,Brown,Right,20.0,20.101,75889720000.0
37399,PSS,WW,Brown,Right,20.0,20.048,79391130000.0
37399,PSS,EE,Brown,Right,20.0,20.05,77430670000.0
37399,PSS,WW,Brown,Right,20.0,20.055,79626100000.0
37399,PSS,EE,Brown,Right,20.0,20.071,77132530000.0
37399,PSS,WW,Brown,Right,20.0,20.027,80183180000.0
37399,PSS,EE,Brown,Right,20.0,20.06,77969740000.0
37399,PSS,WW,Brown,Right,20.0,20.055,81689280000.0
37399,PSS,EE,Brown,Right,20.0,20.028,77800460000.0
37399,PSS,WW,Brown,Right,20.0,20.021,80744220000.0
37399,PSS,EE,Brown,Right,20.0,20.074,73323860000.0
37399,PSS,WW,Brown,Right,20.0,20.065,76084480000.0
37399,PSS,EE,Brown,Right,20.0,20.109,73914980000.0
37399,PSS,WW,Brown,Right,20.0,20.051,77170200000.0
37400,2S,EE,Demokritos,Left,22.1,22.1,64406388736.0
37400,2S,EE,Demokritos,Left,22.1,22.1,62900000000.0
